ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50 viral,% Inhibition,Tested at [C],Weight,Origin,Formula,Family,Sub family,Nature,Reference,ID_ref,PUBCHEM_CID
4342,CCC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CCCN3CCOCC3)C(=O)NC4=CC=C(C=C4)Cl,,Inactive,Leishmania,,,,,,,,,-21.2769,1 µM,483.012,,C26H31ClN4O3,,,,AID1258,650952,650952
4343,CC1=CC=C(C=C1)OCC2=NC(=C(O2)NCC3=CC4=C(C=C3)OCO4)C#N,,Inactive,Leishmania,,,,,,,,,-17.8983,1 µM,363.373,,C20H17N3O4,,,,AID1258,650968,650968
4344,CC1=CC(=CC=C1)N2C(=CC(=O)N=C2SC(C)C(=O)NC3CCCCC3)N,,Inactive,Leishmania,,,,,,,,,29.8976,1 µM,386.521,,C20H26N4O2S,,,,AID1258,651009,651009
4345,CC1=CC=C(C=C1)S(=O)(=O)CN2C(=NN=N2)CN(CC3CCCO3)CC4=CC=CO4,,Inactive,Leishmania,,,,,,,,,-5.63844,1 µM,431.518,,C20H25N5O4S,,,,AID1258,651400,651400
4346,CCCCC1=CC(=C(C(=C1)O)CCCC)O,,Inactive,Leishmania,,,,,,,,,32.1159,1 µM,222.328,,C14H22O2,,,,AID1258,651512,651512
4347,CC1=CSC(=N1)NC(=O)CSC2=NN=C(O2)C3=CC=C(C=C3)S(=O)(=O)N4CCCC4,,Inactive,Leishmania,,,,,,,,,-3.03014,1 µM,465.582,,C18H19N5O4S3,,,,AID1258,651701,651701
4348,C1CC(C1)C(=O)NC2=CC=CC(=C2)C3=NN(N=N3)CC(=O)N4CCC5=CC=CC=C5C4,,Inactive,Leishmania,,,,,,,,,-2.22647,1 µM,416.485,,C23H24N6O2,,,,AID1258,651981,651981
4349,CCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NCC3=CC(=C(C=C3)OC)OC)O,,Inactive,Leishmania,,,,,,,,,-14.4532,1 µM,382.416,,C21H22N2O5,,,,AID1258,54683760,54683760
4350,CCOC(=O)C1=CC2=C(N1)C=C(O2)C(C3=NN=NN3C4CCCCC4)N5CCOCC5,,Inactive,Leishmania,,,,,,,,,3.23864,1 µM,428.493,,C21H28N6O4,,,,AID1258,652445,652445
4351,C1OC2=C(O1)C=C(C=C2)NC3C4=CC=CC=C4C(=O)O3,,Inactive,Leishmania,,,,,,,,,-6.86116,1 µM,269.256,,C15H11NO4,,,,AID1258,652596,652596
4352,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2,,Inactive,Leishmania,,,,,,,,,-14.7954,1 µM,286.356,,C15H14N2O2S,,,,AID1258,652628,652628
4353,C1CN=C2N(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl,,Inactive,Leishmania,,,,,,,,,-10.2464,1 µM,334.25,,C17H17Cl2N3,,,,AID1258,2852770,2852770
4354,COC1=CC(=C(C=C1)OC)C(C2=NN=NN2C3CCCC3)N4CCC5=CC=CC=C5C4,,Inactive,Leishmania,,,,,,,,,4.43142,1 µM,419.529,,C24H29N5O2,,,,AID1258,653447,653447
4355,CC12CCCCN1CCCC3=C2NC4=CC=CC=C34.Cl,,Inactive,Leishmania,,,,,,,,,-2.38585,1 µM,290.838,,C17H23ClN2,,,,AID1258,6603550,6603550
4356,COC1=CC=C(C=C1)CC2C3CCCCC3(CCN2)O,,Inactive,Leishmania,,,,,,,,,-6.71527,1 µM,275.392,,C17H25NO2,,,,AID1258,655005,655005
4357,CC1=NN(C2=C1C=C(S2)C(=O)N(CC3=CC=CO3)C(C)C(=O)NC(C)(C)C)C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-6.72736,1 µM,464.591,,C25H28N4O3S,,,,AID1258,655128,655128
4358,CCOC(=O)C1CCCN(C1)C2=CC=C(C=C2)NC(=O)C3=C4C(=NS3)C(=O)NC=N4,,Inactive,Leishmania,,,,,,,,,14.4339,1 µM,427.486,,C20H21N5O4S,,,,AID1258,135438271,135438271
4359,CCCC(=O)C1=CC=C(C=C1)C(C)CCC(=O)O,,Inactive,Leishmania,,,,,,,,,-3.43903,1 µM,248.322,,C15H20O3,,,,AID1258,655481,655481
4360,CCC(C)NC1=NC2=C(N1CC3=CC=CC(=C3)C)C(=O)N(C(=O)N2C)C,,Inactive,Leishmania,,,,,,,,,-7.28116,1 µM,355.442,,C19H25N5O2,,,,AID1258,655681,655681
4361,C1=CC(=CN=C1)C2=NN=C(N=N2)C3=CN=CC=C3,,Inactive,Leishmania,,,,,,,,,-22.428,1 µM,236.238,,C12H8N6,,,,AID1258,656025,656025
4362,COC1=CC(=CC(=C1)NC(=O)CN2N=C(N=N2)C3=CC=NC=C3)OC,,Inactive,Leishmania,,,,,,,,,-10.3009,1 µM,340.343,,C16H16N6O3,,,,AID1258,656058,656058
4363,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,,Inactive,Leishmania,,,,,,,,,-22.389,1 µM,300.833,,C18H21ClN2,,,,AID1258,68551,68551
4364,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,,Inactive,Leishmania,,,,,,,,,6.79236,1 µM,393.462,,C23H24FN3O2,,,,AID1258,4847,4847
4365,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,,Inactive,Leishmania,,,,,,,,,0.61857,1 µM,313.872,,C20H24ClN,,,,AID1258,71478,71478
4366,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F.C(=C\C(=O)O)\C(=O)O,,Inactive,Leishmania,,,,,,,,,-1.26598,1 µM,434.411,,C19H25F3N2O6,,,,AID1258,9560989,9560989
4367,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,,Inactive,Leishmania,,,,,,,,,-2.30502,1 µM,386.532,,C24H34O4,,,,AID1258,6279,6279
4368,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,,Inactive,Leishmania,,,,,,,,,8.77946,1 µM,461.556,,C28H29F2N3O,,,,AID1258,16362,16362
4369,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,,Inactive,Leishmania,,,,,,,,,19.665,1 µM,351.321,,C19H24Cl2N2,,,,AID1258,68539,68539
4370,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,,Inactive,Leishmania,,,,,,,,,0.785553,1 µM,403.526,,C25H29N3O2,,,,AID1258,28693,28693
4371,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl,,Inactive,Leishmania,,,,,,,,,-19.5396,1 µM,345.792,,C17H19ClF3NO,,,,AID1258,62857,62857
4372,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,,Inactive,Leishmania,,,,,,,,,-1.04009,1 µM,302.849,,C18H23ClN2,,,,AID1258,65327,65327
4373,CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,,Inactive,Leishmania,,,,,,,,,-2.14843,1 µM,707.85,,C36H45N5O8S,,,,AID1258,444034,444034
4374,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,,Inactive,Leishmania,,,,,,,,,1.4658,1 µM,393.568,,C23H39NO4,,,,AID1258,5284439,5284439
4375,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,,Inactive,Leishmania,,,,,,,,,-9.21836,1 µM,299.845,,C19H22ClN,,,,AID1258,6603149,6603149
4376,C1COCCN1C2=NC3=CC=CC=C3C4=C2C5=CC=CC=C5N4,,Inactive,Leishmania,,,,,,,,,11.2823,1 µM,303.365,,C19H17N3O,,,,AID1258,657435,657435
4377,CCOC(=O)C1=NC2=CC=CC=C2C1=[N+]=[N-],,Inactive,Leishmania,,,,,,,,,45.7931,1 µM,215.212,,C11H9N3O2,,,,AID1258,657705,657705
4378,CCOP(=O)(C1=CC=CC=C1)C2=C(OC(=N2)C3=CC=CC=C3C)N4CCCCC4,,Inactive,Leishmania,,,,,,,,,-15.777,1 µM,410.454,,C23H27N2O3P,,,,AID1258,657753,657753
4379,C1=CC=C2C(=C1)N=CN2C(=C(Cl)Br)N3C=NC4=CC=CC=C43,,Inactive,Leishmania,,,,,,,,,-19.5111,1 µM,373.641,,C16H10BrClN4,,,,AID1258,657893,657893
4380,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)N4CCN(CC4)C.Cl,,Inactive,Leishmania,,,,,,,,,10.3655,1 µM,448.976,,C21H25ClN4O3S,,,,AID1258,6602781,6602781
4381,COC1=C(C=C(C=C1)CSC2=NCCN2)Cl.Cl,,Inactive,Leishmania,,,,,,,,,-10.5032,1 µM,293.219,,C11H14Cl2N2OS,,,,AID1258,6603333,6603333
4382,CCOC(=O)C1=C(C2=C(O1)C=CC=C2OCC(CNC(C)C)O)C.Cl,,Inactive,Leishmania,,,,,,,,,-11.2532,1 µM,371.861,,C18H26ClNO5,,,,AID1258,6602742,6602742
4383,CCCCC1=C(N(N=C1C)C2=NC3=C(C4=CC=CC=C4N3C)N=N2)C,,Inactive,Leishmania,,,,,,,,,-27.5421,1 µM,334.427,,C19H22N6,,,,AID1258,658282,658282
4384,CC1=NN=C(C2=CC=CC=C12)N3CCCCC3,,Inactive,Leishmania,,,,,,,,,2.21144,1 µM,227.311,,C14H17N3,,,,AID1258,658368,658368
4385,CC1=CC2=C(N=C(N=C2O1)C)C3=CNN=C3,,Inactive,Leishmania,,,,,,,,,-7.91649,1 µM,214.228,,C11H10N4O,,,,AID1258,658474,658474
4386,C1=CC=C(C=C1)C2=NC3=NON=C3N=C2C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-17.2117,1 µM,274.283,,C16H10N4O,,,,AID1258,568592,568592
4387,CCN(CC)CCOC1=NN=C2C(=C1)N(C3=CC=CC=C3O2)C.O.Cl,,Inactive,Leishmania,,,,,,,,,8.54194,1 µM,368.865,,C17H25ClN4O3,,,,AID1258,6602757,6602757
4388,CCOC(=O)C1=C(OC2=C1C(=C(C=C2)O)CN3CCCCC3)C,,Inactive,Leishmania,,,,,,,,,-10.148,1 µM,317.385,,C18H23NO4,,,,AID1258,658854,658854
4389,C1CN2C3=C(C=CC(=C3)NC(=O)NC4=CC=C(C=C4)Cl)SC2=N1,,Inactive,Leishmania,,,,,,,,,0.656889,1 µM,344.827,,C16H13ClN4OS,,,,AID1258,658922,658922
4390,CCCCC1=CC2=C(C=C1)NC=C2CCN.Cl,,Inactive,Leishmania,,,,,,,,,1.33921,1 µM,252.789,,C14H21ClN2,,,,AID1258,6603611,6603611
4391,C1COCCN1CCNC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CCC5=CC=CC=C5F)N,,Inactive,Leishmania,,,,,,,,,-14.1205,1 µM,462.529,,C25H27FN6O2,,,,AID1258,659087,659087
4392,CC1=CC2=C(C=C1)NC3=C2CCC4=C3NN=C4,,Inactive,Leishmania,,,,,,,,,-7.70856,1 µM,223.279,,C14H13N3,,,,AID1258,659102,659102
4393,CCOC1=C(C=C(C=C1)S(=O)(=O)NC(C)(C)C)C2=NC3=C(C(=O)N2)N(N=C3C(C)(C)C)C,,Inactive,Leishmania,,,,,,,,,4.27406,1 µM,461.588,,C22H31N5O4S,,,,AID1258,135419200,135419200
4394,C1CCN(CC1)CCCNCC2C3=CC=CC=C3CCO2.Cl,,Inactive,Leishmania,,,,,,,,,-4.59516,1 µM,324.896,,C18H29ClN2O,,,,AID1258,6603096,6603096
4395,CCC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=NN=C(S1)C(F)(F)F,,Inactive,Leishmania,,,,,,,,,-6.812,1 µM,390.231,,C9H7F9N4OS,,,,AID1258,659822,659822
4396,CC1=CC(=NN1S(=O)(=O)/C=C/C2=CC=CC=C2)C,,Inactive,Leishmania,,,,,,,,,-1.57393,1 µM,262.334,,C13H14N2O2S,,,,AID1258,5389252,5389252
4397,CCOC(=O)C1=C(SC(=C1)C2=CC=C(C=C2)N)N,,Inactive,Leishmania,,,,,,,,,-4.71017,1 µM,262.334,,C13H14N2O2S,,,,AID1258,660523,660523
4398,CC1=CC(=NC2=CC=CC=C12)OCCN3CCCCC3.Cl,,Inactive,Leishmania,,,,,,,,,-2.4019,1 µM,306.837,,C17H23ClN2O,,,,AID1258,6602778,6602778
4399,C[N+](C)(CCCNC(=O)/C=N/O)CC=C.[I-],,Inactive,Leishmania,,,,,,,,,-7.79509,1 µM,341.193,,C10H20IN3O2,,,,AID1258,9614331,9614331
4400,CC1=C2CCCCC2=C(C(=N1)SC)C#N,,Inactive,Leishmania,,,,,,,,,16.029,1 µM,218.325,,C12H14N2S,,,,AID1258,661866,661866
4401,C1CCN(CC1)C2=CC(=O)N3CCCSC3=N2,,Inactive,Leishmania,,,,,,,,,-3.22612,1 µM,251.355,,C12H17N3OS,,,,AID1258,661956,661956
4402,CCOC(=O)C1=CN=C(N=C1NC2=CC=C(C=C2)N(C)C)N3C(=CC(=N3)C)C,,Inactive,Leishmania,,,,,,,,,10.465,1 µM,380.452,,C20H24N6O2,,,,AID1258,662147,662147
4403,COC1=CC=CC=C1CNC2=NC3=CC=CC=C3N2CCN4CCCCC4,,Inactive,Leishmania,,,,,,,,,8.8704,1 µM,364.493,,C22H28N4O,,,,AID1258,662454,662454
4404,C1=CC(=CC(=C1)Cl)CSC2=NN=C(O2)CCCCCN.Cl,,Inactive,Leishmania,,,,,,,,,-6.22941,1 µM,348.299,,C14H19Cl2N3OS,,,,AID1258,6603411,6603411
4405,CCCCSC1=NN=C(O1)[C@H](CC(C)C)NC(=O)OC(C)(C)C,,Inactive,Leishmania,,,,,,,,,30.4316,1 µM,343.493,,C16H29N3O3S,,,,AID1258,662751,662751
4406,C1=CC=C2C(=C1)N=NN2C3=C(C=C(C(=C3)C#N)C#N)OC4=CC=CC5=C4N=CC=C5,,Inactive,Leishmania,,,,,,,,,-10.2706,1 µM,388.39,,C23H12N6O,,,,AID1258,662882,662882
4407,CC1=CC(=NC2=C3C=C4CCCCC4=NC3=NN12)C,,Inactive,Leishmania,,,,,,,,,-19.8975,1 µM,252.321,,C15H16N4,,,,AID1258,662970,662970
4408,CCN1C(=O)C2=C(N=C1SCC(=O)N3CCOCC3)OC4=C(C2=O)C=C(C=C4Cl)Cl,,Inactive,Leishmania,,,,,,,,,7.68644,1 µM,470.334,,C19H17Cl2N3O5S,,,,AID1258,663330,663330
4409,CC1CN(C2=NC3=C(N2C1)C(=O)N(C(=O)N3C)CC(=O)OCC4=CC=CC=C4)C5=CC(=C(C=C5)C)C,,Inactive,Leishmania,,,,,,,,,14.9259,1 µM,487.56,,C27H29N5O4,,,,AID1258,663562,663562
4410,C1CCC2(CCN(C(C2C1)C3=CC4=C(C=C3)OCO4)CC5=CC=CC=C5F)O,,Inactive,Leishmania,,,,,,,,,3.23239,1 µM,383.463,,C23H26FNO3,,,,AID1258,663599,663599
4411,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)CN3CCCC3)C4=CC=C(C=C4)Br,,Inactive,Leishmania,,,,,,,,,-5.22154,1 µM,414.299,,C21H20BrNO3,,,,AID1258,5389772,5389772
4412,COC1=C(C=C2C(=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)C5=CC=CC=N5)OC,,Inactive,Leishmania,,,,,,,,,-28.9919,1 µM,390.447,,C21H22N6O2,,,,AID1258,664149,664149
4413,C1CN(CCN1CC2=CC=CC=C2)CC(=O)C3=CC=C(C=C3)Br,,Inactive,Leishmania,,,,,,,,,9.27092,1 µM,373.294,,C19H21BrN2O,,,,AID1258,664759,664759
4414,CC(C)CN1C2=NC3=CC=CC=C3C=C2C(=N1)NC(=O)C4CCCO4,,Inactive,Leishmania,,,,,,,,,-16.6862,1 µM,338.411,,C19H22N4O2,,,,AID1258,665069,665069
4415,COC1=C(C(=C(C=C1)C2C3C(C(=O)N(C3=O)CC4=CC=CC=C4)ON2C5=CC=CC=C5)OC)OC,,Inactive,Leishmania,,,,,,,,,-9.86856,1 µM,474.513,,C27H26N2O6,,,,AID1258,665320,665320
4416,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C2=NN=C(O2)S(=O)(=O)CC(=O)OC,,Inactive,Leishmania,,,,,,,,,0.0660965,1 µM,425.463,,C18H23N3O7S,,,,AID1258,665535,665535
4417,CCN(CC)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=NNC5=C4CCC5,,Inactive,Leishmania,,,,,,,,,-7.66219,1 µM,379.493,,C19H21N7S,,,,AID1258,665618,665618
4418,CC1=CC(=NN1C2=NC3=CC=CC=C3C(=O)N2OCC(=O)OCC4=CC=CC=C4)C,,Inactive,Leishmania,,,,,,,,,11.302,1 µM,404.426,,C22H20N4O4,,,,AID1258,665673,665673
4419,CCOC1=C(C=C(C=C1)C2=NOC(=N2)C3=CN=CC=C3)OC,,Inactive,Leishmania,,,,,,,,,46.2418,1 µM,297.314,,C16H15N3O3,,,,AID1258,666153,666153
4420,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C3=NC(=NO3)C4=CC=CC=N4,,Inactive,Leishmania,,,,,,,,,14.5954,1 µM,338.754,,C17H11ClN4O2,,,,AID1258,666253,666253
4421,COC1=CC=CC=C1OC2=C(C=C(C(=C2)C#N)C#N)N3C4=CC=CC=C4N=N3,,Inactive,Leishmania,,,,,,,,,-1.69046,1 µM,367.368,,C21H13N5O2,,,,AID1258,666341,666341
4422,CC1(C2=CC=CC=C2N(C13C=CC4=C(O3)C=CC(=C4)OC)CCO)C,,Inactive,Leishmania,,,,,,,,,-3.92917,1 µM,337.419,,C21H23NO3,,,,AID1258,666429,666429
4423,CN1C=CC=C1CNCCC2=CC=CC=C2F,,Inactive,Leishmania,,,,,,,,,-17.0024,1 µM,232.302,,C14H17FN2,,,,AID1258,666453,666453
4424,CCN(CC)CCCOC1=NC(=NC2=C1OC3=CC=CC=C32)C.Cl,,Inactive,Leishmania,,,,,,,,,-3.53224,1 µM,349.862,,C18H24ClN3O2,,,,AID1258,6603645,6603645
4425,CCN1C2=CC=CC=C2N=C1C3=CC=C(C=C3)N(C)C,,Inactive,Leishmania,,,,,,,,,21.796,1 µM,265.36,,C17H19N3,,,,AID1258,666838,666838
4426,CCN1CCCC1CN=CC2=C(N(C(=O)C3=CC=CC=C32)C4=CC=CC=C4)O,,Inactive,Leishmania,,,,,,,,,3.40143,1 µM,375.472,,C23H25N3O2,,,,AID1258,4894887,4894887
4427,C1OC2=C(O1)C=C(C=C2)CN3C4=CC=CC=C4C(C3=O)(C5=CNC6=CC=CC=C65)O,,Inactive,Leishmania,,,,,,,,,0.0748733,1 µM,398.418,,C24H18N2O4,,,,AID1258,667058,667058
4428,C1=CC2=C(C=CN2)C=C1O,,Inactive,Leishmania,,,,,,,,,-10.2423,1 µM,133.15,,C8H7NO,,,,AID1258,16054,16054
4429,C1CCC(C1)NC2=NN=C(C3=CC=CC=C32)NC4CCCC4,,Inactive,Leishmania,,,,,,,,,11.8902,1 µM,296.418,,C18H24N4,,,,AID1258,1207987,1207987
4430,CC1(C[N+]2=C(N1C3=CC=C(C=C3)OC)CCC4=CC=CC=C42)O.[Br-],,Inactive,Leishmania,,,,,,,,,39.0085,1 µM,389.293,,C19H21BrN2O2,,,,AID1258,2997702,2997702
4431,COC1=C(C=CC(=C1)Cl)NC(=O)COC2=CC=CC=C2C(=O)N3CCN(CC3)C4=CC=C(C=C4)O,,Inactive,Leishmania,,,,,,,,,4.91488,1 µM,495.963,,C26H26ClN3O5,,,,AID1258,2997837,2997837
4432,CC1=CC=C(C=C1)C2=CSC3=C2C(=NC=N3)SC4=NN=C(O4)CN5CCCCCC5=O,,Inactive,Leishmania,,,,,,,,,3.51385,1 µM,451.577,,C22H21N5O2S2,,,,AID1258,2538553,2538553
4433,CC1=CC(=CC=C1)N2C3=CC=CC=C3N=C2SCC4=CC(=O)N5C=CSC5=N4,,Inactive,Leishmania,,,,,,,,,-13.497,1 µM,404.52,,C21H16N4OS2,,,,AID1258,2998096,2998096
4434,C1CN(CC2=CC=CC=C21)CC(=O)N3CCN(CC3)S(=O)(=O)C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,30.7117,1 µM,399.516,,C21H25N3O3S,,,,AID1258,2534881,2534881
4435,C1CC(OC1)CN(CCS(=O)(=O)C(F)(F)F)CCS(=O)(=O)C(F)(F)F,,Inactive,Leishmania,,,,,,,,,8.0429,1 µM,421.381,,C11H17F6NO5S2,,,,AID1258,2998156,2998156
4436,CC(C)CN(C1=NC2=CC=CC=C2S1)C(=O)C3=NN(C(=O)C=C3)C,,Inactive,Leishmania,,,,,,,,,-16.7339,1 µM,342.424,,C17H18N4O2S,,,,AID1258,2079903,2079903
4437,CC1=CC=C(C=C1)CNC(=O)C2=CC(=CC=C2)OCC3=C(ON=C3C)C,,Inactive,Leishmania,,,,,,,,,33.5653,1 µM,350.418,,C21H22N2O3,,,,AID1258,2103554,2103554
4438,COC1=C(C=C(C=C1)COC(=O)C2=NNC3=CC=CC=C32)F,,Inactive,Leishmania,,,,,,,,,-13.0355,1 µM,300.289,,C16H13FN2O3,,,,AID1258,2126218,2126218
4439,C1CN=C(N1)SCC(=O)NC23CC4CC(C2)CC(C4)C3.Cl,,Inactive,Leishmania,,,,,,,,,-4.66524,1 µM,329.897,,C15H24ClN3OS,,,,AID1258,6602893,6602893
4440,CCOC1=CC=C(C=C1)S(=O)(=O)N2CC3=CC=CC=C3CC2C(=O)NCCCN4C=CN=C4,,Inactive,Leishmania,,,,,,,,,-7.64334,1 µM,468.579,,C24H28N4O4S,,,,AID1258,2998503,2998503
4441,CC1=CC(=C(C=C1)N2C(=CC(=N2)C3=CC=CS3)C(=O)NCC4CCCO4)C,,Inactive,Leishmania,,,,,,,,,-4.10047,1 µM,381.501,,C21H23N3O2S,,,,AID1258,2998657,2998657
4442,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)C(=O)CSC3=NN4C(=O)C(=NN=C4S3)C(C)(C)C,,Inactive,Leishmania,,,,,,,,,6.32559,1 µM,483.619,,C23H25N5O3S2,,,,AID1258,2568754,2568754
4443,CC1=CC=C(C=C1)N2C=CC=C2C(=S)N=P(N(C)C)(N(C)C)N(C)C,,Inactive,Leishmania,,,,,,,,,-5.93316,1 µM,377.498,,C18H28N5PS,,,,AID1258,2998720,2998720
4444,CCCSC1=NN=C(S1)SC2=NN=NN2C3=CC=CC=C3,,Inactive,Leishmania,,,,,,,,,46.3417,1 µM,336.471,,C12H12N6S3,,,,AID1258,2536033,2536033
4445,CCC1=C(C(=NC2=CC=CC=C2N1)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCCC4)C(=O)OCC,,Inactive,Leishmania,,,,,,,,,-9.84141,1 µM,496.589,,C25H28N4O5S,,,,AID1258,2998796,2998796
4446,CC1=CC(=NN1CCC2=NC(=CS2)C3=CC4=CC=CC=C4O3)C,,Inactive,Leishmania,,,,,,,,,-1.84756,1 µM,323.421,,C18H17N3OS,,,,AID1258,2370900,2370900
4447,CCOC1=C(C=C(C=C1)Br)S(=O)(=O)NC2=CC=CC=C2N3CCOCC3,,Inactive,Leishmania,,,,,,,,,23.0175,1 µM,441.347,,C18H21BrN2O4S,,,,AID1258,2089876,2089876
4448,CC1=C(C(=C2N1C=CC=C2)P(=O)(N3CCOCC3)N4CCOCC4)C5=CC=CC=C5,,Inactive,Leishmania,,,,,,,,,-4.49372,1 µM,425.469,,C23H28N3O3P,,,,AID1258,2305351,2305351
4449,CC1=NN(C2=C1C(N3C4=CC=CC=C4N=C3S2)O)C5=CC=CC=C5,,Inactive,Leishmania,,,,,,,,,-7.03682,1 µM,334.404,,C18H14N4OS,,,,AID1258,2999191,2999191
4450,C1=CC=C(C=C1)C2=NN(C=C2C3=NN=C(O3)N)C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-15.7613,1 µM,303.325,,C17H13N5O,,,,AID1258,702070,702070
4451,CC1=CC=C(S1)C(=O)OCC(=O)C2=CC=C(S2)Cl,,Inactive,Leishmania,,,,,,,,,-8.17726,1 µM,300.788,,C12H9ClO3S2,,,,AID1258,2346958,2346958
4452,CN(C1=CC=CC=C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)N3CCN(CC3)C4=CC=CC=N4)Cl,,Inactive,Leishmania,,,,,,,,,-0.515583,1 µM,470.982,,C23H23ClN4O3S,,,,AID1258,2999548,2999548
4453,CCN1C2=C(C=C(C=C2)C(=O)OCC)N=C1C3CCN(CC3)S(=O)(=O)C4=CC=CS4,,Inactive,Leishmania,,,,,,,,,4.97348,1 µM,447.582,,C21H25N3O4S2,,,,AID1258,2999624,2999624
4454,CC1=CC=CC=C1N=C2NC3=CC=CC=C3CS2,,Inactive,Leishmania,,,,,,,,,5.88764,1 µM,254.358,,C15H14N2S,,,,AID1258,135413417,135413417
4455,CC1=CC=C(C=C1)S(=O)(=O)C2=CN(C3=C2C=C(C=C3)OCC=C)COC,,Inactive,Leishmania,,,,,,,,,-21.3278,1 µM,371.458,,C20H21NO4S,,,,AID1258,2324910,2324910
4456,C1CN(CC2=CC=CC=C21)CC(COCC3COC4=CC=CC=C4O3)O.Cl,,Inactive,Leishmania,,,,,,,,,2.41555,1 µM,391.895,,C21H26ClNO4,,,,AID1258,2882730,2882730
4457,COC1=CC=CC=C1N2CCN(CC2)C3=C(C4=CC(=NC(=C4C(=N3)N)N)OC)C#N,,Inactive,Leishmania,,,,,,,,,33.1912,1 µM,405.462,,C21H23N7O2,,,,AID1258,2999946,2999946
4458,CCOC(=O)C1=C(SC=C1C2CC2)NC(=O)CSCC3=C(ON=C3C)C,,Inactive,Leishmania,,,,,,,,,-3.55746,1 µM,394.518,,C18H22N2O4S2,,,,AID1258,2576479,2576479
4459,CN1C=CN=C1SCC2=CN3C=C(C=CC3=N2)Br,,Inactive,Leishmania,,,,,,,,,-0.807911,1 µM,323.219,,C12H11BrN4S,,,,AID1258,3000090,3000090
4460,CC1=CC(=C(C=C1)NC(=O)C2=C(OC(=C2)C)C)S(=O)(=O)NC3=CC=C(C=C3)OC,,Inactive,Leishmania,,,,,,,,,19.0003,1 µM,414.483,,C21H22N2O5S,,,,AID1258,2354389,2354389
4461,CC1=C(C2=CC=CC=C2N1)C(C3=CC=CC=N3)N4CCC(CC4)C(=O)N,,Inactive,Leishmania,,,,,,,,,5.08099,1 µM,348.45,,C21H24N4O,,,,AID1258,3000162,3000162
4462,CCOC(=O)N1CCC(CC1)NS(=O)(=O)C2=C(C=C3C(=C2)OCC(=O)N3)Cl,,Inactive,Leishmania,,,,,,,,,-8.28027,1 µM,417.871,,C16H20ClN3O6S,,,,AID1258,3235625,3235625
4463,C1=CC(=C(C=C1Cl)N)O/C=C\C#N,,Inactive,Leishmania,,,,,,,,,-12.9192,1 µM,194.621,,C9H7ClN2O,,,,AID1258,5771281,5771281
4464,CC1=CC=C(C=C1)C2=NC(=C(O2)C)CSCC(=O)NCCN3CCN(CC3)CC4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-25.9531,1 µM,478.662,,C27H34N4O2S,,,,AID1258,3236439,3236439
