,ID_compound,SMILES,Common Name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Formula,Reference,PUBCHEM_CID
6395,6396,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,,Inactive,,,,,,,433.04,C28H33ClN2,,
6396,6397,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,,Active,,,,,,,242.23,C10H14N2O5,,
6397,6398,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,,Active,,,,,,,384.24,C19H25BN4O4,,
6398,6399,C1=CC=C2C(=C1)C=CC=C2OCC(CO)O,,Inactive,,,,,,,218.25,C13H14O3,,
6399,6400,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,,Inactive,,,,,,,256.09,C10H7Cl2N3O,,
6400,6401,CCCC[C@H](C)C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCC/C=C/C(=O)O)O)O,,Inactive,,,,,,,380.52,C22H36O5,,
6401,6402,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],,Inactive,,,,,,,329.23,C14H10F3NO5,,
6402,6403,CC1(C2CCC(C2)C1(C)NC)C,,Inactive,,,,,,,167.3,C11H21N,,
6403,6404,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O,,Inactive,,,,,,,228.25,C13H12N2O2,,
6404,6405,CCOC(=O)C1=C(NC(=C([C@@H]1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,,Inactive,,,,,,,408.88,C20H25ClN2O5,,
6405,6406,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,,Inactive,,,,,,,528.54,C27H30F6N2O2,,
6406,6407,CCOC1=C(C=C(C=C1)CC2=NCCC3=CC(=C(C=C32)OCC)OCC)OCC,,Inactive,,,,,,,397.52,C24H31NO4,,
6407,6408,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,,Inactive,,,,,,,243.31,C14H17N3O,,
6408,6409,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,,Inactive,,,,,,,362.41,C17H18N2O5S,,
6409,6410,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,,Inactive,,,,,,,348.51,C21H34NO3+,,
6410,6411,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,,Inactive,,,,,,,452.41,C24H18F2N2O5,,
6411,6412,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3,,Inactive,,,,,,,385.58,C27H33N2+,,
6412,6413,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,,Inactive,,,,,,,488.61,C23H32N6O4S,,
6413,6414,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,,Inactive,,,,,,,324.4,C15H20N2O4S,,
6414,6415,CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,,Inactive,,,,,,,340.46,C22H28O3,,
6415,6416,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,,Inactive,,,,,,,613.92,C11H9I3N2O4,,
6416,6417,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,,Inactive,,,,,,,437.53,C22H26F3N3OS,,
6417,6418,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,,Inactive,,,,,,,298.35,C16H18N4O2,,
6418,6419,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,,Inactive,,,,,,,354.38,C19H14O5S,,
6419,6420,CC(C)(C)[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCC[C@@H]7C[C@H]7OC(=O)N1,,Inactive,,,,,,,766.92,C38H50N6O9S,,
6420,6421,C(CO)CSC[C@@H](C(=O)O)N,,Inactive,,,,,,,179.24,C6H13NO3S,,
6421,6422,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,,Inactive,,,,,,,324.42,C20H24N2O2,,
6422,6423,C1CSS[C@@H]1CCCCC(=O)O,,Inactive,,,,,,,206.33,C8H14O2S2,,
6423,6424,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+],,Inactive,,,,,,,516.41,C22H28FNa2O8P,,
6424,6425,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,,Inactive,,,,,,,269.39,C18H23NO,,
6425,6426,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,,Inactive,,,,,,,582.66,C33H34N4O6,,
6426,6427,CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3,,Inactive,,,,,,,309.45,C21H27NO,,
6427,6428,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C,,Inactive,,,,,,,466.46,C19H23N4O6PS,,
6428,6429,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,,Inactive,,,,,,,254.29,C15H14N2O2,,
6429,6430,CC(=O)NC1=CC=C(C=C1)O,,Inactive,,,,,,,151.16,C8H9NO2,,
6430,6431,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,,Inactive,,,,,,,318.5,C21H34O2,,
6431,6432,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,,Inactive,,,,,,,263.38,C16H25NO2,,
6432,6433,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2,,Inactive,,,,,,,286.38,C16H22N4O,,
6433,6434,CCCCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,,Inactive,,,,,,,268.32,C16H16N2O2,,
6434,6435,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O,,Inactive,,,,,,,651.79,C34H53NO11,,
6435,6436,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,,Inactive,,,,,,,358.44,C20H26N2O4,,
6436,6437,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)CC5CC5,,Inactive,,,,,,,358.46,C21H28NO4+,,
6437,6438,C1CNP(=O)(OC1)N(CCCl)CCCl,,Inactive,,,,,,,261.09,C7H15Cl2N2O2P,,
6438,6439,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,,Inactive,,,,,,,288.44,C18H28N2O,,
6439,6440,CC1=CN=C(C=[N+]1[O-])C(=O)O,,Inactive,,,,,,,154.12,C6H6N2O3,,
6440,6441,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,,Inactive,,,,,,,380.36,C19H14F2N6O,,
6441,6442,CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O,,Inactive,,,,,,,420.63,C26H44O4,,
6442,6443,C(=O)(N)NO,,Inactive,,,,,,,76.06,CH4N2O2,,
6443,6444,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,,Inactive,,,,,,,470.46,C22H23FN6O5,,
6444,6445,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,,Inactive,,,,,,,327.82,C18H18ClN3O,,
6445,6446,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.O,,Inactive,,,,,,,333.43,C18H27N3O3,,
6446,6447,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,,Inactive,,,,,,,560.65,C31H34F2N6O2,,
6447,6448,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,,Inactive,,,,,,,278.4,C19H22N2,,
6448,6449,CC(C)(C(=O)OCCN1C=NC2=C1C(=O)N(C(=O)N2C)C)OC3=CC=C(C=C3)Cl,,Inactive,,,,,,,420.85,C19H21ClN4O5,,
6449,6450,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,,Inactive,,,,,,,282.3,C16H14N2O3,,
6450,6451,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C,,Inactive,,,,,,,556.79,C32H52N4O4+2,,
6451,6452,CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O,,Inactive,,,,,,,337.38,C19H19N3O3,,
6452,6453,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],,Inactive,,,,,,,398.34,C19H28BrNO3,,
6453,6454,C(C[C@@H](C(=O)O)N)CN=C(N)N,,Inactive,,,,,,,174.2,C6H14N4O2,,
6454,6455,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,,Inactive,,,,,,,397.48,C24H23N5O,,
6455,6456,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,,Inactive,,,,,,,342.86,C17H15ClN4S,,
6456,6457,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C,,Inactive,,,,,,,353.53,C23H33N2O+,,
6457,6458,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,,Inactive,,,,,,,411.57,C23H29N3O2S,,
6458,6459,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,,Inactive,,,,,,,355.43,C21H25NO4,,
6459,6460,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,,Inactive,,,,,,,382.53,C22H26N2O2S,,
6460,6461,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,,Inactive,,,,,,,267.24,C10H13N5O4,,
6461,6462,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O,,Inactive,,,,,,,251.05,C14H10BNO3,,
6462,6463,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl,,Inactive,,,,,,,282.77,C14H19ClN2O2,,
6463,6464,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F,,Inactive,,,,,,,377.37,C19H18F3N3O2,,
6464,6465,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F,,Inactive,,,,,,,404.35,C19H15F3N4O3,,
6465,6466,C([C@@H](C(=O)O)N)C(=O)O,,Inactive,,,,,,,133.1,C4H7NO4,,
6466,6467,C(=N)(N)N,,Inactive,,,,,,,59.07,CH5N3,,
6467,6468,CC1=C(N=C(C(=N1)C)C)C.Cl,,Inactive,,,,,,,172.66,C8H13ClN2,,
6468,6469,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C,,Inactive,,,,,,,412.61,C27H40O3,,
6469,6470,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,,Inactive,,,,,,,266.39,C18H22N2,,
6470,6471,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC,,Inactive,,,,,,,484.64,C28H40N2O5,,
6471,6472,CSCC1CN(C(=O)O1)/N=C/C2=CC=C(O2)[N+](=O)[O-],,Inactive,,,,,,,285.28,C10H11N3O5S,,
6472,6473,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,,Inactive,,,,,,,439.58,C21H33N3O5S,,
6473,6474,C1CC1NC2=NC(=NC(=N2)N)N,,Inactive,,,,,,,166.19,C6H10N6,,
6474,6475,CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,,Inactive,,,,,,,563.67,C30H46NO7P,,
6475,6476,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,,Inactive,,,,,,,182.17,C6H14O6,,
6476,6477,CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,,Inactive,,,,,,,433.59,C28H35NO3,,
6477,6478,CN1C=C(C2=CC=CC=C21)C(=O)[C@@H]3CCC4=C(C3)NC=N4,,Inactive,,,,,,,279.34,C17H17N3O,,
6478,6479,CC1=CC(=O)C(=CN1)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,,Inactive,,,,,,,612.65,C25H24N8O7S2,,
6479,6480,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)O,,Inactive,,,,,,,255.27,C15H13NO3,,
6480,6481,CCCCCCCCCCCCCCCC[N+](C)(C)C,,Inactive,,,,,,,284.55,C19H42N+,,
6481,6482,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,,Inactive,,,,,,,610.67,C33H34N6O6,,
6482,6483,C1C(S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=CC=CC=C3Cl,,Inactive,,,,,,,319.84,C14H10ClN3S2,,
6483,6484,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,,Active,SARS_CoV-2,Spike_cov-2,,,,,393.47,C21H19N3O3S,AID_1479145,2179.0
6484,6485,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],,Active,SARS_CoV-2,Spike_cov-2,,,,,407.99,C25H30ClN3,AID_1479145,11057.0
6485,6486,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,,Active,SARS_CoV-2,Spike_cov-2,,,,,361.4,C22H19NO4,AID_1479145,2391.0
6486,6487,CN(C)C(=S)SC(=S)N(C)C,,Active,SARS_CoV-2,Spike_cov-2,,,,,208.38,C6H12N2S3,AID_1479145,7347.0
6487,6488,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H](C7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,656.66,C32H32O13S,AID_1479145,6708778.0
6488,6489,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O.C(=O)(C(=O)[O-])O.C(=O)(C(=O)[O-])O,,Active,SARS_CoV-2,Spike_cov-2,,,,,927.02,C52H54N4O12,AID_1479145,2724411.0
6489,6490,CCCCCCCCCCCC[N+]1=CC2=CC=CC=C2C=C1.CC1=CC=C(C=C1)S(=O)(=O)[O-],,Active,SARS_CoV-2,Spike_cov-2,,,,,469.69,C28H39NO3S,AID_1479145,21517.0
6490,6491,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],,Active,SARS_CoV-2,Spike_cov-2,,,,,384.45,C21H38BrN,AID_1479145,8816.0
6491,6492,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2C[C@@H](O[C@@H]([C@@H]2O)C)OC3=CC4=CC5=C(C(=O)[C@H](C(C5)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7C[C@H]([C@@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,1085.16,C52H76O24,AID_1479145,5284610.0
6492,6493,CC[C@H]1CN2CCC3=CC(=C(C=C3C2C[C@@H]1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,,Active,SARS_CoV-2,Spike_cov-2,,,,,480.65,C29H40N2O4,AID_1479145,5702048.0
6493,6494,CC[C@H]([C@@H]1[C@H](C[C@H](C2(O1)C=C[C@H]([C@@]3(O2)CC[C@@](O3)(C)[C@H]4CC[C@@]([C@@H](O4)C)(CC)O)O)C)C)C(=O)[C@@H](C)[C@H]([C@H](C)[C@H]5[C@H](CC[C@@H](O5)C(CC)C(=O)[O-])C)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,750.0,C42H69O11-,AID_1479145,146170506.0
6494,6495,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],,Active,SARS_CoV-2,Spike_cov-2,,,,,396.1,C25H46ClN,AID_1479145,31202.0
6495,6496,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@H]6CCCCO6,,Active,SARS_CoV-2,Spike_cov-2,,,,,627.64,C32H37NO12,AID_1479145,636397.0
6496,6497,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,943.09,C47H74O19,AID_1479145,28620.0
6497,6498,C[C@@H]1[C@H](C(C[C@@H](O1)O[C@H]2C(O[C@H](CC2O)O[C@H]3C(O[C@@H](CC3O)OC4CC[C@@]5(C(C4)CCC6C5CC([C@@]7([C@]6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)OC(=O)C)O[C@@H]9C(C(C(C(O9)CO)O)O)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,985.13,C49H76O20,AID_1479145,16757786.0
6498,6499,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,,Active,SARS_CoV-2,Spike_cov-2,,,,,457.91,C23H24ClN3O5,AID_1479145,60699.0
6499,6500,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl,,Active,SARS_CoV-2,Spike_cov-2,,,,,533.96,C26H28ClNO9,AID_1479145,636362.0
6500,6501,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,,Active,SARS_CoV-2,Spike_cov-2,,,,,403.98,C21H26ClN3OS,AID_1479145,4748.0
6501,6502,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,,Active,SARS_CoV-2,Spike_cov-2,,,,,461.56,C28H29F2N3O,AID_1479145,16362.0
6502,6503,CN(C)CC/C=C/1\C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,,Active,SARS_CoV-2,Spike_cov-2,,,,,315.87,C18H18ClNS,AID_1479145,667466.0
6503,6504,C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=C/C(=O)O)\C(=O)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,459.97,C25H30ClNO5,AID_1479145,5281069.0
6504,6505,CC1=C2C(=C(C=C1)[N+](=O)[O-])[Hg]O2,,Active,SARS_CoV-2,Spike_cov-2,,,,,351.71,C7H5HgNO3,AID_1479145,16682935.0
6505,6506,C[C@]12C3CCC([C@]1(C(=O)OC2=O)C)O3,,Active,SARS_CoV-2,Spike_cov-2,,,,,196.2,C10H12O4,AID_1479145,6708701.0
6506,6507,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl,,Active,SARS_CoV-2,Spike_cov-2,,,,,466.02,C25H36ClNO5,AID_1479145,17683.0
6507,6508,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],,Active,SARS_CoV-2,Spike_cov-2,,,,,305.83,C15H16ClN3S,AID_1479145,7083.0
6508,6509,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.OS(=O)(=O)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,516.58,C26H24N6O4S,AID_1479145,9849425.0
6509,6510,C1=CC(=C2C(=C1NCCN)C(=O)C3=C(C2=O)C=NC=C3)NCCN,,Active,SARS_CoV-2,Spike_cov-2,,,,,325.37,C17H19N5O2,AID_1479145,134019.0
6510,6511,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@H](C(=O)N)N)C(=O)N[C@@H](C(C2=CN=CN2)O[C@@H]3[C@@H]([C@@H]([C@H]([C@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@@H](C)[C@@H]([C@@H](C)C(=O)N[C@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,1415.58,C55H84N17O21S3+,AID_1479145,46930982.0
6511,6512,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,285.69,C10H12ClN5O3,AID_1479145,1546.0
6512,6513,CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,,Active,SARS_CoV-2,Spike_cov-2,,,,,485.95,C24H25ClFN5O3,AID_1479145,22225683.0
6513,6514,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,543.52,C27H29NO11,AID_1479145,41867.0
6514,6515,CCN(CC)CCSCC(=O)O[C@@H]1C[C@@]([C@H]([C@@H]([C@@]23CC[C@H]([C@@]1([C@@H]2C(=O)CC3)C)C)C)O)(C)C=C,,Active,SARS_CoV-2,Spike_cov-2,,,,,493.75,C28H47NO4S,AID_1479145,656958.0
6515,6516,CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(CC2=CC=CC=[N+]2CC)C(=O)C3=CC=CC=C3OC)OC.[Cl-],,Active,SARS_CoV-2,Spike_cov-2,,,,,861.56,C46H73ClN4O9,AID_1479145,130990.0
6516,6517,CCOC(=O)CN1C=CC=C1C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC,,Active,SARS_CoV-2,Spike_cov-2,,,,,448.54,C25H24N2O4S,AID_1479145,65870.0
6517,6518,CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,606.1,C28H32ClN3O8S,AID_1479145,5281032.0
6518,6519,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24.Cl,,Active,SARS_CoV-2,Spike_cov-2,,,,,345.94,C20H24ClNS,AID_1479145,64722.0
6519,6520,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,,Active,SARS_CoV-2,Spike_cov-2,,,,,510.06,C28H28ClNO4S,AID_1479145,54900.0
6520,6521,C1C(CC2=CC=CC=C2C1C3=C(SC4=CC=CC=C4C3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br,,Active,SARS_CoV-2,Spike_cov-2,,,,,539.49,C31H23BrO2S,AID_1479145,91771.0
6521,6522,CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,340.51,C23H32O2,AID_1479145,6607.0
6522,6523,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=CC(=N3)OC,,Active,SARS_CoV-2,Spike_cov-2,,,,,346.41,C16H18N4O3S,AID_1479145,636411.0
6523,6524,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,,Active,SARS_CoV-2,Spike_cov-2,,,,,393.57,C23H39NO4,AID_1479145,5284439.0
6524,6525,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,,Active,SARS_CoV-2,Spike_cov-2,,,,,314.86,C19H23ClN2,AID_1479145,2801.0
6525,6526,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,,Active,SARS_CoV-2,Spike_cov-2,,,,,317.22,C12H10F3N3O4,AID_1479145,4493.0
6526,6527,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42,,Active,SARS_CoV-2,Spike_cov-2,,,,,339.51,C20H25N3S,AID_1479145,4744.0
6527,6528,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,,Active,SARS_CoV-2,PLpro_cov-2,1.61,,,,304.39,C20H20N2O,AID_1805527,24941262.0
