,Unnamed: 0,IDcmpd,ID_zinc,ID_chemspider,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,hydrophobicity_index,active_moeity,other_activities,active_or_inactive,refs,AUC_0t,AUC_tinf,Rareas,Kd,Ke,Kd_hld,Ke_hlt,MRT,Vd,Cl,Tmax,Cpmax,pk_method,PPD,PPD_method,internal_standard,effect_types,animal_models,animal_weights,administration_routes,Dose,ID_test_type,taxid_path,strains,active_inactivec,IC50micromol,IC50microgML,MEC,IC90,MIC,IC_totallysis,IC_pourc,pourcentage,ICpourc_positive,pourcentage_positive,EC50,LD50,ED50,GI50,survival_index,IC_surv,cell_type,host_cell,animal_model,nbr_animal,animal_weight,age,experimental_model,dose,administration_route,treatment_periode,evaluation_method,studied_parameters,positive_control,selectivity_index,IC50_positive,IC90_positivec,LD50_positive,EC50_positive,ED50_positive,negative_control,IC50_negative,leishmanicide_activitie,cytotoxicity_degree,result,positive_result,effect_type
1247,1258,1084,,153246,[H][C@]46Cc1ccc(OC)c(c1)Oc2ccc(cc2)C[C@]7([H])c3c(cc(O)c(OC)c3Oc5cc4c(cc5OC)CCN6C)CCN7C ,"(1alpha,1'alpha)-6',7,12'-Trimethoxy-2,2'-dimethyloxyacanthan-6-ol","gyrocarpine
",C37H40N2O6,608.735,Gyrocarpus americanus (Hernandiaceae),natural,alkaloid,Bisbenzylisoquinolinic,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,MHOM/IN/83/HS 70,,,,,,,,,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,1259,1085,,90605,COc1ccc3cc1Oc2ccc(cc2)CC7c6cc(Oc5c(O)c(OC)cc4CCN(C)C(C3)c45)c(OC)cc6CCN7C ,"6,6',12-Trimethoxy-2,2'-dimethylberbaman-7-ol","limacine
",C37H40N2O6,608.7350000000001,Caryomene olivasans (Menispermaceae),natural,alkaloid,Benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,MHOM/GF/84 CAY H142,,,,,,,,,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,1260,1085,,90605,COc1ccc3cc1Oc2ccc(cc2)CC7c6cc(Oc5c(O)c(OC)cc4CCN(C)C(C3)c45)c(OC)cc6CCN7C ,"6,6',12-Trimethoxy-2,2'-dimethylberbaman-7-ol","limacine
",C37H40N2O6,608.7350000000001,Caryomene olivasans (Menispermaceae),natural,alkaloid,Benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,MHOM/BR/75/M 2903,,,,,,,,,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,1261,1085,,90605,COc1ccc3cc1Oc2ccc(cc2)CC7c6cc(Oc5c(O)c(OC)cc4CCN(C)C(C3)c45)c(OC)cc6CCN7C ,"6,6',12-Trimethoxy-2,2'-dimethylberbaman-7-ol","limacine
",C37H40N2O6,608.7350000000001,Caryomene olivasans (Menispermaceae),natural,alkaloid,Benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,MHOM/IN/83/HS 70,,,,,,,,,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,1262,1086,,,[H][C@]46Cc1ccc(cc1)Oc2cc(ccc2OC)C[C@]7([H])c3c(cc(OC)c(OC)c3Oc5cc4c(cc5OC)CCN6C)CCN7C,,isotetradrin,C38H42N2O6,622.762,Limaciopsis loangensis (Menispermaceae),natural,alkaloid,bis-benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Invivo,lamaz,,,,,,,,,,,,,,,,,,,,,BALB/c mice,,,,,100 mg/kg/day,,,,,,,,,,,,,,,,,,
1252,1263,1087,,,COc5cc7CCN=C6Cc1ccc(cc1)Oc2cc(ccc2O)CC3=NCCc4cc(OC)c(cc34)Oc(c5O)c67,,puertogaline A,C34H30N2O6,562.6220000000004,Guatteria boliviana (Annonaceae),natural,alkaloid,benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,177.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,1264,1087,,,COc5cc7CCN=C6Cc1ccc(cc1)Oc2cc(ccc2O)CC3=NCCc4cc(OC)c(cc34)Oc(c5O)c67,,puertogaline A,C34H30N2O6,562.6220000000004,Guatteria boliviana (Annonaceae),natural,alkaloid,benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,,,177.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,1265,1087,,,COc5cc7CCN=C6Cc1ccc(cc1)Oc2cc(ccc2O)CC3=NCCc4cc(OC)c(cc34)Oc(c5O)c67,,puertogaline A,C34H30N2O6,562.6220000000004,Guatteria boliviana (Annonaceae),natural,alkaloid,benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,177.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,1266,1088,,,COc3cc5CCN=C4Cc1ccc(O)c(c1)Oc2ccc(cc2)CC6=NCCc7cc(OC)c(OC)c(Oc3cc45)c67,,puertogaline B,C35H32N2O6,576.6490000000003,Guatteria boliviana (Annonaceae),natural,alkaloid,benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,173.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,1267,1088,,,COc3cc5CCN=C4Cc1ccc(O)c(c1)Oc2ccc(cc2)CC6=NCCc7cc(OC)c(OC)c(Oc3cc45)c67,,puertogaline B,C35H32N2O6,576.6490000000003,Guatteria boliviana (Annonaceae),natural,alkaloid,benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,,,173.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,1268,1088,,,COc3cc5CCN=C4Cc1ccc(O)c(c1)Oc2ccc(cc2)CC6=NCCc7cc(OC)c(OC)c(Oc3cc45)c67,,puertogaline B,C35H32N2O6,576.6490000000003,Guatteria boliviana (Annonaceae),natural,alkaloid,benzylisoquinoline,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,173.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,1269,1089,,8843941,C[C@H]5CCC[C@](C)(C(C)[C@H]3CCC4C2CC=C1C[C@@H](N)CC[C@]1(C)C2CC[C@]34C)NC5 ,"(3beta,17beta)-17-{(1S)-1-[(2R,5S)-5-Methyl-2-piperidinyl]ethyl}androst-5-en-3-amine",Sarachine,C27H46N2,426.7330000000003,Saracha punctata (Solanaceae),natural,alkaloid,steroidal alkaloid,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,24.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,1270,1089,,8843941,C[C@H]5CCC[C@](C)(C(C)[C@H]3CCC4C2CC=C1C[C@@H](N)CC[C@]1(C)C2CC[C@]34C)NC5 ,"(3beta,17beta)-17-{(1S)-1-[(2R,5S)-5-Methyl-2-piperidinyl]ethyl}androst-5-en-3-amine",Sarachine,C27H46N2,426.7330000000003,Saracha punctata (Solanaceae),natural,alkaloid,steroidal alkaloid,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,,,24.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,1271,1089,,8843941,C[C@H]5CCC[C@](C)(C(C)[C@H]3CCC4C2CC=C1C[C@@H](N)CC[C@]1(C)C2CC[C@]34C)NC5 ,"(3beta,17beta)-17-{(1S)-1-[(2R,5S)-5-Methyl-2-piperidinyl]ethyl}androst-5-en-3-amine",Sarachine,C27H46N2,426.7330000000003,Saracha punctata (Solanaceae),natural,alkaloid,steroidal alkaloid,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,24.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,1272,1090,,10282396,[H][C@@]1(C)CC[C@H](C(C)=O)[C@@]1(CC)CC[C@@]3([H])CCC=C2CC(N)CCC23C ,(3alpha)-3-Aminopregn-5-en-20-one,holamine,C21H33NO,345.57100000000014,Holarrhena curtisii (Apocynaceae),natural,alkaloid,steroidal alkaloid,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,4.94 > IC 50 > 1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,1273,1091,,,[H][C@@]1(C)[C@@H](O)C[C@H](C(C)=O)[C@@]1(CC)CC[C@@]3([H])CCC=C2CC(N)CCC23C,,15-alpha-hydroxyholamine,C23H39NO2,361.57000000000016,Holarrhena curtisii (Apocynaceae),natural,alkaloid,steroidal alkaloid,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,18.85 > IC 50 > 3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,1274,1092,,8566370,[H][C@@]35CCC1[C@]([H])(CC[C@]2(C)[C@@]([H])(C(C)=O)CC[C@@]12O)C3(C)CC[C@H](OC4CC(OC)C(NC)C(C)O4)C5,"(3beta,5alpha,14beta)-14-Hydroxy-20-oxopregnan-3-yl 2,4,6-trideoxy-3-O-methyl-4-(methylamino)-beta-D-ribo-hexopyranoside",holacurtine,C29H49NO5,491.7130000000003,Holarrhena curtisii (Apocynaceae),natural,alkaloid,steroidal alkaloid,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,18.85 > IC 50 > 3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,1275,1093,,,[H][C@@]35CCC1[C@]([H])(CC[C@]2(C)[C@@]([H])(C(C)=O)CC[C@@]12O)C3(C)CC[C@H](OC4CC(OC)C(N)C(C)O4)C5 ,,N-desmethylholacurtine,C28H47NO5,477.6860000000003,Holarrhena curtisii (Apocynaceae),natural,alkaloid,steroidal alkaloid,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,18.85 > IC 50 > 3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,1276,1094,,23326739,[H][C@]3(CC)CN2CCc1cc(OC)c(OC)cc1[C@]2([H])CC3CC5NCCc4cc(OC)c(OC)cc45,"(1'beta)-7',10,11-Trimethoxyemetan-6'-ol",isocephaeline,C28H38N2O4,480.64900000000034,Psychotria klugii (Rubiaceae),natural,alkaloid,benzoquinolizidine alkaloid,,,,,"10.1021/np030086k;10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine/amphotericin B,,0.7/0.17 microgML,,,,,,,,,,,
1266,1277,1095,,9802,[H][C@]3(CC)CN2CCc1cc(OC)c(OC)cc1[C@]2([H])CC3CC5NCCc4cc(O)c(OC)cc45,"6',7',10,11-Tetramethoxyemetan",emetine,C29H40N2O4,466.6220000000003,Psychotria klugii (Rubiaceae),natural,alkaloid,benzoquinolizidine alkaloid,,,,,"10.1021/np030086k ;10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine/amphotericin B,,0.7/0.17 microgML,,,,,,,,,,,
1267,1278,1096,18847046.0,4444445,COc1ccc2c(c1)[nH]c3c(C)nccc23,7-Methoxy-1-methyl-9H-beta-carboline,harmine,C13H12N2O,212.252,Peganum harmala (Nitrariaceae),natural,alkaloid,Pyrimidine-beta-carboline alkaloid,,,,,"10.1016/j.exppara.2004.04.002;10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,linf,MHOM/FR/78/LEM75,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.036 micromol,,,,,,,,,,,
1268,1279,1096,18847046.0,4444445,COc1ccc2c(c1)[nH]c3c(C)nccc23,7-Methoxy-1-methyl-9H-beta-carboline,harmine,C13H12N2O,212.252,Peganum harmala (Nitrariaceae),natural,alkaloid,Pyrimidine-beta-carboline alkaloid,,,,,"10.1016/j.exppara.2004.04.002;10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,linf,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.023 micromol,,,,,solvent (DMSO),,,,,,
1269,1280,1097,4716567.0,425346,CCc5c(OC)ccc4c3ccc2cc1OCOc1cc2c3N(C)Cc45 ,"1,2-Dimethoxy-12-methyl-12,13-dihydro[1,3]benzodioxolo[5,6-c]phenanthridine","dihydrochelerythrine
",C21H19NO4,347.4140000000001,stem bark of Garcinia lucida (Clusiaceae),natural,alkaloid,"benzo[c]phenanthridine alkaloid 
",,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Axenic,ldono,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,1281,1098,900902.0,,CCc5c(OC)ccc4c3ccc2cc1OCOc1cc2c3N(C)C(CC(C)=O)c45,,6-acetonyldihydrochelerythrine,C24H23NO5,403.4780000000002,stem bark of Garcinia lucida (Clusiaceae),natural,alkaloid,"benzo[c]phenanthridine alkaloid 
",,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Axenic,ldono,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,1282,1100,,,[H][C@]13CCCCCCC[C@@]5(C)CCCN4CC[C@]([H])(CCCCCC[C@]2([H])CCCN(CC1)C2O3)O[C@]45[H] ,,Araguspongin C,C30H54N2O2,474.77400000000046,a marine sponge Haliclona exigua,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;PMID 17294216 ,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,"214,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,1283,1100,,,[H][C@]13CCCCCCC[C@@]5(C)CCCN4CC[C@]([H])(CCCCCC[C@]2([H])CCCN(CC1)C2O3)O[C@]45[H] ,,Araguspongin C,C30H54N2O2,474.77400000000046,a marine sponge Haliclona exigua,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;PMID 17294216 ,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,214.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,1284,1103,,23314433,C=CCCCCCCCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NC2CCCNC2=O ,N-Methyl-N-[(2S)-1-oxo-1-{[(3S)-2-oxo-3-piperidinyl]amino}-3-phenyl-2-propanyl]-9-decenamide,ciliatamide C,C25H37N3O3,427.5890000000002,Aaptos ciliate,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/np8000317,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,1285,1104,,24671778,C(=O)CCCCC[C@@H](C)C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)N(C)[C@@H](C)C(=O)N(C)C(Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,N-Methyl-N-[(2R)-2-methyl-7-oxooctanoyl]-L-valyl-N-methyl-L-valyl-L-valyl-N-methyl-L-alanyl-Nalpha-methyl-L-phenylalaninamide,almiramide A,C40H66N6O7,743.003,cyanobacterium Lyngbya majuscule,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/jm100265s,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,1286,1105,,24671779,C#CCCCCC[C@@H](C)C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)N(C)[C@@H](C)C(=O)N(C)C(Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,N-Methyl-N-[(2R)-2-methyl-7-octynoyl]-L-valyl-N-methyl-L-valyl-L-valyl-N-methyl-L-alanyl-Nalpha-methyl-L-phenylalaninamide,"almiramide B
",C40H64N6O6,739.0150000000001,cyanobacterium Lyngbya majuscule,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/jm100265s,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,,,,,2.4 micromol,,,,,,,,,,,,,,,,,,amphotericin B,,,,,0.08 microgML,,,,,,,,
1276,1287,1105,,24671779,C#CCCCCC[C@@H](C)C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)N(C)[C@@H](C)C(=O)N(C)C(Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,N-Methyl-N-[(2R)-2-methyl-7-octynoyl]-L-valyl-N-methyl-L-valyl-L-valyl-N-methyl-L-alanyl-Nalpha-methyl-L-phenylalaninamide,"almiramide B
",C40H64N6O6,739.0150000000001,cyanobacterium Lyngbya majuscule,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/jm100265s,,,,,,,,,,0.000,,,,,,,,,,,,Hostcell,ldono,,,,,,,,,,,,,52.3 micromol,,,,,,green monkey Vero kidney cells,,,,,,,,,,"3-[4,5- dimethylthiazol-2-yl]-2,5-diphenyltetrazolium bromide 
(MTT) cell proliferation assay",,,,,,,,,,,,weak cytotoxicity,,,
1277,1288,1106,,24671379,C=CCCCCC[C@@H](C)C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)N(C)[C@@H](C)C(=O)N(C)C(Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,N-Methyl-N-[(2R)-2-methyl-7-octenoyl]-L-valyl-N-methyl-L-valyl-L-valyl-N-methyl-L-alanyl-Nalpha-methyl-L-phenylalaninamide,almiramide C,C40H66N6O6,741.0310000000001,cyanobacterium Lyngbya majuscule,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/jm100265s,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,,,,,1.9 micromol,,,,,,,,,,,,,,,,,,amphotericin B,,,,,0.08 microgML,,,,,,,,
1278,1289,1106,,24671379,C=CCCCCC[C@@H](C)C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N[C@@H](C(=O)N(C)[C@@H](C)C(=O)N(C)C(Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,N-Methyl-N-[(2R)-2-methyl-7-octenoyl]-L-valyl-N-methyl-L-valyl-L-valyl-N-methyl-L-alanyl-Nalpha-methyl-L-phenylalaninamide,almiramide C,C40H66N6O6,741.0310000000001,cyanobacterium Lyngbya majuscule,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/jm100265s,,,,,,,,,,0.000,,,,,,,,,,,,Hostcell,ldono,,,,,,,,,,,,,33.1 micromol,,,,,,green monkey Vero kidney cells,,,,,,,,,,"3-[4,5- dimethylthiazol-2-yl]-2,5-diphenyltetrazolium bromide 
(MTT) cell proliferation assay",,,,,,,,,,,,weak cytotoxicity,,,
1279,1290,1107,28650760.0,9846633,C#CCCCCC(C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,N-Methyl-N-[(2S)-2-methyl-7-octynoyl]-L-valyl-N-methyl-L-valyl-N-methyl-L-valyl-Nalpha-methyl-L-phenylalaninamide,Dragonamide A,C37H59N5O5,653.9090000000001,cyanobacterium Lyngbya majuscule,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/np,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,1291,1108,,24683055,C#CCC/C=C/C(C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](Cc1ccccc1)C(N)=O)C(C)C)C(C)C)C(C)C ,N-Methyl-N-[(2E)-2-methyl-2-octen-7-ynoyl]-L-valyl-N-methyl-L-valyl-N-methyl-L-valyl-Nalpha-methyl-L-phenylalaninamide,Dragonamide E,C37H57N5O5,651.8930000000001,cyanobacterium Lyngbya majuscule,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/np900622m,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,1292,1109,,,C/C(=C\C=C\C[C@@H](C)C(Cl)(Cl)Cl)C(=O)N[C@H](c1nccs1)C(C)C,,herbamide B,C17H23Cl3N2OS,409.81000000000006,cyanobacterium Lyngbya majuscule,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048;10.1021/np900622m,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,1293,1111,14827948.0,23280565,Cc1oc4nc1C(=O)N[C@H](C)c2nc(cs2)C(=O)N[C@H](C(C)C)c3nc(cs3)C(=O)N[C@@H]4C,"(4R,11R,18R)-18-Isopropyl-4,7,11-trimethyl-6-oxa-13,20-dithia-3,10,17,22,23,24-hexaazatetracyclo[17.2.1.1~5,8~.1~12,15~]tetracosa-1(21),5(24),7,12(23),14,19(22)-hexaene-2,9,16-trione",Venturamide A,C21H24N6O4S2,488.5950000000002,cyanobacterium Oscillatoria species,natural,alkaloid,,,,,,"10.1016/j.bmc.2013.11.048


",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,,,,,>19 micromol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,1294,1112,14827956.0,17214458,Cc1oc4nc1C(=O)NC(C(C)O)c2nc(cs2)C(=O)N[C@H](C(C)C)c3nc(cs3)C(=O)N[C@@H]4C ,"(4R,11R,18R)-11-[(1R)-1-Hydroxyethyl]-18-isopropyl-4,7-dimethyl-6-oxa-13,20-dithia-3,10,17,22,23,24-hexaazatetracyclo[17.2.1.1~5,8~.1~12,15~]tetracosa-1(21),5(24),7,12(23),14,19(22)-hexaene-2,9,16-tri one",Venturamide B,C22H26N6O5S2,518.6210000000002,cyanobacterium Oscillatoria species,natural,alkaloid,,,,,,10.1016/j.bmc.2013.11.048,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,,,,,>19 micromol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,1295,1113,,21493802,C[C@H]1C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,"(3R,6R,9S,12S,15R,18R,21S,24S,27R,30R,33S,36S)-3,6,9,15,18,21,27,30,33-Nonaisopropyl-12,24,36-trimethyl-1,7,13,19,25,31-hexaoxa-4,10,16,22,28,34-hexaazacyclohexatriacontane-2,5,8,11,14,17,20,23,26,29, 32,35-dodecone",Valinomycin,C54H90N6O18,1111.3379999999993,Streptomyces strains,natural,alkaloid,,,,,,"10.1016/j.bmc.2013.11.048;10.3390/md8020373

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,,,,,,,,,,,<0.11 micromol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,1296,1115,,,[H][C@@]24C(C(=O)OC)=CO[C@@H](OC1OC(CO)C(O)C(O)C1O)[C@]2([H])[C@@H](C)[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@H]4O,,arbortristoside B,C26H32O15,568.5280000000004,Nyctanthes arbortristis (Oleaceae),natural,iridoid,,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,,,,,,60 microgML,47.34,100 microgML,100,,,,,,,,,,,,,,,,,,,Sodium stibogluconate,,,,,,,,,,,,,
1286,1297,1116,8234351.0,4445112,"CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
","2-(3,4-Dihydroxyphenyl)ethyl 3-O-(6-deoxy-alpha-L-mannopyranosyl)-4-O-[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]-beta-D-glucopyranoside",Verbascoside,C29H36O15,624.587,"S. cayennensis,Buddleja davidii, Phlomis brunneogaleata and olive oil mill wastewater",natural,phenylethanoid glycoside,,,,antimicrobial and anti-inflammatory ,,10.1021/acs.jnatprod.5b00875,,,,,,,,,,,,,,,,,,,,,,Extracellular,lamaz,MHOM/BR/1973/M2269,,,,,,,,,,,,19 micromol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,1298,1118,96023873.0,,c1ccc(cc1)/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,,picroside I,C24H28O11,492.4770000000002,Picrorhiza kurroa,naturam,iridoid,,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Invivo,ldono,,,,,,,,,,,,,,,,,,,,,male Golden hamsters,,50—55 g,,,,,,,,,,,,,,,,,,,"exhibits a high degree of protection against the
infection of promastigotes of L. donovani in hamsters",,
1288,1299,1119,,,"[H]C12C=CO[C@@H](OC3OC(O)C(O)C(O)C3O)[C@]1([H])[C@]1(OCc3ccc(O)c(OC)c3)O[C@@H]1[C@H]2O

",,"kutkoside 
",C21H26O12,470.42700000000025,Picrorhiza kurroa,natural,iridoid,,,,,,"10.1016/j.bmc.2013.11.048

",,,,,,,,,,0.000,,,,,,,,,,,,Invivo,ldono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"exhibits a high degree of protection against the
infection of promastigotes of L. donovani in hamsters",,
