CompoundID,SMILES,Common name,Biological Activity,Pathogen,IC50(µM/ml) ,IC50(µg/ml),% Inhibition ,Weight,Origin,Formula,Nature,Family,Subfamily,ID_ref,References,References_
2069,CC(C)(C)C(=O)/C=C/1\NC(=O)/C(=C\C2=CC=C(C=C2)F)/S1,,Inactive,Leishmania,,,-3.58837,,,,,,,6388825,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2070,CC(C)CCC(C)N=CC1=C(N(C(=O)C2=CC=CC=C21)CC3=CC=CC=C3)O,,Inactive,Leishmania,,,-2.39043,,,,,,,4831611,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2071,C1=CC=C(C=C1)NC2=CC=CC=C2N,,Inactive,Leishmania,,,-16.1877,,,,,,,68297,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2072,CC1=CC=CC=C1N2C(=NN=N2)SC3=NN=NN3C4=CC=CC=C4,,Inactive,Leishmania,,,19.3198,,,,,,,4885033,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2073,CC1=CC=C(O1)/C(=N/NC(=O)C2=CNC3=CC=CC=C32)/C,,Inactive,Leishmania,,,-0.101936,,,,,,,6949113,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2074,CCOC(=O)N1CCN(CC1)C(C2=CN=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,,Inactive,Leishmania,,,-7.09662,,,,,,,4403355,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2075,CC1=CC=C(C=C1)C2=CSC(=S)N2CC(=O)OCC(=O)NC(C)C(C)C,,Inactive,Leishmania,,,-19.0701,,,,,,,5025384,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2076,CC1=C(C(=CC(=C1C)Br)C(=O)N2CCCCCC2)C,,Inactive,Leishmania,,,-3.85043,,,,,,,802559,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2077,COC1=CC=C(C=C1)CSC2=NN=NN2C3=CC=CC=C3,,Inactive,Leishmania,,,-21.8323,,,,,,,773480,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2078,CC1=C(C=C(C=C1)OC2=CC=C(C=C2)C3=NC(=NC(=N3)N)N)C,,Inactive,Leishmania,,,-14.7733,,,,,,,2047338,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2079,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](C(C)C)C(=O)OCN2C(=O)C3=CC=CC=C3N=N2,,Inactive,Leishmania,,,-8.32076,,,,,,,2552237,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2080,CC(C)CC1=CC=C(C=C1)C(C)NC2=NCCC2,,Inactive,Leishmania,,,-3.83145,,,,,,,4266997,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2081,CC1=C(N2C=CC=CC2=N1)P(=S)(N3CCCCC3)N4CCCCC4,,Inactive,Leishmania,,,-20.0599,,,,,,,4435931,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2082,CCCCN1C2=C(C=C(C=C2)S(=O)(=O)N3CCCCC3)NC1=S,,Inactive,Leishmania,,,9.62524,,,,,,,3527584,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2083,CCOC(=O)C1=C(NC(=C1C)C(=O)C(CC2=CC=CC=C2)N(C)C)C.Cl,,Inactive,Leishmania,,,-8.43611,,,,,,,11834424,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2084,CC1CC2=CC=CC=C2N1C(=O)CSC3=NN=C(N3CCC4=CC=CC=C4)CC5=CC=CC=C5,,Inactive,Leishmania,,,3.64215,,,,,,,3181020,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2085,CCC1=CC=C(C=C1)/C=C/2\CN(CC3=C(C4=CC=CC=C4N=C23)C(=O)O)CC,,Inactive,Leishmania,,,-18.7133,,,,,,,6520797,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2086,C1=CC=C(C=C1)NP(=O)(NC2=CC=CC=C2)OC3=CC=C(C=C3)Cl,,Inactive,Leishmania,,,-5.20532,,,,,,,4362004,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2087,CC1=C(C(=NN1C)C)/C=N/N=C/2\CCC3C2(CCC4C3CCC5=C4C=CC(=C5)O)C,,Inactive,Leishmania,,,2.32276,,,,,,,9650676,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2088,CC(C)N1C(=O)CC2(C1=O)CC[N+](CC2)(C)CCOC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[I-],,Inactive,Leishmania,,,-3.14498,,,,,,,11948755,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2089,CC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)SC3=CC=C(C=C3)O,,Inactive,Leishmania,,,1.43117,,,,,,,849264,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2090,CN(C)CC1=CC=CC=C1C2(C3=CC=CC=C3CSC4=CC=CC=C42)O.Cl,,Inactive,Leishmania,,,-1.44749,,,,,,,11948762,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2091,CCOC(=O)COC1=C(C=C(C=C1)/C=C/2\C(=O)N(C(=NC3=CC=CC=C3)S2)CC4=CN=CC=C4)OC,,Inactive,Leishmania,,,-8.0768,,,,,,,9541048,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2092,C1=CC=C(C=C1)P(=O)(CCCCCCCCCP(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,,Inactive,Leishmania,,,-5.11674,,,,,,,3340390,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2093,CC1=CC2=CC(=C(N2C=C1)C=S)C(C)(C)C,,Inactive,Leishmania,,,-11.7227,,,,,,,902104,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2094,CC1=CN2C(=CC(=C2C=S)C(C)(C)C)C=C1,,Inactive,Leishmania,,,4.8485,,,,,,,902097,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2095,C/C(=C\C1=CC=CO1)/C=N/NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=NC=C4,,Inactive,Leishmania,,,19.1602,,,,,,,9617636,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2096,C1=CC=C(C=C1)C(=O)C2=NN(C=C2C(=O)C3=CC(=CC=C3)Br)C4=CC=CC=C4,,Inactive,Leishmania,,,6.60097,,,,,,,1214673,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2097,C1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)Cl)CC3=CC=C(O3)/C=N\NC(=O)C(=O)NC4=CC=C(C=C4)F,,Inactive,Leishmania,,,42.6683,,,,,,,5583312,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2098,CCCNC(=O)C1=CC2=C(C=C1)NC(C3C2C4CCC3C4)C5=CC=CC=C5,,Inactive,Leishmania,,,3.20624,,,,,,,3979675,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2099,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3S2,,Inactive,Leishmania,,,-4.56846,,,,,,,164981,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2100,CC1=CC(=CC=C1)N/N=C(/C(=O)C)\N2CCOCC2.Cl,,Inactive,Leishmania,,,-7.63539,,,,,,,56642821,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2101,C1CCC(CC1)CNCCC2=CCCCC2.Cl,,Inactive,Leishmania,,,47.1265,,,,,,,11948824,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2102,CC1=C(C=C(C=C1)[N+](=O)[O-])C2=CC=C(O2)/C=N/NC(=O)C3=CC4=C(O3)C=CC5=CC=CC=C54,,Inactive,Leishmania,,,14.6849,,,,,,,6876252,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2103,CC1=CC=C(C=C1)C(C[N+](=O)[O-])N2C(=CC(=N2)C)C,,Inactive,Leishmania,,,35.7681,,,,,,,4173461,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2104,CC1=C(C(=CC=C1)C)N2C(=NN=N2)C3(CCCCC3)NC4=CC=CC=C4,,Inactive,Leishmania,,,-11.195,,,,,,,2829506,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2105,CC1=NC2=CC=CC3=C2C(=CC=C3)N1,,Inactive,Leishmania,,,-8.75558,,,,,,,750290,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2106,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)NC2=CC=C(C=C2)Cl)C,,Inactive,Leishmania,,,-10.6003,,,,,,,989653,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2107,C1CC2=CC=CC=C2C(=O)C3(C1)C(CN=N3)C4=CC=CC5=CC=CC=C54,,Inactive,Leishmania,,,6.94553,,,,,,,4456916,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2108,CN(C)C1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)N2)CC3=CC=CC=C3,,Inactive,Leishmania,,,-11.8013,,,,,,,1803281,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2109,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)OC(=O)C)Br)C3=CC=C(C=C3)C)CSC(=N)N.Br,,Inactive,Leishmania,,,-7.49355,,,,,,,11948870,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2110,CC(C)(C)C1=CC=C(C=C1)OCCNC(=O)C2=NC=NN2,,Inactive,Leishmania,,,-7.09314,,,,,,,586912,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2111,CCOC1(C(C(C1(OCC)OCC)(C#N)C#N)C2=CC=C(C=C2)Cl)OCC,,Inactive,Leishmania,,,-3.20508,,,,,,,4460283,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2112,CC(C)(C)C1=C(N2C=CC=CC2=C1)C=S,,Inactive,Leishmania,,,-2.86391,,,,,,,1214540,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2113,COC1=CC=CC(=C1O)/C=N/NC(=O)C2=CC=C(C=C2)C3=CC=CC=C3,,Inactive,Leishmania,,,-18.3036,,,,,,,135490325,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2114,CC1=CC(=CC=C1)CSC2=CC=CC3=C2N=CC=C3,,Inactive,Leishmania,,,-9.03258,,,,,,,1240113,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2115,C1=CC(=C(C=C1NC2=NN=C(C=C2)N3C=CN=C3)Cl)Cl,,Inactive,Leishmania,,,-2.95226,,,,,,,6401469,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2116,CN1CCCN(CC1)C2C3CC4CC(C3)CC2C4,,Inactive,Leishmania,,,-12.2236,,,,,,,825709,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2117,CCOC(=O)C1=C2C3=C(CC(N2C(=O)C1(CC=C)O)(C)C)C4=CC=CC=C4C=C3,,Inactive,Leishmania,,,-18.5276,,,,,,,3450986,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2118,CCN1CC2=C(C(=C1)CC3=CC=C(C=C3)OC)OC(=C(C2C4=CC=C(C=C4)OC)C#N)N,,Inactive,Leishmania,,,-3.17023,,,,,,,3293213,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2119,COC1=CC(=C(C=C1)/C=C\2/C(=O)/C(=C/C3=C(C=C(C=C3)OC)OC)/CN(C2)CC4=CC=CC=C4)OC,,Inactive,Leishmania,,,-1.82656,,,,,,,6105143,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2120,CC1=CC=C(C=C1)C2=C(C(=NN2)N)N=NC3=CC=CC=C3C,,Inactive,Leishmania,,,-18.865,,,,,,,135505340,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2121,CCOC(=O)C1=C(C2=C(N3C(C(=C(C3=CC2=N1)C)C)C)C)C.Cl,,Inactive,Leishmania,,,-12.3177,,,,,,,11957152,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2122,CCN1C2=C(C=C(C=C2)/C(=N/O)/C)C3=CC=CC=C31,,Inactive,Leishmania,,,-14.6489,,,,,,,9668800,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2123,CC(C)C(C(=O)NC1=NC2=C(S1)C=C(C=C2)Cl)NS(=O)(=O)C3=CC=CC4=NSN=C43,,Inactive,Leishmania,,,-28.707,,,,,,,11957290,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2124,CC1(CN(N(C1=O)C(=O)C2=CC=C(C=C2)C#N)C3=CC=CC=C3)C,,Inactive,Leishmania,,,-16.4459,,,,,,,3284314,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2125,CC1=CC(=C(N1C2=CC=C(C=C2)[N+](=O)[O-])C)C(=O)C(=O)N(CC=C)CC=C,,Inactive,Leishmania,,,-6.8065,,,,,,,4221182,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2126,C1CCN2[C@@H](C1)[C@@]34C[C@@H]2C=CC3=CC(=O)O4,,Inactive,Leishmania,,,-1.58741,,,,,,,928095,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2127,C1=CC=C2C(=C1)N=C(C3=NN=C(N23)C4=C(C=CC=C4Cl)Cl)C(F)(F)F,,Inactive,Leishmania,,,-4.6069,,,,,,,3848696,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2128,CC1=CC=C(C=C1)SCC(=O)NC2=CC(=C(C=C2)N3CCN(CC3)C)F,,Inactive,Leishmania,,,2.04202,,,,,,,3551477,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2129,CCOC(=O)C1=CN=C2C=CC(=CC2=C1SC3=CC=C(C=C3)F)C,,Inactive,Leishmania,,,-17.1147,,,,,,,1479948,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2130,CC1=CC=C(C=C1)CN=C2NC3=CC=CC=C3CS2,,Inactive,Leishmania,,,17.4765,,,,,,,135441645,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2131,CC(=O)OC1=C(C2=CC=CC=C2C=C1)C(C3=CC=CC=C3Cl)NC(=O)CC4=CC=CC=C4,,Inactive,Leishmania,,,-23.015,,,,,,,3129270,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2132,COC(=O)C1=CC(=C(C=C1)SC2=NN=NN2C3=CC=CC=C3)[N+](=O)[O-],,Inactive,Leishmania,,,-1.37845,,,,,,,1042545,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2133,COC1=CC(=C(C=C1)OC)C(=O)/C=C/C2=CC=CC=C2C(F)(F)F,,Inactive,Leishmania,,,-8.83438,,,,,,,6011199,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2134,C1=CC=C(C=C1)N2C(=NN=N2)C3=CN=C(N=C3C(F)(F)F)C4=CC=NC=C4,,Inactive,Leishmania,,,11.1717,,,,,,,1046869,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2135,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C=CC(=C2)/C=N/NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])OC,,Inactive,Leishmania,,,-22.5124,,,,,,,6872864,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2136,COC1=CC=CC(=C1)COC2=CC=CC=C2C3NC4=C(C=C(C=C4)Br)C(=O)N3NC(=O)C5=CC=NC=C5,,Inactive,Leishmania,,,-20.0575,,,,,,,3495167,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2137,CCOC1(C(C(C1(OCC)OCC)(C#N)C#N)C2=CC=C(C=C2)N)OCC,,Inactive,Leishmania,,,-2.35871,,,,,,,4175200,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2138,COCC(=O)N/N=C/C1=CC=C(O1)SC2=NC3=CC=CC=C3S2,,Inactive,Leishmania,,,-8.31285,,,,,,,9564959,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2139,CC1CN=C(C2=C1C3=CC=CC=C3N2)C,,Inactive,Leishmania,,,-10.4188,,,,,,,3446959,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2140,CCN1CCN(CC1)C2=CC(=NC(=N2)C3=CC=C(C=C3)OC)SC(C)C.Cl,,Inactive,Leishmania,,,-0.0530209,,,,,,,11958505,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2141,CC1=CC2=C(C=C1C)N=C(N2)C3CCN(CC3)CC4=NN=NN4CC5=CC=CC=C5,,Inactive,Leishmania,,,-19.0009,,,,,,,1430845,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2142,CC[N+]1=C(SC2=C(C=C(C=C21)C)C)C.[I-],,Inactive,Leishmania,,,-11.0177,,,,,,,11958709,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2143,CC(C)(C)C1=NN(C2=C1C=C(C(=N2)Cl)C=O)C3=CC=CC=C3,,Inactive,Leishmania,,,6.98412,,,,,,,3231197,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2144,CCOC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=NN2)C4=CC=C(C=C4)N5CCOCC5,,Inactive,Leishmania,,,-2.25024,,,,,,,135452643,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2145,C1=CC=C(C(=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2)[N+](=O)[O-],,Inactive,Leishmania,,,-8.96116,,,,,,,256654,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2146,C1COCCOCCN(CCOCCOCCN1C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3,,Inactive,Leishmania,,,-4.36372,,,,,,,2829026,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2147,CC1(CC2(CC(C3=CC(=C(C=C3O2)O)Cl)C4=CC=CS4)NC(=S)N1)C,,Inactive,Leishmania,,,-9.75213,,,,,,,3737197,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2148,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=C(C=C3)Cl,,Inactive,Leishmania,,,-7.64878,,,,,,,4778204,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2149,COC1=CC=CC(=C1)C(=O)NC2CCN(CC2)C(=O)N3C4=CC=CC=C4SC5=CC=CC=C53,,Inactive,Leishmania,,,-2.98123,,,,,,,3218493,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2150,COC1=CC=C(C=C1)NC(=O)C2=C(C=CS2)SCC3=CC(=CC=C3)C(F)(F)F,,Inactive,Leishmania,,,-4.32528,,,,,,,1480226,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2151,CC1=CC=C(C=C1)NC(=O)O/N=C/2\CCCCC2C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],,Inactive,Leishmania,,,15.3236,,,,,,,5881611,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2152,C1=CC=C(C=C1)C2=NC(=C(N=N2)C(F)(F)F)SC3=CC=CC=C3,,Inactive,Leishmania,,,39.3697,,,,,,,6404513,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2153,CC1=CC=C(C=C1)S(=O)(=O)NNC(=O)C2CCN(CC2)CC3=CC=CC=C3,,Inactive,Leishmania,,,4.25632,,,,,,,3794344,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2154,C1=CC(=CC=C1N/C=C(\C#N)/C(=O)CCl)OC2=C(C=C(C=N2)C(F)(F)F)Cl,,Inactive,Leishmania,,,11.4281,,,,,,,1480366,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2155,CC1=C(C2=CC=CC=C2N1)/C=C/C3=CC=[N+](C=C3)C.[I-],,Inactive,Leishmania,,,-10.7123,,,,,,,11958834,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2156,CC1=CC=C(C=C1)N=C2N(CC3=CC4=C(C=C(C=C4N=C3S2)C)C)CCN5CCOCC5,,Inactive,Leishmania,,,11.6731,,,,,,,1440319,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2157,CC1=CC=C(C=C1)N/N=C/C2=C(C=C(OC2=O)C)O,,Inactive,Leishmania,,,-12.2705,,,,,,,135501742,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2158,CCCCCCCCN1C=NC2=C1C=C(C(=C2N)C)C,,Inactive,Leishmania,,,-4.47877,,,,,,,5183036,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2159,C1=CC(=CC=C1C(=O)/C=C/SC2=NC=NN2)Cl,,Inactive,Leishmania,,,29.38,,,,,,,1478923,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2160,COC1=C(C=C(C=C1)C(=O)O/N=C(/CC2=CC=C(C=C2)Cl)\N)OC,,Inactive,Leishmania,,,-3.60528,,,,,,,9567047,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2161,CN1CCCC1CCNC2C3CC4CC(C3)CC2C4,,Inactive,Leishmania,,,-17.6527,,,,,,,2845439,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2162,CCOC(=O)C1=CC(=CC=C1)NC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4.Cl,,Inactive,Leishmania,,,21.2089,,,,,,,2790335,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2163,C1=CC=C2C(=C1)N=C(C3=NN=C(N23)C(F)(F)F)SC4=CC=CC=N4,,Inactive,Leishmania,,,13.5904,,,,,,,1475985,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2164,C1=CC=C2C=C3C(=CC2=C1)C=CC=C3NC(=S)N,,Inactive,Leishmania,,,-7.25471,,,,,,,1479748,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2165,C1=CC=C(C(=C1)N=CC2=CNNC2=O)O,,Inactive,Leishmania,,,-4.35434,,,,,,,3789555,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2166,COC1=CC=C(C=C1)CN(C2CC(=O)N(C2=O)C3=CC=C(C=C3)Cl)C(=S)NC4=CC=CC=C4,,Inactive,Leishmania,,,2.42279,,,,,,,2866505,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2167,CC1=NC(=NN1C23CC4CC(C2)CC(C4)(C3)Br)[N+](=O)[O-],,Inactive,Leishmania,,,38.4709,,,,,,,2857154,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2168,C1COCCN1C\2C3=C(C=CC(=C3)[N+](=O)[O-])O/C2=C\COC4=C(C5=CC=CC=C5C=C4)Br,,Inactive,Leishmania,,,-0.585827,,,,,,,5725597,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2169,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=NC(=CS3)C4=CC(=CC=C4)[N+](=O)[O-],,Inactive,Leishmania,,,-2.25446,,,,,,,1360847,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2170,CC(C)(C)C1=CC=C(C=C1)C2=NC(=C3N2C=CC=C3)C=O,,Inactive,Leishmania,,,1.5951,,,,,,,1264456,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2171,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)OC)N(C)S(=O)(=O)C3=CC=C(C=C3)Cl,,Inactive,Leishmania,,,-14.4625,,,,,,,2975504,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2172,CN(CC1=CC=CC=C1)C(=O)CC(C2=CC=CC=C2)C3=C(C=CC(=C3)Cl)O,,Inactive,Leishmania,,,3.58988,,,,,,,2960667,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2173,COC(=O)C1=CC=CC=C1NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)COC2=CC=CC=C2,,Inactive,Leishmania,,,23.1065,,,,,,,2830593,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2174,CC1=CC(=CC=C1)NCCC(=O)C2=CC=C(C=C2)Br,,Inactive,Leishmania,,,-11.1431,,,,,,,2237425,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2175,CC(C)C(CCNCC1=CC(=C(C=C1)OC)OC)C2=CC=C(C=C2)OC(C)C,,Inactive,Leishmania,,,10.4392,,,,,,,2965343,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2176,C1=CC(=CC=C1CSC2=NC3=C(S2)C=C(C=C3)N)[N+](=O)[O-],,Inactive,Leishmania,,,11.3494,,,,,,,1363107,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2177,CS(=O)(=O)NC1=CC=CC(=C1)C2=NN(C(C2)C3=CC=CS3)S(=O)(=O)C4=CC=CC=C4,,Inactive,Leishmania,,,-8.88467,,,,,,,2979387,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2178,C1=CC=C2C(=C1)C(=CN2)/C=N/NC3=CC=C(C=C3)[N+](=O)[O-],,Inactive,Leishmania,,,-17.8668,,,,,,,135472352,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2179,C1CN(CCN1CC(COCC2COC3=CC=CC=C3O2)O)C4=CC=CC=C4F.Cl,,Inactive,Leishmania,,,-9.82785,,,,,,,11958892,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2180,C1CN(CCN1CCO)C(=S)C2=CC=C(C=C2)Br,,Inactive,Leishmania,,,-1.63812,,,,,,,888623,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2181,CC1=CC=C(C=C1)NC(=S)C2=NC3=CC=CC=C3N2,,Inactive,Leishmania,,,-4.39418,,,,,,,886174,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2182,C1=CC=C(C=C1)/C=C\C(=C\C2=NC3=CC=CC=C3OC2=O)\O,,Inactive,Leishmania,,,-4.40869,,,,,,,135460374,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2183,C1CCC(CC1)CCC(=O)O/N=C(/C2=CC=C(C=C2)[N+](=O)[O-])\N,,Inactive,Leishmania,,,1.16888,,,,,,,9587228,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2184,C1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=CS3)C4=CC=CC=C4,,Inactive,Leishmania,,,8.28973,,,,,,,767504,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2185,C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=NC(=NO3)C4=CN=CC=C4,,Inactive,Leishmania,,,-10.3935,,,,,,,3799726,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2186,CC1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)SC4=NC5=CC=CC=C5O4,,Inactive,Leishmania,,,8.88895,,,,,,,5728787,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2187,C1=CC=C2C(=C1)C(=NN=C2SC3=NC4=CC=CC=C4O3)C5=CC=C(C=C5)Cl,,Inactive,Leishmania,,,7.02382,,,,,,,1906621,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2188,CCN1C(=O)C(N(C1=S)CCCC2=CC=CC=C2)CC(=O)NC3=CC=C(C=C3)Br,,Inactive,Leishmania,,,-6.77919,,,,,,,2892638,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2189,CCCCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C(=O)N.[Br-],,Inactive,Leishmania,,,8.91845,,,,,,,11979277,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
