SMILES,Common name,IC50micromol,IC50microgML,Formula,Weight,Origin,Nature,Family,Sub family,Biological Activity,References,References_
[H][C@]4%10CC[C@@]3(C)[C@@]([H])(CC2OC1(CC[C@H](C)CO1)[C@@H](C)[C@@]23[H])[C@]4(C)CCC9CC(O[C@@H]8OC(CO[C@H]5C[C@@H](O)C(O)C(CO)O5)[C@H](O[C@@H]7OC(CO[C@@H]6OC(C)[C@H](O)C(O)C6O)[C@H](O)C(O)C7O)C(O)C8O)CC[C@@]9%10C,racemoside A,1.09 and 1.25 respectively,,C52H86O21,1047.239,Asparagus racemosus (Liliaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959531",
[H][C@]4%10CC[C@@]3(C)[C@@]([H])(CC2OC1(CC[C@H](C)CO1)[C@@H](C)[C@@]23[H])[C@]4(C)CCC9CC(O[C@@H]8OC(CO[C@H]5C[C@@H](O)C(O)C(CO)O5)[C@H](O[C@@H]7OC(CO[C@@H]6OC(C)[C@H](O)C(O)C6O)[C@H](O)C(O)C7O)C(O)C8O)CC[C@@]9%10C,racemoside A,0.16 and 0.15 respectively,,C52H86O21,1047.239,Asparagus racemosus (Liliaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959531",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,2.4,,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,1.1,,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,"7.6
",,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,"2.1
",,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,1.7,,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,1.6,,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,"1.5
",,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,65.8,,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,"3.1
",,C31H48O5,500.72,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726",
[H][C@@]23CCC1=CC(=O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H](CC(=C)CC/C=C(C)/C)CC[C@@]34[H],,1.4-14.5,,C28H42O,394.643,Mexican plant Pentalinon andrieuxii,natural,sterol,,active,"10.1016/j.bmc.2013.11.048

",
[H][C@@]23CCC1=CC(=O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H](C[C@H](C)CCC(=C)C(C)C)CC[C@@]34[H] ,,1.4-14.5,,C29H46O,410.686,Mexican plant Pentalinon andrieuxii,natural,sterol,,active,"10.1016/j.bmc.2013.11.048

",
[H][C@@]23CCC1=CC(=O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H](C[C@H](C)CCCC(C)C)CC[C@@]34[H] ,,1.4-14.5,,C27H44O,398.675,Mexican plant Pentalinon andrieuxii,natural,sterol,,active,"10.1016/j.bmc.2013.11.048

",
[H][C@@]23CC=C1C[C@@H](O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H](CC(=C)CC/C=C(C)/C)CC[C@@]34[H] ,,1.4-14.5,,C28H44O,396.659,Mexican plant Pentalinon andrieuxii,natural,sterol,,active,"10.1016/j.bmc.2013.11.048

",
[H][C@@]12CC=C(C(C)=O)[C@@]1(C)[C@H](O)C[C@@]4([H])[C@@]2([H])CCC3=CC(=O)CC[C@@]34C,"6,7-dihydroneridienone 
",0.03,,C21H28O3,328.452,Mexican plant Pentalinon andrieuxii,natural,sterol,,active,"10.1016/j.bmc.2013.11.048

",
[H][C@@]23C=CC1=CC(=O)CC[C@]1(C)[C@@]2([H])C[C@@H](O)[C@]4(C)C(C(C)=O)=CC[C@@]34[H],neridienone,1.4-14.5,,C21H26O3,326.436,Mexican plant Pentalinon andrieuxii,natural,sterol,,active,"10.1016/j.bmc.2013.11.048

",
C/C(C)=C\CC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O ,Grifolin,,,C22H32O2,328.496,Peperomia galoides,natural,Phenolic,Simple phenol,inactive,"10.1016/j.bmc.2013.11.048

",
C/C(C)=C\CC/C(C)=C/Cc1c(O)cc(C)c(C/C=C(C)/C)c1O,piperogalin,,,C22H32O2,328.496,Peperomia galoides,natural,Phenolic,Simple phenol,active,"10.1016/j.bmc.2013.11.048

",
O=c3c(O[C@@H]1O[C@H]([C@H](O)CO)[C@H](O)[C@H]1O)c(c2ccc(O)c(O)c2)oc4cc(O)cc(O)c34,isoquercitrin,,,C21H20O12,464.379,,natural,phenolics,flavonoide,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.exppara.2012.01.015",
COc3ccc([C@@H]2COc1c(ccc(O)c1C/C=C(C)\C)C2)c(OC)c3O,8-prenylmucronulatol,6.9,,C22H26O5,370.445,Smirnowia iranica,natural,phenolics,flavonoide,active,"10.1016/j.bmc.2013.11.048

",
COc4ccc([C@@H]3COc2c(ccc1OC(C)(C)C=Cc12)C3)c(OC)c4O,"glyasperin H 
",22.9,,C22H24O5,368.429,Smirnowia iranica,natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048

",
COc4ccc([C@@H]3COc1c(ccc2occc12)C3)c(OC)c4O,smiranicin,25.3,,C19H18O5,326.348,Smirnowia iranica,natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048

",
O=c2cc(c1ccc(O)c(O)c1)oc3cc(O)cc(O)c23,luteolin,12.5,,C15H10O6,286.239,Vitex negundo (Verbenaceae) and Fagopyrum esculentum (Polygonaceae),natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048

",
O=c2cc(c1ccc(O)c(O)c1)oc3cc(O)cc(O)c23,luteolin,,,C15H10O6,286.239,Vitex negundo (Verbenaceae) and Fagopyrum esculentum (Polygonaceae),natural,phenolics,flavonoid,inactive,"10.1016/j.bmc.2013.11.048

",
COc3cc(O)c2C(=O)C[C@@H](c1ccc(O)cc1)Oc2c3,"sakuranetin
",,51.89,C16H14O5,286.283,the leaves of Baccharis retusa,natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.exppara.2011.11.002

",
COc3cc(O)c2C(=O)C[C@@H](c1ccc(O)cc1)Oc2c3,"sakuranetin
",,45.12,C16H14O5,286.283,the leaves of Baccharis retusa,natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.exppara.2011.11.002

",
COc3cc(O)c2C(=O)C[C@@H](c1ccc(O)cc1)Oc2c3,"sakuranetin
",,38.41,C16H14O5,286.283,the leaves of Baccharis retusa,natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.exppara.2011.11.002

",
COc3cc(O)c2C(=O)C[C@@H](c1ccc(O)cc1)Oc2c3,"sakuranetin
",,52.6,C16H14O5,286.283,the leaves of Baccharis retusa,natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.exppara.2011.11.002

",
COc3cc(O)c2C(=O)C[C@@H](c1ccc(O)cc1)Oc2c3,"sakuranetin
",,43.66,C16H14O5,286.283,the leaves of Baccharis retusa,natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.exppara.2011.11.002

",
Oc3ccc(C2CCc1c(O)cc(O)cc1O2)cc3 ,"5,7,4' -trihydroxyflavan",,,C15H14O4,258.273,Amazonian shrub Faramea guianesis,natural,phenolics,flavonoid,inactive,"10.1016/j.bmc.2013.11.048

",
O=c5cc(c4ccc(O)c(c2c(O)cc(O)c3c(=O)cc(c1ccc(O)cc1)oc23)c4)oc6cc(O)cc(O)c56 ,amentoflavone,,,C30H18O10,538.464,the leaves of Celanodendron mexicanum,natural,phenolics,flavonoid,inactive,"10.1016/j.bmc.2013.11.048

",
COOc6ccc(c5cc(=O)c4c(O)cc(O)c(c3cc(c2cc(=O)c1c(O)cc(O)cc1o2)ccc3O)c4o5)cc6 ,podocarpusflavone A,,,C31H20O10,568.49,the leaves of Celanodendron mexicanum,natural,phenolics,flavonoid,inactive,"10.1016/j.bmc.2013.11.048

",
COOc6ccc(c5cc(=O)c4c(O)cc(O)c(c3cc(c2cc(=O)c1c(O)cc(OOC)cc1o2)ccc3O)c4o5)cc6,podocarpusflavone B,,,C32H22O10,598.516,the leaves of Celanodendron mexicanum,natural,phenolics,flavonoid,active,"10.1016/j.bmc.2013.11.048

",
O=c2c(=Cc1ccc(O)c(O)c1)oc3cc(O)ccc23 ,sulfuretin,,,C15H10O5,270.24,,natural,phenolics,aurone,inactive,"10.1016/j.bmc.2013.11.048

",
COc2cc(O)c(C(=O)/C=C/c1ccccc1)c(O)c2 ,"2',6'-dihydroxy-4'-methoxychalcone 
",1.9,,C16H14O4,270.284,Piper aduncum,natural,phenolics,chalcone,active,"10.1016/j.bmc.2013.11.048

",
COc2cc(O)c(C(=O)/C=C/c1ccccc1)c(O)c2 ,"2',6'-dihydroxy-4'-methoxychalcone 
",89,,C16H14O4,270.284,Piper aduncum,natural,phenolics,chalcone,active,"10.1016/j.bmc.2013.11.048

",
COc2cc(O)c(C(=O)CCc1ccccc1)c(O)c2 ,dihydrochalcone,99.23,,C16H16O4,272.3,Piper elongatum,natural,phenolics,chalcone,active,"10.1016/j.bmc.2013.11.048

",
COc2cc(O)c(C(=O)CCc1ccccc1)c(O)c2 ,dihydrochalcone,56.23,,C16H16O4,272.3,Piper elongatum,natural,phenolics,chalcone,active,"10.1016/j.bmc.2013.11.048

",
COc2cc(O)c(C(=O)CCc1ccccc1)c(O)c2 ,dihydrochalcone,77.92,,C16H16O4,272.3,Piper elongatum,natural,phenolics,chalcone,active,"10.1016/j.bmc.2013.11.048

",
COc2cc(O)c(C(=O)CCc1ccc(O)cc1)c(O)c2 ,dihydrochalcone,21.86,,C16H16O5,288.299,Piper elongatum,natural,phenolics,chalcone,active,"10.1016/j.bmc.2013.11.048

",
COc2cc(O)c(C(=O)CCc1ccc(O)cc1)c(O)c2 ,dihydrochalcone,13.19,,C16H16O5,288.299,Piper elongatum,natural,phenolics,chalcone,active,"10.1016/j.bmc.2013.11.048

",
CCN(CC)c2ccc1c(C)cc(=O)oc1c2,,,,C14H17NO2,231.295,C. brasiliense,natural,phenolics,"coumarin
",active,"10.1016/j.bmc.2013.11.048;
    /S0100-879X2004001200010

",
C/C(C)=C/CC/C(C)=C/COc2ccc1ccc(=O)oc1c2 ,7-geranyloxycoumarin,,,C19H22O3,298.382,Esenbeckia febrifuga (Rutaceae),natural,phenolics,coumarin,inactive,"10.1016/j.bmc.2013.11.048

",
[H][C@@]3(CC)Oc1c(c(=O)oc2cccc(C)c12)[C@]3(C)CC(=O)C4OC4(C)C ,"2-epicycloisobrachycoumarinone  
",37,,C21H24O5,356.418,Vernonia brachycalyx (Asteraceae),natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1021/np970030o",
CC[C@@]3(C)Oc1c(c(=O)oc2cccc(C)c12)[C@]3(C)CC(=O)C4OC4(C)C,cycloisobrachycoumarinone,13.4,,C22H26O5,370.445,Vernonia brachycalyx (Asteraceae),natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1021/np970030o",
C/C(C)=C/3CC[C@H](C)[C@](C)(Oc2ccc1ccc(=O)oc1c2)[C@H]3CCC(=O)O,galbanic acid,164.8,,C24H30O5,384.472,Ferula szowitsiana (Apiaceae),natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
CCCc1cc(=O)oc2c(C(=O)C(C)CC)c(O)c(C/C=C(C)\C)c(O)c12,mammea B/BB,30.1,,C22H28O5,372.461,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
CCC(C)C(=O)c2c(O)c(CCC(C)C)c(O)c3c(c1ccccc1)cc(=O)oc23 ,,0.9,,C25H28O5,408.494,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
CCC(C)C(=O)c2c(O)c(CCC(C)C)c(O)c3c(c1ccccc1)cc(=O)oc23 ,,0.6,,C25H28O5,408.494,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
CCC(C)C(=O)c2c(O)c(C/C=C(C)\C)c(O)c3c(c1ccccc1)cc(=O)oc23,"7-hydroxy-5-methoxy-8-(2-methylbutanoyl)-6-(3-methylbut-2-en-1-yl)-4 phenylcoumarin
",2.4,,C25H26O5,406.478,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
CCC(C)C(=O)c2c(O)c(C/C=C(C)\C)c(O)c3c(c1ccccc1)cc(=O)oc23,"7-hydroxy-5-methoxy-8-(2-methylbutanoyl)-6-(3-methylbut-2-en-1-yl)-4 phenylcoumarin
",34,,C25H26O5,406.478,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
CCC(C)C(=O)c2c(O)c(C/C=C(C)\C)c(O)c3c(c1ccccc1)cc(=O)oc23,"5,7-dimethoxy-8-(2-methylbutanoyl)-6-(3-methylbut-2-en-1-yl)-4-phe-
nylcoumarin",15.1,,C25H26O5,406.478,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
CCC(C)C(OC)c2c(OC)c(C/C=C(C)\C)c(OC)c3c(c1ccccc1)cc(=O)oc23,"5,7-dimethoxy-8-(1-methoxy-2-methylbutyl)-
6-(3-methylbut-2-en-1-yl)-4 phenylcoumarin",1.9,,C28H34O5,450.575,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
CCC(C)C(OC)c2c(OC)c(C/C=C(C)\C)c(OC)c3c(c1ccccc1)cc(=O)oc23,"5,7-dimethoxy-8-(1-methoxy-2-methylbutyl)-
6-(3-methylbut-2-en-1-yl)-4 phenylcoumarin",22.2,,C28H34O5,450.575,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
O=c3cc(c1ccccc1)c2c(O)cc(O)cc2o3 ,"5,7-dihydroxy-4-phenylcoumarin",60.2,,C15H10O4,254.241,,natural,phenolics,coumarin,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024",
O=C(OC3COC(=O)c1cc(O)c(O)c(O)c1c2c(O)c(O)c(O)cc2C(=O)OC3C6OC(=O)c4cc(O)c(O)c(O)c4c5c(O)c(O)c(O)c7c5C(=O)OC6OC7O)c8cc(O)c(O)c(O)c8 ,casuarinin,,,C41H28O26,952.648000000001,"Punica granatum, Casuarina, and Stachyurus species",natural,phenolics,tannins,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2001-18850",
O=C8OCC6OC(=O)c1cc(O)c(O)c(O)c1c2c(O)c(O)c(O)c3c2C(=O)OC(C5OC(=O)c4c3c(O)c(O)c(O)c4[C@H]5O)C6OC(=O)c7cc(O)c(O)c(O)c7c9c(O)c(O)c(O)cc89  ,castalagin,,,C41H26O26,934.633000000001,"n-butanol
extracts of Anogeissus leiocarpus and Terminalia avicennoides",natural,phenolics,tannins,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2001-18850",
[H][C@@]23CO[C@@H](c1cc(OC)c(O)c(OC)n1)[C@]2([H])CO[C@H]3c4cc(OC)c(O)c(OC)c4,medioresinol,,,C21H24O7,419.43,,natural,phenolics,lignans,active,"10.1016/j.bmc.2013.11.048

",
[H][C@@]23CO[C@@H](c1cc(C)c(O)c(OC)n1)[C@]2([H])CO[C@H]3c4cc(C)c(O)c(OC)c4,lirioresinol B,,,C21H25NO6,387.432,,natural,phenolics,lignans,active,"10.1016/j.bmc.2013.11.048

",
C=CC(/C=C\c1ccc(O)cc1)c2ccc(O)cc2,nyasol,,,C17H16O2,252.313,,natural,phenolics,lignans,active,"10.1016/j.bmc.2013.11.048

",
COc2cc(/C=C/C(=O)/C=C(O)/CCC1=CC(OC)C(O)C=C1)ccc2O ,curcumin,,,C21H20O6,372.417,the rhizomes of Curcuma longa,natural,phenolics,diarylheptanoid,inactive,"10.1016/j.bmc.2013.11.048
;10.1016/j.ejmech.2009.11.035",
COC2C=C(CC/C(O)=C/C(=O)/C=C/c1ccc(O)cc1)C=CC2O ,"desmethoxycurcumin 
",,,C20H18O5,342.391,the rhizomes of Curcuma longa,natural,phenolics,diarylheptanoid,inactive,"10.1016/j.bmc.2013.11.048
;10.1016/j.ejmech.2009.11.035",
O=C(/C=C/c1ccc(O)cc1)\C=C(O)\CCC2=CCC(O)C=C2,bis-desmethoxycurcumin,,,C19H16O4,312.365,the rhizomes of Curcuma longa,natural,phenolics,diarylheptanoid,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.ejmech.2009.11.035",
CCCC/C=C/CCCCCCC[C@H](O)[C@@H]2CC[C@@H](CCC[C@@H](O)[C@H](O)CCCCCCCCC[C@H](O)CC1=C[C@H](C)OC1=O)O2,senegalene,,,C39H70O7,650.982,the seeds of Annona senegalensis (Annonaceae),natural,Acetogenin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959566;10.1039/b100455g",
CCCCCCC(O)CCC[C@H](O)[C@H]3CC[C@H]([C@H]2CCC([C@H](O)CCCCCCCCCCCCC1=C[C@H](C)OC1=O)O2)O3,squamocine,,,C37H66O7,622.928000000001,the seeds of Annona senegalensis (Annonaceae),natural,Acetogenin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959566;10.1039/b100455g",
CCCCCCCCCC[C@H](O)[C@H]3CC[C@H]([C@H]2CCC([C@H](O)CCCCCCCC[C@H](O)CC1=C[C@H](C)OC1=O)O2)O3,molvizarine,,,C35H62O7,594.874,the seeds of Annona senegalensis (Annonaceae),natural,Acetogenins,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959566;10.1039/b100455g",
CCCCCCCCCC[C@H](O)[C@H]3CC[C@@H]([C@@H]2CCC([C@H](O)CCCCCCCC[C@H](C)CC1=C[C@H](C)OC1=O)O2)O3,"rolliniastatin-1 
",,,C37H66O7,592.902000000001,Rollinia emarginata (Annonaceae),natural,acetogenins,,active,"10.1016/j.bmc.2013.11.048

",
CCCCCCCCCC(O)C2CCC(C(O)CCCCC(O)CCCCCCCCCCCC(O)CC1=CC(C)OC1=O)O2,annonacin A,,,C35H64O7,638.971000000001,Annona glauca (Annonaceae),natural,acetogenins,,active,"10.1016/j.bmc.2013.11.048

",
CCCCCCCC(O)C2CCC(C(O)CCC(O)CCCCCCCCCCCCCCCC(O)CC1=CC(C)OC1=O)O2,goniothalamicin,,,C35H64O7,638.971000000001, Annona glauca (Annonaceae),natural,Acetogenins,,active,"10.1016/j.bmc.2013.11.048

",
CC(=O)OC2=CC(COC(=O)c1ccccc1)OC(=O)C=[H]2,Klaivanolide,1.75 and 3.12 respectively,,C16H14O6,,Uvaria klaineana (Annonaceae),natural,,,active,"10.1016/j.bmc.2013.11.048

",
CCCCS(=N)(=O)CCC(N)C(=O)O ,buthionine sulfoximine (BSO),,,C8H18N2O3S,222.31,,,,,inactive,"10.1016/j.bmc.2013.11.048
;PMID:10564512 ",
C=C1[C@H](C)O[C@]2(C)C1C(C)=C(C(=O)OC)[C@@H](Cl)[C@@H]2C(=O)OC,enantiomer 20S,26.7 and 45.6 respectively,,C16H21ClO5,328.792,,,"1,4-dihydropyridine",,active,"10.1016/j.bmc.2013.11.048;
10.1016/j.bmcl.2012.07.100


",
C=C1[C@@H](C)O[C@@]2(C)C1C(C)=C(C(=O)OC)[C@H](Cl)[C@H]2C(=O)OC,enantiomer 20R,79.6 and 84.3 respectively,,C16H21ClO5,328.792,,,"1,4-dihydropyridine",,active,"10.1016/j.bmc.2013.11.048;
10.1016/j.bmcl.2012.07.100


",
COc2ccc(CCN(C)CCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C)cc2OC,Verapamil,,,C27H38N2O4,454.611,,,,,inactive,"10.1016/j.bmc.2013.11.048;

",
O=c5cc(c4ccc(OCCOCCOCCOCCOc3ccc(c2cc(=O)c1c(O)cc(O)cc1o2)cc3)cc4)oc6cc(O)cc(O)c56,,,,C38H34O13,698.677,,,flavonoid,,inactive,"10.1016/j.bmc.2013.11.048

",
O=c5cc(c4ccc(OCCOCCOc3ccc(c2cc(=O)c1c(O)cc(O)cc1o2)cc3)cc4)oc6cc(O)cc(O)c56 ,synthetic flavonoid bivalent dimer,,,C34H26O11,610.571,,,flavonoid,,inactive,"10.1016/j.bmc.2013.11.048

",
COC(=O)c4cc(c2c(C(=O)OC)cc(OC)c1OCOc12)c3OCOc3c4OC,Bifendate,,,C20H18O10,418.354,,,,,inactive,"10.1016/j.bmc.2013.11.048

",
CCCN(CCC)CCN5Cc2cc(OC)c1OCOc1c2c4c(cc(OC)c3OCOc34)C5=O,Bifendate derivative,,,C26H32N2O7,484.549,,,,,inactive,"10.1016/j.bmc.2013.11.048

",
COc5cc4CN(CCN1CCCCC1)C(=O)c3cc(OC)c2OCOc2c3c4c6OCOc56 ,Bifendate derivative,,,C25H28N2O7,468.506,,,,,inactive,"10.1016/j.bmc.2013.11.048

",
CC(=C)[C@H]\1Cc2c(cc(o2)[C@@H]3[C@](O3)(C[C@H]4[C@H]5[C@@](O5)(/C=C1)C(=O)O4)C)C=O          ,keikipukalide A,>28,,C20H20O6,356.374,the coral,natural,furanocembranoid diterpene,,active,10.1021/acs.jnatprod.7b00732,
CC(=C)[C@H]1Cc2c(cc(o2)[C@@H]3[C@](O3)(C[C@H]4[C@@H](/C(=C/[C@H]1OC(=O)C)/C(=O)O4)OC(=O)C)C)C=O,keikipukalide B,8.5,,C24H26O9,458.463,the coral,natural,furanocembranoid diterpene,,active,10.1021/acs.jnatprod.7b00732,
[H][C@@H]2/C=C/4C(=O)O[C@@H](C[C@@]1(C)O[C@@H]1c3cc(C=O)c(C[C@@H]2C(=C)C)o3)[C@@H]4OC(C)=O,keikipukalide  C,8.8,,C22H24O7,400.427,the coral,natural,furanocembranoid diterpene,,active,10.1021/acs.jnatprod.7b00732,
C=C(C)[C@@H]2/C=C/[C@]14O[C@@H]1[C@H](C[C@](C)(O)[C@@H](OC(C)=O)c3cc(C=O)c(C2)o3)OC4=O,keikipukalide D,12,,C22H24O8,416.426,the coral,natural,furanocembranoid diterpene,,active,10.1021/acs.jnatprod.7b00732,
CC(=C)[C@H]1Cc2c(cc(o2)[C@@H]3[C@](O3)(C[C@H]4C=C([C@@H](C1)OC(=O)C)C(=O)O4)C)C=O,keikipukalide E,8.8,,C22H24O7,400.427,the coral,natural,diterpene,,active,10.1021/acs.jnatprod.7b00732,
[H][C@@H]3C[C@@H](C(=C)C)Cc1oc(cc1C=O)[C@H]2O[C@]2(C)C[C@H]4/C=C3\C(=O)O4,pukalide aldehyde,1.9,,C20H22O5,342.391,the coral,natural,diterpene,,active,10.1021/acs.jnatprod.7b00732,
[H][C@]12C[C@H](C(=C)C)CC(=O)[C@]1([H])[C@@H]5O[C@@]4(C)C[C@H]3OC(=O)[C@@H]2[C@@]3([H])[C@@]4([H])C5=O,ineleganolide,4.4,,C19H22O5,330.38,the coral,natural,diterpene,,active,10.1021/acs.jnatprod.7b00732,
C=C1C[C@]24C[C@H]1CCC2[C@]3(C)CCC[C@](C)(C)C3C[C@@H]4O[C@H]5OC(CO)C(O)[C@@H](O)[C@H]5O,,,15.23 ± 0.64,C26H42O6,450.616,leaves of Xylopia excellens R.E.Fr. (Annonaceae),natural,diterpene glucoside,,active,10.25135/rnp.16.17.06.111,
C=C1C[C@]24C[C@H]1CCC2[C@]3(C)CCC[C@](C)(C)C3C[C@@H]4O[C@H]5OC(CO)C(O)[C@@H](O)[C@H]5O,,,29.97 ± 2.72,C26H42O6,450.616,leaves of Xylopia excellens R.E.Fr. (Annonaceae),natural,diterpene glucoside,,active,10.25135/rnp.16.17.06.111,
CCCCC#CC#CCC/C=C/C=C/C(=O)NCC(C)C,"deca-2E,4E,9-trienoic acid isobutylamide",21.6,,C19H27NO,285.431,Anacyclus pyrethrum L.,natural,alkamide,,inactive,10.3390/molecules22050796,
[H]CCCC\C=C\C=C\C(=O)NCCC1=CC=CC=C1,"deca-2E,4E-dienoic acid 2-phenylethylamide",11,,C17H23NO,257.377,Anacyclus pyrethrum L.,natural,alkamide,,inactive,10.3390/molecules22050796,
CCCCCC/C=C/C=C/C(=O)NCCC(C)C,"undeca-2E,4E-dien-8,10-diynoic acid isopentylamide",16.6,,C16H29NO,251.414,Anacyclus pyrethrum L.,natural,alkamide,,inactive,10.3390/molecules22050796,
C\C=C/C#CC#CCC\C=C\C=C\C(=O)NCC(C)C,"tetradeca-2E,4E,12Z-trien-8,10-diynoic acid isobutylamide",18.7,,C18H23NO,269.388,Anacyclus pyrethrum L.,natural,alkamide,,inactive,10.3390/molecules22050796,
CCCCCCCC/C=C/C=C/C(=O)NCCc1ccc(O)cc1,"dodeca-2E,4E-dien acid
4-hydroxy-2-phenylethylamide",13.3,,C21H31NO2,329.484,Anacyclus pyrethrum L.,natural,alkamide,,inactive,10.3390/molecules22050796,
CC(=O)O[C@@]2(CO)CC[C@H](C(C)C)[C@H]1/C=C(C(=O)O)\COC(=O)[C@@H]12,10-acetyl trichoderonic acid A,21.4,,C17H24O7,340.372,the endophytic fungus Nectria pseudotrichia,natural,,,active,10.1590/0074-02760170217,
