CompoundID,SMILES,Biological Activity,% Inhibition ,IC50(µM/ml) ,IC50(µg/ml),Weight,Origin,Formula,Common name,Nature,Family,Sub family,References,References_
54683760,CCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NCC3=CC(=C(C=C3)OC)OC)O,Inactive,-14.4532,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
652445,CCOC(=O)C1=CC2=C(N1)C=C(O2)C(C3=NN=NN3C4CCCCC4)N5CCOCC5,Inactive,3.23864,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
652596,C1OC2=C(O1)C=C(C=C2)NC3C4=CC=CC=C4C(=O)O3,Inactive,-6.86116,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
652628,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2,Inactive,-14.7954,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2852770,C1CN=C2N(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl,Inactive,-10.2464,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
653447,COC1=CC(=C(C=C1)OC)C(C2=NN=NN2C3CCCC3)N4CCC5=CC=CC=C5C4,Inactive,4.43142,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6603550,CC12CCCCN1CCCC3=C2NC4=CC=CC=C34.Cl,Inactive,-2.38585,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
655005,COC1=CC=C(C=C1)CC2C3CCCCC3(CCN2)O,Inactive,-6.71527,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
655128,CC1=NN(C2=C1C=C(S2)C(=O)N(CC3=CC=CO3)C(C)C(=O)NC(C)(C)C)C4=CC=CC=C4,Inactive,-6.72736,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
135438271,CCOC(=O)C1CCCN(C1)C2=CC=C(C=C2)NC(=O)C3=C4C(=NS3)C(=O)NC=N4,Inactive,14.4339,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
655481,CCCC(=O)C1=CC=C(C=C1)C(C)CCC(=O)O,Inactive,-3.43903,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
655681,CCC(C)NC1=NC2=C(N1CC3=CC=CC(=C3)C)C(=O)N(C(=O)N2C)C,Inactive,-7.28116,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
656025,C1=CC(=CN=C1)C2=NN=C(N=N2)C3=CN=CC=C3,Inactive,-22.428,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
656058,COC1=CC(=CC(=C1)NC(=O)CN2N=C(N=N2)C3=CC=NC=C3)OC,Inactive,-10.3009,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
68551,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,Inactive,-22.389,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
4847,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inactive,6.79236,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
71478,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,Inactive,0.61857,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
9560989,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F.C(=C\C(=O)O)\C(=O)O,Inactive,-1.26598,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6279,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,Inactive,-2.30502,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,8.77946,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
68539,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,Inactive,19.665,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
28693,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,Inactive,0.785553,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
62857,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl,Inactive,-19.5396,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
65327,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Inactive,-1.04009,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
444034,CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,Inactive,-2.14843,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
5284439,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,Inactive,1.4658,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6603149,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Inactive,-9.21836,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
657435,C1COCCN1C2=NC3=CC=CC=C3C4=C2C5=CC=CC=C5N4,Inactive,11.2823,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
657705,CCOC(=O)C1=NC2=CC=CC=C2C1=[N+]=[N-],Inactive,45.7931,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
657753,CCOP(=O)(C1=CC=CC=C1)C2=C(OC(=N2)C3=CC=CC=C3C)N4CCCCC4,Inactive,-15.777,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
657893,C1=CC=C2C(=C1)N=CN2C(=C(Cl)Br)N3C=NC4=CC=CC=C43,Inactive,-19.5111,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6602781,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)N4CCN(CC4)C.Cl,Inactive,10.3655,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6603333,COC1=C(C=C(C=C1)CSC2=NCCN2)Cl.Cl,Inactive,-10.5032,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6602742,CCOC(=O)C1=C(C2=C(O1)C=CC=C2OCC(CNC(C)C)O)C.Cl,Inactive,-11.2532,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
658282,CCCCC1=C(N(N=C1C)C2=NC3=C(C4=CC=CC=C4N3C)N=N2)C,Inactive,-27.5421,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
658368,CC1=NN=C(C2=CC=CC=C12)N3CCCCC3,Inactive,2.21144,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
658474,CC1=CC2=C(N=C(N=C2O1)C)C3=CNN=C3,Inactive,-7.91649,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
568592,C1=CC=C(C=C1)C2=NC3=NON=C3N=C2C4=CC=CC=C4,Inactive,-17.2117,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6602757,CCN(CC)CCOC1=NN=C2C(=C1)N(C3=CC=CC=C3O2)C.O.Cl,Inactive,8.54194,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
658854,CCOC(=O)C1=C(OC2=C1C(=C(C=C2)O)CN3CCCCC3)C,Inactive,-10.148,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
658922,C1CN2C3=C(C=CC(=C3)NC(=O)NC4=CC=C(C=C4)Cl)SC2=N1,Inactive,0.656889,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6603611,CCCCC1=CC2=C(C=C1)NC=C2CCN.Cl,Inactive,1.33921,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
659087,C1COCCN1CCNC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CCC5=CC=CC=C5F)N,Inactive,-14.1205,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
659102,CC1=CC2=C(C=C1)NC3=C2CCC4=C3NN=C4,Inactive,-7.70856,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
135419200,CCOC1=C(C=C(C=C1)S(=O)(=O)NC(C)(C)C)C2=NC3=C(C(=O)N2)N(N=C3C(C)(C)C)C,Inactive,4.27406,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6603096,C1CCN(CC1)CCCNCC2C3=CC=CC=C3CCO2.Cl,Inactive,-4.59516,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
659822,CCC(C(F)(F)F)(C(F)(F)F)NC(=O)NC1=NN=C(S1)C(F)(F)F,Inactive,-6.812,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
5389252,CC1=CC(=NN1S(=O)(=O)/C=C/C2=CC=CC=C2)C,Inactive,-1.57393,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
660523,CCOC(=O)C1=C(SC(=C1)C2=CC=C(C=C2)N)N,Inactive,-4.71017,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6602778,CC1=CC(=NC2=CC=CC=C12)OCCN3CCCCC3.Cl,Inactive,-2.4019,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
9614331,C[N+](C)(CCCNC(=O)/C=N/O)CC=C.[I-],Inactive,-7.79509,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
661866,CC1=C2CCCCC2=C(C(=N1)SC)C#N,Inactive,16.029,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
661956,C1CCN(CC1)C2=CC(=O)N3CCCSC3=N2,Inactive,-3.22612,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
662147,CCOC(=O)C1=CN=C(N=C1NC2=CC=C(C=C2)N(C)C)N3C(=CC(=N3)C)C,Inactive,10.465,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
662454,COC1=CC=CC=C1CNC2=NC3=CC=CC=C3N2CCN4CCCCC4,Inactive,8.8704,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6603411,C1=CC(=CC(=C1)Cl)CSC2=NN=C(O2)CCCCCN.Cl,Inactive,-6.22941,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
662751,CCCCSC1=NN=C(O1)[C@H](CC(C)C)NC(=O)OC(C)(C)C,Inactive,30.4316,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
662882,C1=CC=C2C(=C1)N=NN2C3=C(C=C(C(=C3)C#N)C#N)OC4=CC=CC5=C4N=CC=C5,Inactive,-10.2706,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
662970,CC1=CC(=NC2=C3C=C4CCCCC4=NC3=NN12)C,Inactive,-19.8975,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
663330,CCN1C(=O)C2=C(N=C1SCC(=O)N3CCOCC3)OC4=C(C2=O)C=C(C=C4Cl)Cl,Inactive,7.68644,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
663562,CC1CN(C2=NC3=C(N2C1)C(=O)N(C(=O)N3C)CC(=O)OCC4=CC=CC=C4)C5=CC(=C(C=C5)C)C,Inactive,14.9259,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
663599,C1CCC2(CCN(C(C2C1)C3=CC4=C(C=C3)OCO4)CC5=CC=CC=C5F)O,Inactive,3.23239,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
5389772,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)CN3CCCC3)C4=CC=C(C=C4)Br,Inactive,-5.22154,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
664149,COC1=C(C=C2C(=C1)C3=C(N2)C(=NC=N3)N4CCN(CC4)C5=CC=CC=N5)OC,Inactive,-28.9919,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
664759,C1CN(CCN1CC2=CC=CC=C2)CC(=O)C3=CC=C(C=C3)Br,Inactive,9.27092,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
665069,CC(C)CN1C2=NC3=CC=CC=C3C=C2C(=N1)NC(=O)C4CCCO4,Inactive,-16.6862,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
665320,COC1=C(C(=C(C=C1)C2C3C(C(=O)N(C3=O)CC4=CC=CC=C4)ON2C5=CC=CC=C5)OC)OC,Inactive,-9.86856,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
665535,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C2=NN=C(O2)S(=O)(=O)CC(=O)OC,Inactive,0.0660965,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
665618,CCN(CC)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=NNC5=C4CCC5,Inactive,-7.66219,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
665673,CC1=CC(=NN1C2=NC3=CC=CC=C3C(=O)N2OCC(=O)OCC4=CC=CC=C4)C,Inactive,11.302,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
666153,CCOC1=C(C=C(C=C1)C2=NOC(=N2)C3=CN=CC=C3)OC,Inactive,46.2418,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
666253,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C3=NC(=NO3)C4=CC=CC=N4,Inactive,14.5954,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
666341,COC1=CC=CC=C1OC2=C(C=C(C(=C2)C#N)C#N)N3C4=CC=CC=C4N=N3,Inactive,-1.69046,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
666429,CC1(C2=CC=CC=C2N(C13C=CC4=C(O3)C=CC(=C4)OC)CCO)C,Inactive,-3.92917,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
666453,CN1C=CC=C1CNCCC2=CC=CC=C2F,Inactive,-17.0024,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6603645,CCN(CC)CCCOC1=NC(=NC2=C1OC3=CC=CC=C32)C.Cl,Inactive,-3.53224,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
666838,CCN1C2=CC=CC=C2N=C1C3=CC=C(C=C3)N(C)C,Inactive,21.796,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
4894887,CCN1CCCC1CN=CC2=C(N(C(=O)C3=CC=CC=C32)C4=CC=CC=C4)O,Inactive,3.40143,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
667058,C1OC2=C(O1)C=C(C=C2)CN3C4=CC=CC=C4C(C3=O)(C5=CNC6=CC=CC=C65)O,Inactive,0.0748733,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
16054,C1=CC2=C(C=CN2)C=C1O,Inactive,-10.2423,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1207987,C1CCC(C1)NC2=NN=C(C3=CC=CC=C32)NC4CCCC4,Inactive,11.8902,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2997702,CC1(C[N+]2=C(N1C3=CC=C(C=C3)OC)CCC4=CC=CC=C42)O.[Br-],Inactive,39.0085,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2997837,COC1=C(C=CC(=C1)Cl)NC(=O)COC2=CC=CC=C2C(=O)N3CCN(CC3)C4=CC=C(C=C4)O,Inactive,4.91488,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2538553,CC1=CC=C(C=C1)C2=CSC3=C2C(=NC=N3)SC4=NN=C(O4)CN5CCCCCC5=O,Inactive,3.51385,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2998096,CC1=CC(=CC=C1)N2C3=CC=CC=C3N=C2SCC4=CC(=O)N5C=CSC5=N4,Inactive,-13.497,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2534881,C1CN(CC2=CC=CC=C21)CC(=O)N3CCN(CC3)S(=O)(=O)C4=CC=CC=C4,Inactive,30.7117,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2998156,C1CC(OC1)CN(CCS(=O)(=O)C(F)(F)F)CCS(=O)(=O)C(F)(F)F,Inactive,8.0429,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2079903,CC(C)CN(C1=NC2=CC=CC=C2S1)C(=O)C3=NN(C(=O)C=C3)C,Inactive,-16.7339,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2103554,CC1=CC=C(C=C1)CNC(=O)C2=CC(=CC=C2)OCC3=C(ON=C3C)C,Inactive,33.5653,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2126218,COC1=C(C=C(C=C1)COC(=O)C2=NNC3=CC=CC=C32)F,Inactive,-13.0355,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6602893,C1CN=C(N1)SCC(=O)NC23CC4CC(C2)CC(C4)C3.Cl,Inactive,-4.66524,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2998503,CCOC1=CC=C(C=C1)S(=O)(=O)N2CC3=CC=CC=C3CC2C(=O)NCCCN4C=CN=C4,Inactive,-7.64334,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2998657,CC1=CC(=C(C=C1)N2C(=CC(=N2)C3=CC=CS3)C(=O)NCC4CCCO4)C,Inactive,-4.10047,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2568754,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)C(=O)CSC3=NN4C(=O)C(=NN=C4S3)C(C)(C)C,Inactive,6.32559,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2998720,CC1=CC=C(C=C1)N2C=CC=C2C(=S)N=P(N(C)C)(N(C)C)N(C)C,Inactive,-5.93316,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2536033,CCCSC1=NN=C(S1)SC2=NN=NN2C3=CC=CC=C3,Inactive,46.3417,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2998796,CCC1=C(C(=NC2=CC=CC=C2N1)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCCC4)C(=O)OCC,Inactive,-9.84141,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2370900,CC1=CC(=NN1CCC2=NC(=CS2)C3=CC4=CC=CC=C4O3)C,Inactive,-1.84756,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2089876,CCOC1=C(C=C(C=C1)Br)S(=O)(=O)NC2=CC=CC=C2N3CCOCC3,Inactive,23.0175,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2305351,CC1=C(C(=C2N1C=CC=C2)P(=O)(N3CCOCC3)N4CCOCC4)C5=CC=CC=C5,Inactive,-4.49372,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2999191,CC1=NN(C2=C1C(N3C4=CC=CC=C4N=C3S2)O)C5=CC=CC=C5,Inactive,-7.03682,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
702070,C1=CC=C(C=C1)C2=NN(C=C2C3=NN=C(O3)N)C4=CC=CC=C4,Inactive,-15.7613,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2346958,CC1=CC=C(S1)C(=O)OCC(=O)C2=CC=C(S2)Cl,Inactive,-8.17726,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2999548,CN(C1=CC=CC=C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)N3CCN(CC3)C4=CC=CC=N4)Cl,Inactive,-0.515583,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2999624,CCN1C2=C(C=C(C=C2)C(=O)OCC)N=C1C3CCN(CC3)S(=O)(=O)C4=CC=CS4,Inactive,4.97348,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
135413417,CC1=CC=CC=C1N=C2NC3=CC=CC=C3CS2,Inactive,5.88764,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2324910,CC1=CC=C(C=C1)S(=O)(=O)C2=CN(C3=C2C=C(C=C3)OCC=C)COC,Inactive,-21.3278,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2882730,C1CN(CC2=CC=CC=C21)CC(COCC3COC4=CC=CC=C4O3)O.Cl,Inactive,2.41555,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2999946,COC1=CC=CC=C1N2CCN(CC2)C3=C(C4=CC(=NC(=C4C(=N3)N)N)OC)C#N,Inactive,33.1912,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2576479,CCOC(=O)C1=C(SC=C1C2CC2)NC(=O)CSCC3=C(ON=C3C)C,Inactive,-3.55746,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3000090,CN1C=CN=C1SCC2=CN3C=C(C=CC3=N2)Br,Inactive,-0.807911,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2354389,CC1=CC(=C(C=C1)NC(=O)C2=C(OC(=C2)C)C)S(=O)(=O)NC3=CC=C(C=C3)OC,Inactive,19.0003,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3000162,CC1=C(C2=CC=CC=C2N1)C(C3=CC=CC=N3)N4CCC(CC4)C(=O)N,Inactive,5.08099,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3235625,CCOC(=O)N1CCC(CC1)NS(=O)(=O)C2=C(C=C3C(=C2)OCC(=O)N3)Cl,Inactive,-8.28027,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
5771281,C1=CC(=C(C=C1Cl)N)O/C=C\C#N,Inactive,-12.9192,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3236439,CC1=CC=C(C=C1)C2=NC(=C(O2)C)CSCC(=O)NCCN3CCN(CC3)CC4=CC=CC=C4,Inactive,-25.9531,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3236781,CC1=C(C(=NO1)C)S(=O)(=O)NCCCN2CCN(CC2)CC3=CC=CC=C3,Inactive,-10.5355,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
774866,C1=CC=C(C(=C1)N)NC2=CC=C(C=C2)N,Inactive,-0.211948,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
144053,CC1(N(C2=CC=CC3=C2C(=CC=C3)N1C)C)C,Inactive,-16.2231,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3237393,C1CC(CCC1CNC2=NC(=S)NC3=CC=CC=C32)C(=O)N4CCN(CC4)C5=CC=CC=N5,Inactive,38.5352,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
51703,CCN1CCC(=CC1)C2=CNC3=CC=CC=C32,Inactive,-4.97245,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3237751,CC1=CC=C(O1)CNC(=O)C2=CN(C(=O)C3=C2C4=CC=CC=C4N3C)C5CCCCC5,Inactive,-20.3572,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3237770,C1CC2C(=O)N(C(N2C1)C3=CN=CC=C3)C4=CC(=C(C=C4)Cl)Cl,Inactive,7.83659,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3238055,C=CCOC1=NC(=NC(=N1)N2CCCC2)N3CCCC3,Inactive,-9.23206,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3238372,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)CN4C(=O)C5=CC=CC=C5NC4=O,Inactive,14.0952,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3238621,CC(C)OC(=O)C1=CC=CC(=N1)C(=O)OCC2=CC=CO2,Inactive,9.02031,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2947006,CC(C)(C)N(CC1=CC=C(O1)C(=O)OC)CC2=CC=C(O2)C(=O)OC.Cl,Inactive,-11.7103,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
2761023,C1CNCC=C1C2=CNC3=CC=CC=C32,Inactive,46.7713,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3238898,CCOC(=O)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)N4C=C(N=C4S3)C5=CC=CC=C5,Inactive,1.81861,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3239048,CC1=C(C(=CC=C1)NC(=O)C2=C(N(N=N2)CC3=CC=CC=C3C)N)C,Inactive,-14.5896,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6602911,CC1=CC=C(O1)CCC(C2=CC=C(C=C2)OC)N.Cl,Inactive,-14.9538,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
1275933,CC1=CC(=C(C=C1)OC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)C(=O)N)N4N=C5C=CC=CC5=N4,Inactive,-7.96989,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
3239546,C1=CC=C(C=C1)NC2=NC3=C(C(=O)S2)SC=C3,Inactive,-16.442,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
6603535,C1CN2CC(C1C=C2)C3=CC=CC=C3.Cl,Inactive,-11.8863,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
709746,C1=CN=CC=C1C2=NN=C3N2C4=C(S3)C=C(C(=C4)C#N)C#N,Inactive,16.5558,,,,,,,,,,https://pubchem.ncbi.nlm.nih.gov/bioassay/1258,
