,ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Reference,PUBCHEM_CID
5856,5857,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,420.35,,C21H26BrNO3,AID_1479145,5883
5857,5858,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O.CS(=O)(=O)O.O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,681.92,,C33H51N3O8S2,AID_1479145,76973791
5858,5859,C(CCC(=O)O)CC(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,146.14,,C6H10O4,AID_1479145,196
5859,5860,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)[O-])OC)OC2)C(=O)[O-].[Na+].[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,564.44,,C20H18N6Na2O9S,AID_1479145,441242
5860,5861,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,325.43,,C15H23N3O3S,AID_1479145,36273
5861,5862,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,310.44,,C21H26O2,AID_1479145,6291
5862,5863,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,195.22,,C7H17NO5,AID_1479145,8567
5863,5864,CC1=C(C=CC2=C1OC(=O)C(=C2[O-])NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O.[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,634.61,,C31H35N2NaO11,AID_1479145,23663939
5864,5865,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,365.84,,C16H16ClN3O3S,AID_1479145,3702
5865,5866,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,187.2,,C10H9N3O,AID_1479145,3698
5866,5867,CC[C@@]1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,218.26,,C12H14N2O2,AID_1479145,107921
5867,5868,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,392.41,,C19H22F2N4O3,AID_1479145,60464
5868,5869,CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C(=C(C=C1C)OC)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,354.49,,C23H30O3,AID_1479145,5282375
5869,5870,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,252.27,,C16H12O3,AID_1479145,2197
5870,5871,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-].[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,539.55,,C23H26N5NaO7S,AID_1479145,60196356
5871,5872,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,282.56,,C9H10Cl3N3O,AID_1479145,71401
5872,5873,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,466.98,,C25H32ClFO5,AID_1479145,32798
5873,5874,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl.[Cl-].[Cl-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,608.48,,C28H42Cl4N4O2,AID_1479145,8288
5874,5875,CN1N=C(C(=O)N=C1SCC2=C(N3C(=O)[C@H]([C@H]3SC2)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)C(=O)[O-])[O-].CN1N=C(C(=O)N=C1SCC2=C(N3C(=O)[C@H]([C@H]3SC2)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)C(=O)[O-])[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,1323.22,,C36H46N16Na4O21S6,AID_1479145,11953897
5875,5876,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,454.97,,C24H32ClFO5,AID_1479145,443943
5876,5877,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O.C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,603.76,,C36H45NO7,AID_1479145,56801
5877,5878,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,891.54,,C30H60I3N3O3,AID_1479145,6172
5878,5879,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,330.86,,C16H27ClN2O3,AID_1479145,517321
5879,5880,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,257.76,,C12H20ClN3O,AID_1479145,9703
5880,5881,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,384.52,,C24H32O4,AID_1479145,11683
5881,5882,C1=NC(=O)NC(=C1F)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,129.09,,C4H4FN3O,AID_1479145,3366
5882,5883,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,224.26,,C11H16N2O3,AID_1479145,8275
5883,5884,CS(=O)(=O)O.C#CCN[C@@H]1CCC2=CC=CC=C12,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,267.35,,C13H17NO3S,AID_1479145,3052775
5884,5885,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,260.31,,C14H12O3S,AID_1479145,5359
5885,5886,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,262.22,,C12H10N2O5,AID_1479145,2762
5886,5887,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,253.72,,C9H8ClN5S,AID_1479145,5487
5887,5888,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,280.31,,C11H12N4O3S,AID_1479145,5326
5888,5889,C1=CC(=CC=C1[C@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=O)C(Cl)Cl)O)[N+](=O)[O-].[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,445.19,,C15H15Cl2N2NaO8,AID_1479145,656833
5889,5890,CC1=CC=CN2C1=NC=C(C2=O)C3=NN=N[N-]3.[K+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,266.3,,C10H7KN6O,AID_1479145,443866
5890,5891,C1=C(C(=C(C(=C1I)NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,1287.92,,C26H26I6N2O10,AID_1479145,35740
5891,5892,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,472.75,,C31H52O3,AID_1479145,86472
5892,5893,CCCC(CCC)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,144.21,,C8H16O2,AID_1479145,3121
5893,5894,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,255.32,,C9H9N3O2S2,AID_1479145,5340
5894,5895,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,240.31,,C6H12N2O4S2,AID_1479145,67678
5895,5896,CC(C)(C(Cl)(Cl)Cl)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,177.46,,C4H7Cl3O,AID_1479145,5977
5896,5897,C1=CC(=CC(=C1)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,110.11,,C6H6O2,AID_1479145,5054
5897,5898,CCOC(=O)C1=CC=C(C=C1)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,165.19,,C9H11NO2,AID_1479145,2337
5898,5899,CC1=CC(=C(C=C1C2=CC(=C(C=C2C)OI)C(C)C)C(C)C)OI,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,550.22,,C20H24I2O2,AID_1479145,11088
5899,5900,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,354.45,,C21H26N2O3,AID_1479145,8969
5900,5901,C[C@H]([C@@H](C(=O)O)N)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,119.12,,C4H9NO3,AID_1479145,6288
5901,5902,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,259.06,,C7H7BrN4O2,AID_1479145,11808
5902,5903,C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,283.28,,C16H13NO4,AID_1479145,142766
5903,5904,C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,204.23,,C11H12N2O2,AID_1479145,9060
5904,5905,CCN1CCCC1=O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,113.16,,C6H11NO,AID_1479145,17595
5905,5906,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,308.31,,C14H12O6S,AID_1479145,19988
5906,5907,C1(C(=O)NC(=N1)O[Al])NC(=O)N.O.O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,220.12,,C4H9AlN4O5,AID_1479145,16683101
5907,5908,CC(C)C[C@H](C(=O)O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,131.18,,C6H13NO2,AID_1479145,439524
5908,5909,CC(=O)NC1=CC=CC=C1,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,135.17,,C8H9NO,AID_1479145,904
5909,5910,CC1=CC=C(C=C1)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,108.14,,C7H8O,AID_1479145,2879
5910,5911,C1=CC=C(C(=C1)C(=O)N)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,137.14,,C7H7NO2,AID_1479145,5147
5911,5912,C[C@@]12CC[C@@H](C1(C)C)CC2=O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,152.24,,C10H16O,AID_1479145,159055
5912,5913,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,277.41,,C17H27NO2,AID_1479145,30541
5913,5914,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,214.22,,C13H10O3,AID_1479145,8361
5914,5915,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,402.53,,C24H34O5,AID_1479145,6674
5915,5916,CC1=CC(=C(C=C1)C(C)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,150.22,,C10H14O,AID_1479145,6989
5916,5917,COC(=O)C1=CN=CC=C1,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,137.14,,C7H7NO2,AID_1479145,7151
5917,5918,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,212.25,,C14H12O2,AID_1479145,8400
5918,5919,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,307.42,,C19H17NOS,AID_1479145,5510
5919,5920,CC(=O)OC1=CC=CC(=C1)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,152.15,,C8H8O3,AID_1479145,5055
5920,5921,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,322.84,,C16H23ClN4O,AID_1479145,6136
5921,5922,CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,261.39,,C14H19N3S,AID_1479145,7066
5922,5923,CCCC(C(CC)CO)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,146.23,,C8H18O2,AID_1479145,7211
5923,5924,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,358.56,,C21H42O4,AID_1479145,24699
5924,5925,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,678.59,,C28H38O19,AID_1479145,31340
5925,5926,CCCCCCCCCCCCCCCCCCO,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,270.5,,C18H38O,AID_1479145,8221
5926,5927,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,354.49,,C14H9Cl5,AID_1479145,3036
5927,5928,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,297.86,,C14H20ClN3S,AID_1479145,8667
5928,5929,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,240.21,,C14H8O4,AID_1479145,2950
5929,5930,CCCCCCCCCCC(CCCCCCCC)CO,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,298.56,,C20H42O,AID_1479145,21414
5930,5931,C1=CC=C(C=C1)OCC(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,152.15,,C8H8O3,AID_1479145,19188
5931,5932,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,413.43,,C22H23NO7,AID_1479145,275196
5932,5933,CCCCCCCCCCCCCCCC(=O)OC(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,298.51,,C19H38O2,AID_1479145,8907
5933,5934,CC1=CC(=C(C=C1Cl)C(C)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,184.67,,C10H13ClO,AID_1479145,6982
5934,5935,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,180.16,,C6H12O6,AID_1479145,6904
5935,5936,CC1=C(C=C(C=C1)C(=O)C(=O)[O-])C.[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,200.17,,C10H9NaO3,AID_1479145,23664290
5936,5937,C1=CC=C(C(=C1)C(=O)OCC(CO)O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,211.22,,C10H13NO4,AID_1479145,10330781
5937,5938,CCCCCCCC/C=C/C(=O)[O-].CCCCCCCC/C=C/C(=O)[O-].[Ca+2],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,406.62,,C22H38CaO4,AID_1479145,72187524
5938,5939,CCOC1=CC=C(C=C1)NC(=O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,179.22,,C10H13NO2,AID_1479145,4754
5939,5940,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,314.13,,C11H11IN2O,AID_1479145,8522
5940,5941,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,292.77,,C15H17ClN2O2,AID_1479145,37907
5941,5942,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,316.48,,C21H32O2,AID_1479145,8955
5942,5943,CC(=O)/C=C/C=C\1/C2CCC(C2)C1(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,204.31,,C14H20O,AID_1479145,6436059
5943,5944,CCCCCCCCCCCCSCCOCCO,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,290.51,,C16H34O2S,AID_1479145,61574
5944,5945,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,182.17,,C6H14O6,AID_1479145,11850
5945,5946,C1COCCN1SC2=NC3=CC=CC=C3S2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,252.36,,C11H12N2OS2,AID_1479145,7619
5946,5947,C[C@@H](NCC(CN[C@@H](/C(=N/O)/C)C)(C)C)/C(=N/O)/C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,272.39,,C13H28N4O2,AID_1479145,9552071
5947,5948,C1=CC=C(C(=C1)C(=O)O)S,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,154.19,,C7H6O2S,AID_1479145,5443
5948,5949,C1=CC=C(C=C1)[C@H](C(=O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,152.15,,C8H8O3,AID_1479145,11914
5949,5950,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)C)C)C(=O)CCl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,478.99,,C26H32ClFO5,AID_1479145,71386
5950,5951,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,154.25,,C10H18O,AID_1479145,26447
5951,5952,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,289.81,,C17H20ClNO,AID_1479145,155290
5952,5953,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,455.55,,C26H33NO6,AID_1479145,5311217
5953,5954,CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,350.46,,C23H26O3,AID_1479145,4767
5954,5955,C1CSC(=O)C1NC(=O)CSCC(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,249.31,,C8H11NO4S2,AID_1479145,65632
5955,5956,CC1C(C(CC(O1)OC2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOC(C6)OC)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,643.64,,C32H37NO13,AID_1479145,11969781
5956,5957,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,471.68,,C32H41NO2,AID_1479145,5405
5957,5958,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,463.8,,C22H21Cl3N4O,AID_1479145,104850
5958,5959,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,307.33,,C10H17N3O6S,AID_1479145,124886
5959,5960,C1CCN(CC1)C[C@@H](CO/N=C(/C2=C[N+](=CC=C2)[O-])\Cl)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,313.79,,C14H20ClN3O3,AID_1479145,10358237
5960,5961,C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,417.9,,C24H23ClF3N,AID_1479145,128918
5961,5962,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)O)SC3=CC=CC=C3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,429.56,,C22H23NO4S2,AID_1479145,92400
5962,5963,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,680.74,,C29H40N6O11S,AID_1479145,135749823
5963,5964,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,258.23,,C9H14N4O5,AID_1479145,17513
5964,5965,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,515.62,,C32H29N5O2,AID_1479145,176167
5965,5966,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,345.23,,C17H14Cl2N4,AID_1479145,71454
5966,5967,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,288.43,,C19H28O2,AID_1479145,5881
5967,5968,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)/C=N/OC(C)(C)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,447.49,,C25H25N3O5,AID_1479145,9577124
5968,5969,CCC(C1=CC=CC=C1)C(=O)OCCN2CCOC(C2C)C3=CC=CC=C3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,367.49,,C23H29NO3,AID_1479145,20395
5969,5970,CC(CC1=CC=CC=C1)NCC2=CC=CC=C2Cl.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,296.24,,C16H19Cl2N,AID_1479145,160796
5970,5971,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,306.37,,C15H22N4O3,AID_1479145,4938
5971,5972,C[C@H]([C@H](C1=CC=CC=C1)O)N.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,187.67,,C9H14ClNO,AID_1479145,6433169
5972,5973,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,420.48,,C23H29FO6,AID_1479145,224246
5973,5974,CCCCCCCCCCCCCCCCCC(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,284.48,,C18H36O2,AID_1479145,5281
5974,5975,C(C(C(=O)[O-])O)C(=O)[O-].[Na+].[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,178.05,,C4H4Na2O5,AID_1479145,8736
5975,5976,C1=C(C=C(C(=C1O)O)O)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,170.12,,C7H6O5,AID_1479145,370
5976,5977,C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,232.41,,C3Cl3N3O3,AID_1479145,6909
5977,5978,C1=CC(=CC=C1N)[As](=O)(O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,217.06,,C6H8AsNO3,AID_1479145,7389
5978,5979,CC1=C(C(=CC=C1)CC2=CN=CN2)C.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,222.72,,C12H15ClN2,AID_1479145,56031
5979,5980,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,240.21,,C14H8O4,AID_1479145,6293
5980,5981,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,356.26,,C16H22BrNO3,AID_1479145,6419941
5981,5982,CC(COC1=CC=CC=C1)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,152.19,,C9H12O2,AID_1479145,92839
5982,5983,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,182.22,,C13H10O,AID_1479145,3102
5983,5984,C1=CC=C(C=C1)[NH3+].[N+](=O)([O-])[O-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,156.14,,C6H8N2O3,AID_1479145,20841747
5984,5985,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.O.[Ca+2],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,306.32,,C10H18CaO8,AID_1479145,68651
5985,5986,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,300.34,,C14H12N4O2S,AID_1479145,5338
5986,5987,C/C=C/C1=CC(=C(C=C1)O)OC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,164.2,,C10H12O2,AID_1479145,853433
5987,5988,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,211.27,,C13H13N3,AID_1479145,7594
