,smiles,common_name,IC50micromol,IC50microgML,formula,weight,origin,nature,family,sub_family,active_or_inactive,refs
1314,C=CC(C)(O)CC/C=C(C)\C,linalool,0.028,,C10H18O,154.253,Croton cajucara (Euphorbiaceae),natural,terpenoid,monoterpene,active,"10.1016/j.bmc.2013.11.048
;10.1128/AAC.47.6.1895-1901.2003"
1315,C=CC(C)(O)CC/C=C(C)\C,linalool,0.143,,C10H18O,154.253,Croton cajucara (Euphorbiaceae),natural,terpenoid,monoterpene,active,"10.1016/j.bmc.2013.11.048
;10.1128/AAC.47.6.1895-1901.2003"
1316,[H][C@@]23CCC(=C)[C@]1([H])CC(=O)C(=C)[C@]1([H])[C@H]2OC(=O)C3C,dehydrozaluzanin C,,,C15H18O3,246.30599999999998,the leaves of Munnozia maronii (Asteraceae),natural,terpenoid,sesquiterpene lactone,inactive,"10.1016/j.bmc.2013.11.048

"
1317,[H][C@]3(CC)C(=O)O[C@]4(C)C[C@H](OC(=O)C(=C)CO)C1=C(COC(C)O)C(=O)O[C@@H]1[C@H]2O[C@]2(C)CC[C@@]34O ,"16,17-dihydrobrachycalyoxide",33.45,,C25H34O11,510.53600000000034,Vernonia brachycalyx (Asteraceae),natural,terpenoid,sesquiterpene,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-957514"
1318,[H][C@]3(CC)C(=O)O[C@]4(C)C[C@H](OC(=O)C(=C)CO)C1=C(COC(C)O)C(=O)O[C@@H]1[C@H]2O[C@]2(C)CC[C@@]34O ,"16,17-dihydrobrachycalyoxide",,,C25H34O11,510.53600000000034,Vernonia brachycalyx (Asteraceae),natural,terpenoid,sesquiterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-957514"
1319,C=C1CCC[C@]2(C)CCC([C@@](C)(O)CO)C[C@@]12O,Kudtriol,982.82,,C15H26O3,254.36999999999998,the aerial parts of Jasonia glutinosa (Asteraceae),natural,terpenoid,sesquiterpene,active,"10.1016/j.bmc.2013.11.048

"
1320,C=C1CCC[C@]2(C)CCC([C@@](C)(O)CO)C[C@@]12O,Kudtriol,,,C15H26O3,254.36999999999998,the aerial parts of Jasonia glutinosa (Asteraceae),natural,terpenoid,sesquiterpene,inactive,"10.1016/j.bmc.2013.11.048

"
1321,C/C(C)=C\CCC(C)c1ccc(C)cc1O ,(+)-curcuphenol,33.45,,C15H22O,218.34,sponge Myrmekioderma styx,natural,terpenoid,sesquiterpene,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.bbagen.2007.05.011

"
1322,CC(=O)O[C@@H]4[C@H](OC(=O)c1ccccc1)C3[C@H](OC(=O)c2ccccc2)CCC(C)[C@]35O[C@H](C)[C@H]4[C@H]5OC(=O)c6cccnc6,"(1S, 4S, 5S, 6R, 7R, 8S, 9R, 10R)-8-acetoxy-1,9-
dibenzoyloxy-6-nicotynoyloxy-dihydro-beta-agarofuran 
",,,C35H35NO9,613.6630000000002,root barks of Maytenus apurimacensis,natural,terpenoid,sesquiterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1016/j.bmc.2007.10.071"
1323,CC(=O)O[C@@H]4[C@H](OC(=O)c1ccccc1)C3[C@H](OC(=O)c2ccccc2)CC[C@](C)(O)[C@]35O[C@H](C)[C@H]4[C@H]5OC(=O)c6cccnc6,"(1S,4R,5R,6R,7R,8S,9R,10R)-8-acetoxy-1,9-dibenzoyloxy-4-hydro-
xy-6-nicotynoyloxy-dihydro-beta-agarofuran",,,C35H35NO10,629.6620000000003,root barks of Maytenus apurimacensis,natural,terpenoid,sesquiterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1016/j.bmc.2007.10.071"
1324,[H][C@@]23C=C(CO)C[C@]1(O)C(=O)C(C)=CC1[C@]2(O)[C@@H](C)[C@@H](OC(=O)CCCCCCCCCCCCC)[C@@]4(OC(C)=O)C3[C@@]4(C)C ,"12-O-tetradecanoyl phorbol-13-acetate
",,,C36H56O8,616.8360000000005,the croton plant,natural,terpenoid,diterpene,inactive,"10.1016/j.bmc.2013.11.048

"
1325,[H][C@@]23C=C(C)C(=O)C1=C(C(O)C(C)[C@H]1O)[C@@]2([H])C(=C)CCC3C(=C)C ,jatrogrossidione,,,C20H26O3,314.42500000000007,Euphorbiaceae species,natural,terpenoid,diterpene,inactive,"10.1016/j.bmc.2013.11.048

"
1326,CC3=CC1=C[C@H](C)CC12OC(=C(C)C2=O)CC(C)(C)CCC3=O,jatrophone,,,C20H24O3,314.42500000000007,Euphorbiaceae species,natural,diterpene,terpenoid,inactive,"10.1016/j.bmc.2013.11.048

"
1327,[H][C@@]12CCC(=C)[C@H](CC/C(C)=C/C(=O)OC)[C@@]1(C)CCC[C@@]2(C)C(=O)O ,dehydropinifolic acid,,,C20H30O4,348.4830000000001,the stem bark of Polyalthia macropoda (Annonaceae),natural,terpenoid,diterpene,inactive,"10.1016/j.bmc.2013.11.048

"
1328,C=C[C@@]3(C)CCC2[C@](C)(CCC1[C@@](C)(C)[C@H](O)CC[C@]12C)O3 ,"ribenol 
",,,C20H34O2,306.49000000000007,Sideritis varoi (Lamiaceae),natural,terpenoid,diterpene,inactive,"10.1016/j.bmc.2013.11.048

"
1329,[H][C@@]14C[C@](C)(C=C)CC[C@@]1(C)[C@]23CCC[C@@](C)(C(=O)O2)[C@]3([H])[C@H](O)C4=O ,6-beta-hydroxyrosenonolactone,,,C20H28O4,332.44,the bark of Holarrhena floribunda (Apocynaceae),natural,terpenoid,diterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1021/np990332l"
1330,[H][C@@]14C[C@](C)(C=C)CC[C@@]1(C)[C@]23CCC[C@@](C)(C(=O)O2)[C@]3([H])[C@H](O)C4=O ,6-beta-hydroxyrosenonolactone,,,C20H28O4,332.44,the bark of Holarrhena floribunda (Apocynaceae),natural,terpenoid,diterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1021/np990332l"
1331,COc2cc1C3=C(C(O)C(O)=c1c(=O)c2C(C)C)[C@](C)(C)CC=C3,,0.17,,C20H24O4,328.4080000000001,roots of Salvia cilicica (Lamiaceae),,terpenoid,diterpene,active,"10.1016/j.bmc.2013.11.048

"
1332,COc2cc1C3=C(C(O)C(O)=c1c(=O)c2C(C)C)[C@](C)(C)CC=C3,,0.29,,C20H24O4,328.4080000000001,roots of Salvia cilicica (Lamiaceae),,terpenoid,diterpene,active,"10.1016/j.bmc.2013.11.048

"
1333,CC(C)c3cc(=O)c1c(CCC2[C@](C)(C)CC=C[C@]12C)c3=O,,0.12,,C20H28O2,298.426,roots of Salvia cilicica (Lamiaceae),natural,terpenoid,diterpene,active,"10.1016/j.bmc.2013.11.048

"
1334,CC(C)c3cc(=O)c1c(CCC2[C@](C)(C)CC=C[C@]12C)c3=O,,0.18,,C20H28O2,298.426,roots of Salvia cilicica (Lamiaceae),natural,terpenoid,diterpene,active,"10.1016/j.bmc.2013.11.048

"
1335,CC[C@@H](O)C[C@H]1OC[C@@]1(OC(C)=O)C3CC(=O)[C@H](O)C2=C(C)[C@@H](C)C[C@](O)([C@H]2C)[C@H]3OC(=O)c4ccccc4,10-deacetylbaccatin III,<5,,C29H36O10,544.6410000000003,Taxus baccata (Taxaceae),natural,terpenoid,diterpene,active,"10.1016/j.bmc.2013.11.048

"
1336,CC[C@@H](O)C[C@H]1OC[C@@]1(OC(C)=O)C3CC(=O)[C@H](O)C2=C(C)[C@@H](C)C[C@](O)([C@H]2C)[C@H]3OC(=O)c4ccccc4,10-deacetylbaccatin III,0.07,,C29H36O10,544.6410000000003,Taxus baccata (Taxaceae),natural,terpenoid,diterpene,active,"10.1016/j.bmc.2013.11.048

"
1337,C[C@@H]5CC[C@]4(C(=O)O)CC[C@]1(C)C(=CC[C@@]2(C)[C@@]1(C)CC[C@@]3(C)[C@](C)(C)[C@H](O)CC[C@]23C)C4[C@H]5C,The ursolic acid,,,C32H52O3,484.7650000000003,the bark of Jacaranda copaia,natural,terpenoid,triterpene,inactive,"10.1016/j.bmc.2013.11.048

"
1338,C[C@@H]5CC[C@]4(C(=O)O)CC[C@]1(C)C(=CC[C@@]2(C)[C@@]1(C)CC[C@@]3(C)[C@](C)(C)[C@H](O)CC[C@]23C)C4[C@H]5C,The ursolic acid,,,C32H52O3,484.7650000000003,the bark of Jacaranda copaia,natural,terpenoid,triterpene,inactive,"10.1016/j.bmc.2013.11.048

"
1339,C=C(C)[C@@H]4CC[C@]5(C=O)CC[C@]1(C)C(CC[C@@]3(C)[C@@]1(C)CC[C@@]2(C)[C@](C)(C)[C@H](O)CC[C@@]23C)C45,betulinaldehyde,,,C30H48O2,468.7660000000003,"the stem of Doliocarpus dentatus
(Dilleniaceae)",natural,terpenoid,triterpene,inactive,"10.1016/j.bmc.2013.11.048

"
1340,[H][C@@]13CC[C@@](C)([C@@H](CC)C(C)CC/C=C(C)\C(=O)O)[C@@H](C)C1=CCC2[C@](C)(C)C(=O)CC[C@@]23C ,"(24Z)-3-oxotirucalla-7,24-dien-26-oic acid",13.7,,C30H48O3,456.7110000000003,the leaves of Celaenododendron mexicanum (Euphorbiaceae),natural,terpenoid,triterpene,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959397

"
1341,C[C@@]5(C)CC[C@]4(C(=O)O)CC[C@]3(C)C(=CCC2[C@@]1(C)CCC[C@@](C)(C)C1CC[C@]23C)C4C5,epi-oleanolic acid,18.8,,C30H48O3,440.71200000000033,"the leaves
of Celaenododendron mexicanum (Euphorbiaceae)",natural,terpenoid,triterpene,active,"10.1016/j.bmc.2013.11.048

"
1342,[H][C@@]45CC1OC(=O)[C@H](OC(=O)C(C)CC)C2[C@@H](C)[C@@H](O)[C@@]3(O)OC[C@]12C3[C@@]4(C)[C@H](O)C(O)C=C5C,simalikalactone D,,0.035,C25H34O9,480.5540000000002,Simaroubaceae family,natural,terpenoid,triterpene,active,"10.1016/j.bmc.2013.11.048
;10.1016/j.phytochem.2008.06.019"
1343,[H][C@@]45CC1OC(=O)[C@H](CCCCCCCC)C2[C@H](C)[C@H](O)[C@]3(O)OCC12C3[C@@]4(C)[C@H](O)C(O)C=C5C,15-beta-heptylchaparrinone,,,C28H44O7,492.6530000000002,"species of Simaroubaceae family
",natural,terpenoid,triterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1016/j.phytochem.2008.06.019"
1344,C=C[C@]9(C)[C@@H](OC1OCC(OS)C(O)C1OC4OC(C)C(OC3CC(OC2OC(OC)C(O)C(OC)C2O)C(O)C(OC)O3)C(O)C4O)CC[C@]%10(C)C8=CC(O)C67C(=O)O[C@@](C)(C5CCC(C)(C)O5)[C@@]6(O)CC[C@@]7(C)C8CCC9%10,"holothurins A
",,,C55H86O23S,1147.337,the sea cucumber Actinopyga lecanora,natural,terpenoid,triterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960473

"
1345,C=C[C@]9(C)[C@@H](OC1OCC(OS)C(O)C1OC4OC(C)C(OC3CC(OC2OC(OC)C(O)C(OC)C2O)C(O)C(OC)O3)C(O)C4O)CC[C@]%10(C)C8=CC(O)C67C(=O)O[C@@](C)(C5CCC(C)(C)O5)[C@@]6(O)CC[C@@]7(C)C8CCC9%10,"holothurins A
",,,C55H86O23S,1147.337,the sea cucumber Actinopyga lecanora,natural,terpenoid,triterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960473

"
1346,C=C6C=CC5[C@]4(C)CCC1[C@](C)([C@H](OC(C)=O)[C@H](OC(C)=O)[C@]3(C)[C@@]1(O)CC(=C)C2O[C@]23C(=O)C=O)C4[C@H](OC(C)=O)[C@H](OC(C)=O)[C@]5(COC(C)=O)[C@@H](C)O6,,,,C41H52O15,784.8520000000003,Lophanthera lactescens,natural,terpenoid,triterpene,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960473

"
1347,C=C6C=CC5[C@]4(C)CCC1[C@](C)([C@H](OC(C)=O)[C@H](OC(C)=O)[C@]3(C)[C@@]1(O)CC(=C)C2O[C@]23C(=O)C=O)C4[C@H](OC(C)=O)[C@H](OC(C)=O)[C@]5(COC(C)=O)[C@@H](C)O6,,0.50,,C41H52O15,784.8520000000003,Lophanthera lactescens,natural,terpenoid,triterpene,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960473

"
1348,CC(C)(O)[C@@H](O)CCCC7[C@@H](O)C[C@@]8(C)C5C[C@H](O[C@H]1O[C@@H](O)[C@@H](O)C1O)C4[C@@](C)(C)[C@@H](O[C@@H]2OCC(O)[C@H](O)[C@@H]2OC[C@H]3O[C@@H](O)[C@H](O)C3O)CC[C@@]46C[C@@]56CC[C@]78C ,oleifoliosides A,,13.2,C43H72O17,861.032,Astragalus oleifolius,natural,saponin,,active,"10.1016/j.bmc.2013.11.048;
    10.1016/j.phytochem.2005.04.019

"
1349,CC(C)(O)[C@@H](O)CCCC7[C@@H](O)C[C@@]8(C)C5C[C@H](OC1OC(CO)C(O)C(O)C1O)C4[C@@](C)(C)[C@@H](O[C@@H]2OCC(O)[C@H](O)[C@@H]2OC[C@H]3O[C@@H](O)[C@H](O)C3O)CC[C@@]46C[C@@]56CC[C@]78C,"oleifoliosides B
",,13.7,C45H76O18,905.085,Astragalus oleifolius,natural,saponin,,active,"10.1016/j.bmc.2013.11.048;
    10.1016/j.phytochem.2005.04.019

"
1350,CC(C)(O)[C@@H](O)CCCC6[C@@H](O)C[C@@]7(C)C4C[C@H](OC1OC(CO)C(O)C(O)C1O)C3[C@@](C)(C)[C@@H](O[C@@H]2OCC(O)[C@H](O)[C@@H]2O)CC[C@@]35C[C@@]45CC[C@]67C ,cyclocanthoside E,,14.1,C40H68O14,772.9699999999999,Astragalus oleifolius,natural,saponin,,active,"10.1016/j.bmc.2013.11.048;
    10.1016/j.phytochem.2005.04.019

"
1351,CC(=O)O[C@H]1[C@@H](O)C(O)CO[C@H]1O[C@H]8CC[C@]27C[C@]25CC[C@]4(C)[C@@H]([C@@]3(C)CC[C@@H](C(C)(C)O)O3)[C@@H](O)C[C@@]4(C)C5C[C@H](OC6OCC(O)C(O)C6O)C7[C@@]8(C)C,"astragaloside II 
",,"21.3
",C43H70O15,796.9920000000003,Astragalus oleifolius,natural,saponin,,active,"10.1016/j.bmc.2013.11.048;
    10.1016/j.phytochem.2005.04.019

"
1352,CC7OC(O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)OC1O[C@H]6CC[C@]5(C)C4CC=C3C2C[C@](C)(C)CC[C@]2(C(=O)O)CC[C@@]3(C)[C@]4(C)CCC5[C@]6(C)CO)CC(O)C7O  ,alpha-hederin,,,C41H66O12,750.9670000000002,the leaves of Hedera helix (Araliaceae),natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
1353,CC7OC(O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)OC1O[C@H]6CC[C@]5(C)C4CC=C3C2C[C@](C)(C)CC[C@]2(C(=O)O)CC[C@@]3(C)[C@]4(C)CCC5[C@]6(C)CO)CC(O)C7O  ,alpha-hederin,,,C41H66O12,750.9670000000002,the leaves of Hedera helix (Araliaceae),natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
1354,CC7OC(O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)OC1O[C@H]6CC[C@]5(C)C4CC=C3C2C[C@](C)(C)CC[C@]2(C(=O)O)CC[C@@]3(C)[C@]4(C)CCC5[C@@]6(C)C)CC(O)C7O  ,beta-hederin,,,C41H66O11,734.9680000000002,the leaves of Hedera helix (Araliaceae),natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
1355,CC7OC(O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)OC1O[C@H]6CC[C@]5(C)C4CC=C3C2C[C@](C)(C)CC[C@]2(C(=O)O)CC[C@@]3(C)[C@]4(C)CCC5[C@@]6(C)C)CC(O)C7O  ,beta-hederin,,"
",C41H66O11,734.9680000000002,the leaves of Hedera helix (Araliaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
1356,C[C@@]5(C)CC[C@]4(C(=O)O)CC[C@]3(C)C(=CCC2[C@@]1(C)CC[C@H](O)[C@@](C)(CO)C1CC[C@]23C)C4C5,hederagenin,,,C30H48O4,472.7100000000003,the leaves of Hedera helix (Araliaceae),natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
1357,C[C@@]5(C)CC[C@]4(C(=O)O)CC[C@]3(C)C(=CCC2[C@@]1(C)CC[C@H](O)[C@@](C)(CO)C1CC[C@]23C)C4C5,hederagenin,,,C30H48O4,472.7100000000003,the leaves of Hedera helix (Araliaceae),natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
1358,CC8OC(O[C@H]2[C@@H](O)[C@H](OC1CC(O)C(O)C(CO)O1)[C@@H](O)OC2O[C@H]7CC[C@]6(C)C5CC=C4C3C[C@](C)(C)CC[C@]3(C(=O)O)CC[C@@]4(C)[C@]5(C)CCC6[C@@]7(C)C)CC(O)C8O,"hederecolchiside-A1 
",,,C47H76O15,881.1099999999997,Hedera colchica,natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1021/np0497088"
1359,CC8OC(O[C@H]2[C@@H](O)[C@H](OC1CC(O)C(O)C(CO)O1)[C@@H](O)OC2O[C@H]7CC[C@]6(C)C5CC=C4C3C[C@](C)(C)CC[C@]3(C(=O)O)CC[C@@]4(C)[C@]5(C)CCC6[C@@]7(C)C)CC(O)C8O,"hederecolchiside-A1 
",,,C47H76O15,881.1099999999997,Hedera colchica,natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1021/np0497088"
1360,C=C[C@]5(C)CCC34CC[C@@]2(C)CC([C@@]1(C)CC[C@H](O)[C@@](C)(CO)C1CCC)C=CC2(OC3)C4C5 ,mimengoside-A,,,C31H50O3,470.73800000000034,the leaves of Buddleja madagascariensis (Loganiaceae),natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1021/np0497088"
1361,C=C[C@]5(C)CCC34CC[C@@]2(C)CC([C@@]1(C)CC[C@H](O)[C@@](C)(CO)C1CCC)C=CC2(OC3)C4C5 ,mimengoside-A,,,C31H50O3,470.73800000000034,the leaves of Buddleja madagascariensis (Loganiaceae),natural,saponin,,inactive,"10.1016/j.bmc.2013.11.048
;10.1021/np0497088"
1362,CC1CC[C@@]6(OC1)OC5CC4C3=CCC2=CC(=O)[C@@H](O)C[C@]2(C)C3C[C@H](O)[C@]4(C)C5[C@@H]6C,Muzanzagenin,70.04,,C27H38O5,442.5960000000002,the roots of Asparagus africanus (Liliaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048

"
1363,CC7=CCC6(C(=O)O)CCC5(C)C(CCC4C3(C)CC(O)C(OC1OC(CO)C(O)C(O)C1OC2CC(O)C(O)C(CO)O2)C(C)(C)C3CCC45C)C6C7C,,15.4,,C42H68O13,780.993,leaves of Careya arborea,natural,saponin,,active,"10.1016/j.bmc.2013.11.048

"
1364,CC7=CCC6(C(=O)O)CCC5(C)C(CCC4C3(C)CC(O)C(OC1OC(CO)C(O)C(O)C1OC2CC(O)C(O)C(CO)O2)C(C)(C)C3CCC45C)C6C7C,,15.4,,C42H68O13,780.993,leaves of Careya arborea,natural,saponin,,active,"10.1016/j.bmc.2013.11.048

"
1365,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)O)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O		,mesabalide III,0.005,,C76H108O31,1517.6689999999999,Maesa balansae (Myrsinaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048

"
1366,C/C=C(C)/C(=O)O[C@@H]%10C[C@@]8(C)[C@]7(C)CCC6[C@@](C)(C)[C@@H](O[C@@H]4OC(C(=O)O)[C@H](O)C(O[C@@H]1OC(CO)[C@H](O)C(O)C1OC2OC(C)C(O)C(O)C2O[C@@H]3OC(C)[C@H](O)C(O)C3O)C4O[C@@H]5OC(CO)[C@H](O)C(O)C5O)CC[C@]6(C)C7CC[C@@]8%13OC%11%12C[C@](C)(C)[C@@H](O)[C@H](OC(=O)/C=C/c9ccccc9)[C@@]%10([C@H]%11O)C%12%13 ,mesabalide IV,0.009,,C75H110O32,1523.6730000000007,Maesa balansae (Myrsinaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959531"
1367,[H][C@]4%10CC[C@@]3(C)[C@@]([H])(CC2OC1(CC[C@H](C)CO1)[C@@H](C)[C@@]23[H])[C@]4(C)CCC9CC(O[C@@H]8OC(CO[C@H]5C[C@@H](O)C(O)C(CO)O5)[C@H](O[C@@H]7OC(CO[C@@H]6OC(C)[C@H](O)C(O)C6O)[C@H](O)C(O)C7O)C(O)C8O)CC[C@@]9%10C,racemoside A,1.09 and 1.25 respectively,,C52H86O21,1047.2390000000007,Asparagus racemosus (Liliaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959531"
1368,[H][C@]4%10CC[C@@]3(C)[C@@]([H])(CC2OC1(CC[C@H](C)CO1)[C@@H](C)[C@@]23[H])[C@]4(C)CCC9CC(O[C@@H]8OC(CO[C@H]5C[C@@H](O)C(O)C(CO)O5)[C@H](O[C@@H]7OC(CO[C@@H]6OC(C)[C@H](O)C(O)C6O)[C@H](O)C(O)C7O)C(O)C8O)CC[C@@]9%10C,racemoside A,0.16 and 0.15 respectively,,C52H86O21,1047.2390000000007,Asparagus racemosus (Liliaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959531"
1369,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1370,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,2.4,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1371,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1372,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,1.1,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1373,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1374,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,"7.6
",,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1375,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1376,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,"2.1
",,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1377,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1378,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,1.7,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1379,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1380,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,1.6,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1381,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1382,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,"1.5
",,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1383,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1384,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,65.8,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1385,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,>100,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
1386,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,"3.1
",,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,active,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
