,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,active_or_inactive,refs
906,[H][C@@]12CCC(=C)[C@H](CC/C(C)=C/C(=O)OC)[C@@]1(C)CCC[C@@]2(C)C(=O)O ,,dehydropinifolic acid,C20H30O4,348.4830000000001,the stem bark of Polyalthia macropoda (Annonaceae),natural,terpenoid,diterpene,,"10.1016/j.bmc.2013.11.048

"
907,C=C[C@@]3(C)CCC2[C@](C)(CCC1[C@@](C)(C)[C@H](O)CC[C@]12C)O3 ,,"ribenol 
",C20H34O2,306.49000000000007,Sideritis varoi (Lamiaceae),natural,terpenoid,diterpene,,"10.1016/j.bmc.2013.11.048

"
908,[H][C@@]14C[C@](C)(C=C)CC[C@@]1(C)[C@]23CCC[C@@](C)(C(=O)O2)[C@]3([H])[C@H](O)C4=O ,,6-beta-hydroxyrosenonolactone,C20H28O4,332.44,the bark of Holarrhena floribunda (Apocynaceae),natural,terpenoid,diterpene,,"10.1016/j.bmc.2013.11.048
;10.1021/np990332l"
909,COc2cc1C3=C(C(O)C(O)=c1c(=O)c2C(C)C)[C@](C)(C)CC=C3,"7-hydroxy-12-methoxy-20-nor-abieta-1,5(10),7,9,12-pentaen-6,14-dione  ",,C20H24O4,328.4080000000001,roots of Salvia cilicica (Lamiaceae),,terpenoid,diterpene,,"10.1016/j.bmc.2013.11.048

"
910,CC(C)c3cc(=O)c1c(CCC2[C@](C)(C)CC=C[C@]12C)c3=O,"abieta-8,12-dien-11,14-dione ",,C20H28O2,298.426,roots of Salvia cilicica (Lamiaceae),natural,terpenoid,diterpene,,"10.1016/j.bmc.2013.11.048

"
911,CC[C@@H](O)C[C@H]1OC[C@@]1(OC(C)=O)C3CC(=O)[C@H](O)C2=C(C)[C@@H](C)C[C@](O)([C@H]2C)[C@H]3OC(=O)c4ccccc4,"(2alpha,5beta,7beta,10beta,13alpha)-4-Acetoxy-1,7,10,13-tetrahydroxy-9-oxo-5,20-epoxytax-11-en-2-yl benzoate",10-deacetylbaccatin III,C29H36O10,544.6410000000003,Taxus baccata (Taxaceae),natural,terpenoid,diterpene,,"10.1016/j.bmc.2013.11.048

"
912,C[C@@H]5CC[C@]4(C(=O)O)CC[C@]1(C)C(=CC[C@@]2(C)[C@@]1(C)CC[C@@]3(C)[C@](C)(C)[C@H](O)CC[C@]23C)C4[C@H]5C,,The ursolic acid,C32H52O3,484.7650000000003,the bark of Jacaranda copaia,natural,terpenoid,triterpene,,"10.1016/j.bmc.2013.11.048

"
913,C=C(C)[C@@H]4CC[C@]5(C=O)CC[C@]1(C)C(CC[C@@]3(C)[C@@]1(C)CC[C@@]2(C)[C@](C)(C)[C@H](O)CC[C@@]23C)C45,,betulinaldehyde,C30H48O2,468.7660000000003,"the stem of Doliocarpus dentatus
(Dilleniaceae)",natural,terpenoid,triterpene,,"10.1016/j.bmc.2013.11.048

"
914,[H][C@@]13CC[C@@](C)([C@@H](CC)C(C)CC/C=C(C)\C(=O)O)[C@@H](C)C1=CCC2[C@](C)(C)C(=O)CC[C@@]23C ,,"(24Z)-3-oxotirucalla-7,24-dien-26-oic acid",C30H48O3,456.7110000000003,the leaves of Celaenododendron mexicanum (Euphorbiaceae),natural,terpenoid,triterpene,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959397

"
915,C[C@@]5(C)CC[C@]4(C(=O)O)CC[C@]3(C)C(=CCC2[C@@]1(C)CCC[C@@](C)(C)C1CC[C@]23C)C4C5,(3alpha)-3-Hydroxyolean-12-en-28-oic acid,epi-oleanolic acid,C30H48O3,440.71200000000033,"the leaves
of Celaenododendron mexicanum (Euphorbiaceae)",natural,terpenoid,triterpene,,"10.1016/j.bmc.2013.11.048

"
916,[H][C@@]45CC1OC(=O)[C@H](OC(=O)C(C)CC)C2[C@@H](C)[C@@H](O)[C@@]3(O)OC[C@]12C3[C@@]4(C)[C@H](O)C(O)C=C5C,"(1beta,11beta,12alpha,15beta)-1,11,12-Trihydroxy-2,16-dioxo-13,20-epoxypicras-3-en-15-yl (2R)-2-methylbutanoate",simalikalactone D,C25H34O9,480.5540000000002,Simaroubaceae family,natural,terpenoid,triterpene,inactive against all protozoa except L maj,"10.1016/j.bmc.2013.11.048
;10.1016/j.phytochem.2008.06.019"
917,[H][C@@]45CC1OC(=O)[C@H](CCCCCCCC)C2[C@H](C)[C@H](O)[C@]3(O)OCC12C3[C@@]4(C)[C@H](O)C(O)C=C5C,,15-beta-heptylchaparrinone,C28H44O7,492.6530000000002,"species of Simaroubaceae family
",natural,terpenoid,triterpene,inactive against all protozoa except L maj,"10.1016/j.bmc.2013.11.048
;10.1016/j.phytochem.2008.06.019"
918,C=C[C@]9(C)[C@@H](OC1OCC(OS)C(O)C1OC4OC(C)C(OC3CC(OC2OC(OC)C(O)C(OC)C2O)C(O)C(OC)O3)C(O)C4O)CC[C@]%10(C)C8=CC(O)C67C(=O)O[C@@](C)(C5CCC(C)(C)O5)[C@@]6(O)CC[C@@]7(C)C8CCC9%10,,"holothurins A
",C55H86O23S,1147.337,the sea cucumber Actinopyga lecanora,natural,terpenoid,triterpene,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960473

"
919,C=C6C=CC5[C@]4(C)CCC1[C@](C)([C@H](OC(C)=O)[C@H](OC(C)=O)[C@]3(C)[C@@]1(O)CC(=C)C2O[C@]23C(=O)C=O)C4[C@H](OC(C)=O)[C@H](OC(C)=O)[C@]5(COC(C)=O)[C@@H](C)O6,"6 alpha ,7 alpha ,15beta,16beta,24-pentacetoxy-22 alpha -carbo-metoxy-21beta,22beta-epoxy-18beta-hydroxy-27,30-bisnor-3,4-secofrie- dela-1,20 (29)-dien-3,4 R-olide  ",,C41H52O15,784.8520000000003,Lophanthera lactescens,natural,terpenoid,triterpene,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960473

"
920,CC(C)(O)[C@@H](O)CCCC7[C@@H](O)C[C@@]8(C)C5C[C@H](O[C@H]1O[C@@H](O)[C@@H](O)C1O)C4[C@@](C)(C)[C@@H](O[C@@H]2OCC(O)[C@H](O)[C@@H]2OC[C@H]3O[C@@H](O)[C@H](O)C3O)CC[C@@]46C[C@@]56CC[C@]78C ,,oleifoliosides A,C43H72O17,861.032,Astragalus oleifolius,natural,saponin,,,"10.1016/j.bmc.2013.11.048;
    10.1016/j.phytochem.2005.04.019

"
921,CC(C)(O)[C@@H](O)CCCC7[C@@H](O)C[C@@]8(C)C5C[C@H](OC1OC(CO)C(O)C(O)C1O)C4[C@@](C)(C)[C@@H](O[C@@H]2OCC(O)[C@H](O)[C@@H]2OC[C@H]3O[C@@H](O)[C@H](O)C3O)CC[C@@]46C[C@@]56CC[C@]78C,,"oleifoliosides B
",C45H76O18,905.085,Astragalus oleifolius,natural,saponin,,,"10.1016/j.bmc.2013.11.048;
    10.1016/j.phytochem.2005.04.019

"
922,CC(C)(O)[C@@H](O)CCCC6[C@@H](O)C[C@@]7(C)C4C[C@H](OC1OC(CO)C(O)C(O)C1O)C3[C@@](C)(C)[C@@H](O[C@@H]2OCC(O)[C@H](O)[C@@H]2O)CC[C@@]35C[C@@]45CC[C@]67C ,,cyclocanthoside E,C40H68O14,772.9699999999999,Astragalus oleifolius,natural,saponin,,,"10.1016/j.bmc.2013.11.048;
    10.1016/j.phytochem.2005.04.019

"
923,CC(=O)O[C@H]1[C@@H](O)C(O)CO[C@H]1O[C@H]8CC[C@]27C[C@]25CC[C@]4(C)[C@@H]([C@@]3(C)CC[C@@H](C(C)(C)O)O3)[C@@H](O)C[C@@]4(C)C5C[C@H](OC6OCC(O)C(O)C6O)C7[C@@]8(C)C,"(3beta,6alpha,9beta,16beta,20R,24S)-3-[(2-O-Acetyl-beta-D-xylopyranosyl)oxy]-16,25-dihydroxy-20,24-epoxy-9,19-cyclolanostan-6-yl beta-D-glucopyranoside","astragaloside II 
",C43H70O15,796.9920000000003,Astragalus oleifolius,natural,saponin,,,"10.1016/j.bmc.2013.11.048;
    10.1016/j.phytochem.2005.04.019

"
924,CC7OC(O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)OC1O[C@H]6CC[C@]5(C)C4CC=C3C2C[C@](C)(C)CC[C@]2(C(=O)O)CC[C@@]3(C)[C@]4(C)CCC5[C@]6(C)CO)CC(O)C7O  ,,alpha-hederin,C41H66O12,750.9670000000002,the leaves of Hedera helix (Araliaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
925,CC7OC(O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)OC1O[C@H]6CC[C@]5(C)C4CC=C3C2C[C@](C)(C)CC[C@]2(C(=O)O)CC[C@@]3(C)[C@]4(C)CCC5[C@@]6(C)C)CC(O)C7O  ,(3beta)-3-{[2-O-(6-Deoxy-alpha-L-mannopyranosyl)-alpha-L-arabinopyranosyl]oxy}olean-12-en-28-oic acid,beta-hederin,C41H66O11,734.9680000000002,the leaves of Hedera helix (Araliaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
926,C[C@@]5(C)CC[C@]4(C(=O)O)CC[C@]3(C)C(=CCC2[C@@]1(C)CC[C@H](O)[C@@](C)(CO)C1CC[C@]23C)C4C5,"(3beta)-3,23-Dihydroxyolean-12-en-28-oic acid",hederagenin,C30H48O4,472.7100000000003,the leaves of Hedera helix (Araliaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-960086"
927,CC8OC(O[C@H]2[C@@H](O)[C@H](OC1CC(O)C(O)C(CO)O1)[C@@H](O)OC2O[C@H]7CC[C@]6(C)C5CC=C4C3C[C@](C)(C)CC[C@]3(C(=O)O)CC[C@@]4(C)[C@]5(C)CCC6[C@@]7(C)C)CC(O)C8O,,"hederecolchiside-A1 
",C47H76O15,881.1099999999997,Hedera colchica,natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1021/np0497088"
928,C=C[C@]5(C)CCC34CC[C@@]2(C)CC([C@@]1(C)CC[C@H](O)[C@@](C)(CO)C1CCC)C=CC2(OC3)C4C5 ,,mimengoside-A,C31H50O3,470.73800000000034,the leaves of Buddleja madagascariensis (Loganiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1021/np0497088"
929,CC1CC[C@@]6(OC1)OC5CC4C3=CCC2=CC(=O)[C@@H](O)C[C@]2(C)C3C[C@H](O)[C@]4(C)C5[C@@H]6C,,Muzanzagenin,C27H38O5,442.5960000000002,the roots of Asparagus africanus (Liliaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048

"
930,CC7=CCC6(C(=O)O)CCC5(C)C(CCC4C3(C)CC(O)C(OC1OC(CO)C(O)C(O)C1OC2CC(O)C(O)C(CO)O2)C(C)(C)C3CCC45C)C6C7C,"3-O-beta- D -gluco- pyranosyl-(1-2)-beta- D -glucopyranosyl-2 alpha ,3beta-dihydroxy-taraxast-20- en-28-oic acid",,C42H68O13,780.993,leaves of Careya arborea,natural,saponin,,,"10.1016/j.bmc.2013.11.048

"
931,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)O)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O		,,mesabalide III,C76H108O31,1517.6689999999999,Maesa balansae (Myrsinaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048

"
932,C/C=C(C)/C(=O)O[C@@H]%10C[C@@]8(C)[C@]7(C)CCC6[C@@](C)(C)[C@@H](O[C@@H]4OC(C(=O)O)[C@H](O)C(O[C@@H]1OC(CO)[C@H](O)C(O)C1OC2OC(C)C(O)C(O)C2O[C@@H]3OC(C)[C@H](O)C(O)C3O)C4O[C@@H]5OC(CO)[C@H](O)C(O)C5O)CC[C@]6(C)C7CC[C@@]8%13OC%11%12C[C@](C)(C)[C@@H](O)[C@H](OC(=O)/C=C/c9ccccc9)[C@@]%10([C@H]%11O)C%12%13 ,,mesabalide IV,C75H110O32,1523.6730000000007,Maesa balansae (Myrsinaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959531"
933,[H][C@]4%10CC[C@@]3(C)[C@@]([H])(CC2OC1(CC[C@H](C)CO1)[C@@H](C)[C@@]23[H])[C@]4(C)CCC9CC(O[C@@H]8OC(CO[C@H]5C[C@@H](O)C(O)C(CO)O5)[C@H](O[C@@H]7OC(CO[C@@H]6OC(C)[C@H](O)C(O)C6O)[C@H](O)C(O)C7O)C(O)C8O)CC[C@@]9%10C,,racemoside A,C52H86O21,1047.2390000000007,Asparagus racemosus (Liliaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-959531"
934,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
935,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
936,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
937,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
938,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
939,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
940,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
941,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
942,COC(=O)C15CCC(C)C(C)C1C4=CCC3C2CCC(O)C(C)(C)C2(C)CCC3(C)C4(C(=O)O)CC5,,,C31H48O5,500.7200000000005,Nauclea diderrichii (Rubiaceae),natural,saponin,,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2006-951726"
943,[H][C@@]23CCC1=CC(=O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H](CC(=C)CC/C=C(C)/C)CC[C@@]34[H],"cholest-4,20,24-trien-3-one  ",,C28H42O,394.64300000000026,Mexican plant Pentalinon andrieuxii,natural,sterol,,,"10.1016/j.bmc.2013.11.048

"
944,[H][C@@]23CCC1=CC(=O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H](C[C@H](C)CCC(=C)C(C)C)CC[C@@]34[H] ,"24-methylcholest-4,24(28)-dien-3-one ",,C29H46O,410.68600000000026,Mexican plant Pentalinon andrieuxii,natural,sterol,,,"10.1016/j.bmc.2013.11.048

"
945,[H][C@@]23CCC1=CC(=O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H](C[C@H](C)CCCC(C)C)CC[C@@]34[H] ,cholest-4-en-3-one ,,C27H44O,398.67500000000024,Mexican plant Pentalinon andrieuxii,natural,sterol,,,"10.1016/j.bmc.2013.11.048

"
946,[H][C@@]23CC=C1C[C@@H](O)CC[C@]1(C)[C@@]2([H])CC[C@]4(C)[C@@H](CC(=C)CC/C=C(C)/C)CC[C@@]34[H] ,"cholest-5,20,24-trien-3b-ol ",,C28H44O,396.6590000000003,Mexican plant Pentalinon andrieuxii,natural,sterol,,,"10.1016/j.bmc.2013.11.048

"
947,[H][C@@]12CC=C(C(C)=O)[C@@]1(C)[C@H](O)C[C@@]4([H])[C@@]2([H])CCC3=CC(=O)CC[C@@]34C,,"6,7-dihydroneridienone 
",C21H28O3,328.45200000000017,Mexican plant Pentalinon andrieuxii,natural,sterol,,,"10.1016/j.bmc.2013.11.048

"
948,[H][C@@]23C=CC1=CC(=O)CC[C@]1(C)[C@@]2([H])C[C@@H](O)[C@]4(C)C(C(C)=O)=CC[C@@]34[H],,neridienone,C21H26O3,326.43600000000004,Mexican plant Pentalinon andrieuxii,natural,sterol,,,"10.1016/j.bmc.2013.11.048

"
949,C/C(C)=C\CC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O ,"5-Methyl-2-[(2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrien-1-yl]-1,3-benzenediol",Grifolin,C22H32O2,328.49600000000004,Peperomia galoides,natural,Phenolic,Simple phenol,,"10.1016/j.bmc.2013.11.048

"
950,C/C(C)=C\CC/C(C)=C/Cc1c(O)cc(C)c(C/C=C(C)/C)c1O,,piperogalin,C22H32O2,328.49600000000004,Peperomia galoides,natural,Phenolic,Simple phenol,,"10.1016/j.bmc.2013.11.048

"
951,O=c3c(O[C@@H]1O[C@H]([C@H](O)CO)[C@H](O)[C@H]1O)c(c2ccc(O)c(O)c2)oc4cc(O)cc(O)c34,"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl beta-D-glucofuranoside",isoquercitrin,C21H20O12,464.3790000000002,,natural,phenolics,flavonoide,,"10.1016/j.bmc.2013.11.048
;10.1016/j.exppara.2012.01.015"
952,COc3ccc([C@@H]2COc1c(ccc(O)c1C/C=C(C)\C)C2)c(OC)c3O,,8-prenylmucronulatol,C22H26O5,370.44500000000016,Smirnowia iranica,natural,phenolics,flavonoide,,"10.1016/j.bmc.2013.11.048

"
953,COc4ccc([C@@H]3COc2c(ccc1OC(C)(C)C=Cc12)C3)c(OC)c4O,,"glyasperin H 
",C22H24O5,368.42900000000014,Smirnowia iranica,natural,phenolics,flavonoid,,"10.1016/j.bmc.2013.11.048

"
954,COc4ccc([C@@H]3COc1c(ccc2occc12)C3)c(OC)c4O,,smiranicin,C19H18O5,326.34800000000007,Smirnowia iranica,natural,phenolics,flavonoid,,"10.1016/j.bmc.2013.11.048

"
955,O=c2cc(c1ccc(O)c(O)c1)oc3cc(O)cc(O)c23,"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",luteolin,C15H10O6,286.23900000000003,Vitex negundo (Verbenaceae) and Fagopyrum esculentum (Polygonaceae),natural,phenolics,flavonoid,,"10.1016/j.bmc.2013.11.048

"
956,COc3cc(O)c2C(=O)C[C@@H](c1ccc(O)cc1)Oc2c3,"(2R)-5-Hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydro-4H-chromen-4-one","sakuranetin
",C16H14O5,286.283,the leaves of Baccharis retusa,natural,phenolics,flavonoid,,"10.1016/j.bmc.2013.11.048
;10.1016/j.exppara.2011.11.002

"
957,Oc3ccc(C2CCc1c(O)cc(O)cc1O2)cc3 ,,"5,7,4' -trihydroxyflavan",C15H14O4,258.273,Amazonian shrub Faramea guianesis,natural,phenolics,flavonoid,,"10.1016/j.bmc.2013.11.048

"
958,O=c5cc(c4ccc(O)c(c2c(O)cc(O)c3c(=O)cc(c1ccc(O)cc1)oc23)c4)oc6cc(O)cc(O)c56 ,"8-[5-(5,7-Dihydroxy-4-oxo-4H-chromen-2-yl)-2-hydroxyphenyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one",amentoflavone,C30H18O10,538.4640000000002,the leaves of Celanodendron mexicanum,natural,phenolics,flavonoid,,"10.1016/j.bmc.2013.11.048

"
959,COOc6ccc(c5cc(=O)c4c(O)cc(O)c(c3cc(c2cc(=O)c1c(O)cc(O)cc1o2)ccc3O)c4o5)cc6 ,"8-[5-(5,7-Dihydroxy-4-oxo-4H-chromen-2-yl)-2-hydroxyphenyl]-5,7-dihydroxy-2-(4-methoxyphenyl)-4H-chromen-4-one",podocarpusflavone A,C31H20O10,568.4900000000002,the leaves of Celanodendron mexicanum,natural,phenolics,flavonoid,,"10.1016/j.bmc.2013.11.048

"
960,COOc6ccc(c5cc(=O)c4c(O)cc(O)c(c3cc(c2cc(=O)c1c(O)cc(OOC)cc1o2)ccc3O)c4o5)cc6,"5,7-Dihydroxy-8-[2-hydroxy-5-(5-hydroxy-7-methoxy-4-oxo-4H-chromen-2-yl)phenyl]-2-(4-methoxyphenyl)-4H-chromen-4-one",podocarpusflavone B,C32H22O10,598.5160000000003,the leaves of Celanodendron mexicanum,natural,phenolics,flavonoid,,"10.1016/j.bmc.2013.11.048

"
961,O=c2c(=Cc1ccc(O)c(O)c1)oc3cc(O)ccc23 ,"2-[(3,4-dihydroxyphenyl)methylene]-6-hydroxybenzofuran-
3(2H)-one ",sulfuretin,C15H10O5,270.24,,natural,phenolics,aurone,,"10.1016/j.bmc.2013.11.048

"
962,COc2cc(O)c(C(=O)/C=C/c1ccccc1)c(O)c2 ,"(2E)-1-(2,6-Dihydroxy-4-methoxyphenyl)-3-phenyl-2-propen-1-one","2',6'-dihydroxy-4'-methoxychalcone 
",C16H14O4,270.284,Piper aduncum,natural,phenolics,chalcone,,"10.1016/j.bmc.2013.11.048

"
963,COc2cc(O)c(C(=O)CCc1ccccc1)c(O)c2 ,,dihydrochalcone,C16H16O4,272.29999999999995,Piper elongatum,natural,phenolics,chalcone,,"10.1016/j.bmc.2013.11.048

"
964,COc2cc(O)c(C(=O)CCc1ccc(O)cc1)c(O)c2 ,,dihydrochalcone,C16H16O5,288.299,Piper elongatum,natural,phenolics,chalcone,,"10.1016/j.bmc.2013.11.048

"
965,CCN(CC)c2ccc1c(C)cc(=O)oc1c2,,,C14H17NO2,231.29499999999996,C. brasiliense,natural,phenolics,"coumarin
",,"10.1016/j.bmc.2013.11.048;
    /S0100-879X2004001200010

"
966,C/C(C)=C/CC/C(C)=C/COc2ccc1ccc(=O)oc1c2 ,"7-{[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]oxy}-2H-chromen-2-one",7-geranyloxycoumarin,C19H22O3,298.38200000000006,Esenbeckia febrifuga (Rutaceae),natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048

"
967,[H][C@@]3(CC)Oc1c(c(=O)oc2cccc(C)c12)[C@]3(C)CC(=O)C4OC4(C)C ,,"2-epicycloisobrachycoumarinone  
",C21H24O5,356.4180000000001,Vernonia brachycalyx (Asteraceae),natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1021/np970030o"
968,CC[C@@]3(C)Oc1c(c(=O)oc2cccc(C)c12)[C@]3(C)CC(=O)C4OC4(C)C,,cycloisobrachycoumarinone,C22H26O5,370.44500000000016,Vernonia brachycalyx (Asteraceae),natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1021/np970030o"
969,C/C(C)=C/3CC[C@H](C)[C@](C)(Oc2ccc1ccc(=O)oc1c2)[C@H]3CCC(=O)O,,galbanic acid,C24H30O5,384.4720000000002,Ferula szowitsiana (Apiaceae),natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024"
970,CCCc1cc(=O)oc2c(C(=O)C(C)CC)c(O)c(C/C=C(C)\C)c(O)c12,,mammea B/BB,C22H28O5,372.4610000000001,,natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024"
971,CCC(C)C(=O)c2c(O)c(CCC(C)C)c(O)c3c(c1ccccc1)cc(=O)oc23 ,"5,7-dihydroxy-8-(2-methylbutanoyl)-6-(3-methylbutyl)-4-phenyl-chroman-2-one ",,C25H28O5,408.4940000000001,,natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024"
972,CCC(C)C(=O)c2c(O)c(C/C=C(C)\C)c(O)c3c(c1ccccc1)cc(=O)oc23,"
","7-hydroxy-5-methoxy-8-(2-methylbutanoyl)-6-(3-methylbut-2-en-1-yl)-4 phenylcoumarin
",C25H26O5,406.4780000000001,,natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024"
973,CCC(C)C(=O)c2c(O)c(C/C=C(C)\C)c(O)c3c(c1ccccc1)cc(=O)oc23,,"5,7-dimethoxy-8-(2-methylbutanoyl)-6-(3-methylbut-2-en-1-yl)-4-phe-
nylcoumarin",C25H26O5,406.4780000000001,,natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024"
974,CCC(C)C(OC)c2c(OC)c(C/C=C(C)\C)c(OC)c3c(c1ccccc1)cc(=O)oc23,,"5,7-dimethoxy-8-(1-methoxy-2-methylbutyl)-
6-(3-methylbut-2-en-1-yl)-4 phenylcoumarin",C28H34O5,450.57500000000016,,natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024"
975,O=c3cc(c1ccccc1)c2c(O)cc(O)cc2o3 ,"5,7-Dihydroxy-4-phenyl-2H-chromen-2-one","5,7-dihydroxy-4-phenylcoumarin",C15H10O4,254.24099999999999,,natural,phenolics,coumarin,,"10.1016/j.bmc.2013.11.048
;10.1016/j.biopha.2008.08.024"
976,O=C(OC3COC(=O)c1cc(O)c(O)c(O)c1c2c(O)c(O)c(O)cc2C(=O)OC3C6OC(=O)c4cc(O)c(O)c(O)c4c5c(O)c(O)c(O)c7c5C(=O)OC6OC7O)c8cc(O)c(O)c(O)c8 ,,casuarinin,C41H28O26,952.6480000000005,"Punica granatum, Casuarina, and Stachyurus species",natural,phenolics,tannins,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2001-18850"
977,O=C8OCC6OC(=O)c1cc(O)c(O)c(O)c1c2c(O)c(O)c(O)c3c2C(=O)OC(C5OC(=O)c4c3c(O)c(O)c(O)c4[C@H]5O)C6OC(=O)c7cc(O)c(O)c(O)c7c9c(O)c(O)c(O)cc89  ,,castalagin,C41H26O26,934.6330000000005,"n-butanol
extracts of Anogeissus leiocarpus and Terminalia avicennoides",natural,phenolics,tannins,,"10.1016/j.bmc.2013.11.048
;10.1055/s-2001-18850"
978,[H][C@@]23CO[C@@H](c1cc(OC)c(O)c(OC)n1)[C@]2([H])CO[C@H]3c4cc(OC)c(O)c(OC)c4,,medioresinol,C21H24O7,419.4300000000002,,natural,phenolics,lignans,,"10.1016/j.bmc.2013.11.048

"
