ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
3330,C1C(C1C(=O)NC2=NNC(=N2)C3=CC=CC=N3)C4=CC=CC=C4,,Active,Leishmania,Axenic,13,,,,,,,,,305.341,,C17H15N5O,,,,AID_1159560,91800746,91800746
3331,C1CC(CN(C1)C(=O)C2=NN(N=C2)C3=CC=CC=C3)N4C=CN=C4,,Active,Leishmania,Axenic,7.9,,,,,,,,,322.372,,C17H18N6O,,,,AID_1159560,53601791,53601791
3332,CCOC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC(=O)NC3CCCCC3,,Inactive,Leishmania,Axenic,50,,,,,,,,,381.476,,C22H27N3O3,,,,AID_1159560,4151270,4151270
3333,CC1=CC=CC=C1OCC(=O)N2CCCN(CC2)C3=NN=CC=C3,,Active,Leishmania,Axenic,13,,,,,,,,,326.4,,C18H22N4O2,,,,AID_1159560,53619100,53619100
3334,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CN3CCN(CC3)C(=O)C4=CC=CC(=C4)C#N.C(=O)(C(F)(F)F)O,,Active,Leishmania,Axenic,32,,,,,,,,,604.607000000001,,C28H27F3N4O6S,,,,AID_1159560,91800748,91800748
3335,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CN3CCN(CC3)C(=O)C4=CC=CC(=C4)C#N.C(=O)(C(F)(F)F)O,,Active,Leishmania,Axenic,10,,,,,,,,,588.608000000001,,C28H27F3N4O5S,,,,AID_1159560,91800750,91800750
3336,CC1=NC=CN1C2CCCN(C2)C(=O)C3=CC4=C(C=CC=C4S3)F,,Active,Leishmania,Axenic,5,,,,,,,,,343.427,,C18H18FN3OS,,,,AID_1159560,53624176,53624176
3337,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CN3CCN(CC3)C(=O)C4=CC=CC(=C4)C.C(=O)(C(F)(F)F)O,,Active,Leishmania,Axenic,25,,,,,,,,,577.625000000001,,C28H30F3N3O5S,,,,AID_1159560,91800752,91800752
3338,CC1=CC2=CN=CN2C(=N1)C3CCCCN3C(=O)C4=CC=CS4,,Active,Leishmania,Axenic,0.4,,,,,,,,,326.425,,C17H18N4OS,,,,AID_1159560,91800754,91800754
3339,CC1=CN=C(C=C1)NC2=NC(=CS2)C3CCCN3CC4=CC=NN4,,Active,Leishmania,Axenic,13,,,,,,,,,340.456,,C17H20N6S,,,,AID_1159560,91800755,91800755
3340,CN1C=NC=C1CN2CCC3(CC2)CC(OC3)CC4=CC=CC=C4,,Active,Leishmania,Axenic,13,,,,,,,,,325.456,,C20H27N3O,,,,AID_1159560,91800756,91800756
3341,CN(CC1=CC=C(C=C1)C(=O)N)C(C2=CC=C(C=C2)F)C3=CN=CC=C3,,Inactive,Leishmania,Axenic,50,,,,,,,,,349.409,,C21H20FN3O,,,,AID_1159560,53546923,53546923
3342,CC(CN1C=CN=C1)NC(=O)C2CC2C3=C(C(=CC=C3)Cl)Cl,,Active,Leishmania,Axenic,16,,,,,,,,,338.238,,C16H17Cl2N3O,,,,AID_1159560,56786818,56786818
3343,COC1=NC2=C(C(=CN=C2C=C1)F)NC(=O)C3(CCC(CC3)NCC4=CC5=C(C=C4)OCCO5)O.Cl,,Active,Leishmania,Axenic,40,,,,,,,,,518.973,,C25H28ClFN4O5,,,,AID_1159560,91800757,91800757
3344,COC1=CC2=C(C(=CN=C2C(=C1)F)F)CCN3CC[C@@H]([C@H](C3)O)NCC4=CC5=C(C=N4)OCS5.Cl,,Active,Leishmania,Axenic,25,,,,,,,,,525.021,,C24H27ClF2N4O3S,,,,AID_1159560,91800759,91800759
3345,C1CCC(CC1)C(=O)N2CCN(CC2)C3=NN=C(C4=CC=CC=C43)C5=CC=CC=C5,,Inactive,Leishmania,Axenic,50,,,,,,,,,400.526,,C25H28N4O,,,,AID_1159560,2953176,2953176
3346,COC1=NC2=C(C(=CN=C2C=C1)Cl)CCN3CC[C@H]([C@@H](C3)O)NCC4=CC5=C(C=N4)OCS5,,Active,Leishmania,Axenic,10,,,,,,,,,488.013,,C23H26ClN5O3S,,,,AID_1159560,91800762,91800762
3347,C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)O[C@H]5CCNC5)C(=O)N,,Inactive,Leishmania,Axenic,50,,,,,,,,,482.993,,C24H23ClN4O3S,,,,AID_1159560,91800764,91800764
3348,C1=CC=C(C=C1)CC(=O)NC2=CC=CC=C2C(=O)NC3=NC=CS3,,Inactive,Leishmania,Axenic,50,,,,,,,,,337.404,,C18H15N3O2S,,,,AID_1159560,1230956,1230956
3349,C1=CC2=C(C=C1[N+](=O)[O-])N=CN(C2=O)CC(=O)NCCC3=C(C=C(C=C3)Cl)Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,421.24,,C18H14Cl2N4O4,,,,AID_1159560,2083076,2083076
3350,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N2C=CC(=O)C3=C2C=CC(=C3)F,,Inactive,Leishmania,Axenic,50,,,,,,,,,318.691,,C15H8ClFN2O3,,,,AID_1159560,91800766,91800766
3351,CN(CC1=NC2=C(C=CC=C2N1)C(=O)N3CCN(CC3)CC4=CC=CC=C4)C5CCCC6=C5N=CC=C6.C(=O)(C(F)(F)F)O,,Active,Leishmania,Axenic,5,,,,,,,,,608.665000000001,,C32H35F3N6O3,,,,AID_1159560,91800767,91800767
3352,C1=CC=C(C=C1)OCC(=O)NC2=CC=CC=C2C(=O)NC3=NC=CS3,,Inactive,Leishmania,Axenic,50,,,,,,,,,353.403,,C18H15N3O3S,,,,AID_1159560,2936872,2936872
3353,CN(C1=CC=C(C=C1)C#N)C(=O)NC2=CC3=C(CCN(CC3)C4CCC4)C=C2.Cl,,Active,Leishmania,Axenic,40,,,,,,,,,410.949,,C23H27ClN4O,,,,AID_1159560,91800768,91800768
3354,COC1=NC2=C(C=CN=C2C=C1)[C@@H](CN3CC[C@@H]([C@H](C3)O)NC(=O)C4=CC=C(C=C4)Br)O,,Active,Leishmania,Axenic,3.2,,,,,,,,,501.381,,C23H25BrN4O4,,,,AID_1159560,91800769,91800769
3355,COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)NC2=CC(=CC=C2)Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,321.72,,C14H12ClN3O4,,,,AID_1159560,303233,303233
3356,C1CCN(C(C1)C2=CN=CC=C2)C(=O)NC3=CC(=CC=C3)Cl,,Active,Leishmania,Axenic,3.2,,,,,,,,,315.804,,C17H18ClN3O,,,,AID_1159560,3751158,3751158
3357,CC1=CC(=C(C=C1)C)N2C(=NN=N2)SC3=NC(=NN3C)[N+](=O)[O-],,Inactive,Leishmania,Axenic,50,,,,,,,,,332.349,,C12H12N8O2S,,,,AID_1159560,944369,944369
3358,CC(C)CC(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CS3,,Active,Leishmania,Axenic,6.3,,,,,,,,,340.448,,C19H20N2O2S,,,,AID_1159560,2927523,2927523
3359,CC(CNS(=O)(=O)C1=CC=C(C=C1)OC(F)F)C2=CC=C(C=C2)NC(=O)C3=CC=NC=C3,,Inactive,Leishmania,Axenic,50,,,,,,,,,461.49,,C22H21F2N3O4S,,,,AID_1159560,91800770,91800770
3360,CN1C=C(C=N1)CN2CCN(CC2)C3=CC4=C(CCN(CC4)C(=O)[C@H]5C[C@@H]5C6=CC=CC=C6)C=C3,,Active,Leishmania,Axenic,0.63,,,,,,,,,469.633,,C29H35N5O,,,,AID_1159560,91800771,91800771
3361,CC1=CC=C(C=C1)S(=O)(=O)CN2C(=NN=N2)C(C3=CN=CC=C3)N4CCN(CC4)C5=CC=CC=C5,,Active,Leishmania,Axenic,1,,,,,,,,,489.605,,C25H27N7O2S,,,,AID_1159560,3768240,3768240
3362,CC(=O)NC1(CCN(CC1)CC(=O)NC2=CC=CC=C2C3=CC=CC=C3)C4=CC=CC=C4,,Active,Leishmania,Axenic,20,,,,,,,,,427.548,,C27H29N3O2,,,,AID_1159560,16667796,16667796
3363,CC1=CC(=C(C=C1Br)[N+](=O)[O-])C#N,,Active,Leishmania,Axenic,25,,,,,,,,,241.044,,C8H5BrN2O2,,,,AID_1159560,91800774,91800774
3364,C1CN(CCN1C2=CC=C(C=C2)F)C(CNS(=O)(=O)C3=CC=CS3)C4=CN=CC=C4,,Inactive,Leishmania,Axenic,50,,,,,,,,,446.573,,C21H23FN4O2S2,,,,AID_1159560,4079114,4079114
3365,C1CN(CCC1N2CC(OCC2=O)(C3=CC=CC=C3)C4=CC=CC=C4)CC5=CC=C(C=C5)N6C=CN=C6.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,,Active,Leishmania,Axenic,32,,,,,,,,,720.667000000001,,C35H34F6N4O6,,,,AID_1159560,91800775,91800775
3366,CC(=O)NC1=CC=C(C=C1)CN2CCC(CC2)N3CC(OCC3=O)(C4=CC=CC=C4)C5=CC=CC=C5.C(=O)(C(F)(F)F)O,,Active,Leishmania,Axenic,0.5,,,,,,,,,597.634000000001,,C32H34F3N3O5,,,,AID_1159560,91800777,91800777
3367,CC(C(=O)NC1=CC=C(C=C1)Br)N2CCN(CC2)C3=CC=C(C=C3)[N+](=O)[O-],,Inactive,Leishmania,Axenic,50,,,,,,,,,433.306,,C19H21BrN4O3,,,,AID_1159560,3957951,3957951
3368,CC1=CC2=C(C=C1C)N(C=N2)C3=C(C=C(C=C3)[N+](=O)[O-])C#N,,Inactive,Leishmania,Axenic,50,,,,,,,,,292.298,,C16H12N4O2,,,,AID_1159560,2563371,2563371
3369,CCC1=CC=CC=C1[C@@H](C)NC(=O)C2=CN=C3C(=C2NC4CCN(CC4)C(=O)N)C=NN3CC,,Inactive,Leishmania,Axenic,50,,,,,,,,,463.586,,C25H33N7O2,,,,AID_1159560,69246980,69246980
3370,C1=CC(=CC(=C1)N(CC(=O)NCC2=CC(=C(C=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl)C(F)(F)F,,Inactive,Leishmania,Axenic,50,,,,,,,,,518.891,,C22H16ClF5N2O3S,,,,AID_1159560,91800779,91800779
3371,CN(CCO)CC1=CC=C(C=C1)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC=C(C=C3)OC.C(=O)(C(F)(F)F)O,,Inactive,Leishmania,Axenic,50,,,,,,,,,554.587,,C26H29F3N2O6S,,,,AID_1159560,91800780,91800780
3372,CCCN1CCN(CC1)CC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC(=C3)C.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,,Active,Leishmania,Axenic,25,,,,,,,,,615.593,,C25H31F6N3O6S,,,,AID_1159560,91800782,91800782
3373,CN(CC1CCCO1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=N4,,Active,Leishmania,Axenic,1.3,,,,,,,,,458.565,,C21H22N4O4S2,,,,AID_1159560,5310495,5310495
3374,C1=CC=NC(=C1)C2=NN=C(C=C2)SCC(=O)NC3=CC=C(C=C3)Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,356.838,,C17H13ClN4OS,,,,AID_1159560,20900506,20900506
3375,CC1=CC2=C(C=C1)N=C(S2)N(CC3=CN=CC=C3)C(=O)CCC4=CC=CC=C4,,Active,Leishmania,Axenic,25,,,,,,,,,387.508,,C23H21N3OS,,,,AID_1159560,16032441,16032441
3376,C1CN(CCC1OC2=CC=CC(=C2)C3=CN=CC=C3)C(=O)NC4=CC(=CC=C4)F,,Active,Leishmania,Axenic,0.5,,,,,,,,,391.446,,C23H22FN3O2,,,,AID_1159560,24733734,24733734
3377,CC1=C(C2=NC3=C(CCCC3)C(=O)N2N1)C4=CC=C(C=C4)F,,Active,Leishmania,Axenic,1.3,,,,,,,,,297.333,,C17H16FN3O,,,,AID_1159560,1447956,1447956
3378,C1=CC=C(C(=C1)CO)C2=CC(=CN=C2)NC3=CC(=CC=C3)[N+](=O)[O-],,Active,Leishmania,Axenic,40,,,,,,,,,321.336,,C18H15N3O3,,,,AID_1159560,91800784,91800784
3379,COC(=O)C1=CC=C(C=C1)C2=CN=C3N2N=C(C=C3)NCC4=CC=CC=N4,,Active,Leishmania,Axenic,13,,,,,,,,,359.389,,C20H17N5O2,,,,AID_1159560,91800785,91800785
3380,C1CN(CCC1C(=O)NC(C2=CC=C(C=C2)Cl)C3=NC=CN=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F,,Active,Leishmania,Axenic,20,,,,,,,,,517.939,,C25H23ClF3N5O2,,,,AID_1159560,91800786,91800786
3381,C1=CC=C2C(=C1)C(=CN2)CCOC3=NC=CN=C3C4=CC=NC=C4,,Active,Leishmania,Axenic,5,,,,,,,,,316.364,,C19H16N4O,,,,AID_1159560,91800787,91800787
3382,C1CCC(CC1)NC(=O)NC(=O)COC2=NC=NC3=C2C=CC(=C3)[N+](=O)[O-],,Inactive,Leishmania,Axenic,50,,,,,,,,,373.369,,C17H19N5O5,,,,AID_1159560,2121112,2121112
3383,CCC1=C(C(=CC=C1)CC)N2C(=NN=C2SCC(=O)N3CC(=O)NC4=CC=CC=C43)C5=CN=CC=C5,,Active,Leishmania,Axenic,40,,,,,,,,,498.612,,C27H26N6O2S,,,,AID_1159560,2120222,2120222
3384,COC1=CC(=C(C=C1)OC)NC(=O)C2=CC=C(O2)[N+](=O)[O-],,Active,Leishmania,Axenic,25,,,,,,,,,292.247,,C13H12N2O6,,,,AID_1159560,774013,774013
3385,C1=CC=C(C(=C1)CN2C=C(C=N2)[N+](=O)[O-])C(=O)NC3=NC=CS3,,Inactive,Leishmania,Axenic,50,,,,,,,,,329.341,,C14H11N5O3S,,,,AID_1159560,4867003,4867003
3386,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)OC)NC(=O)C2=CC=C(S2)[N+](=O)[O-],,Inactive,Leishmania,Axenic,50,,,,,,,,,413.477,,C16H19N3O6S2,,,,AID_1159560,4878100,4878100
3387,C1=CC(=CC=C1CNC(=O)C2=CC=C(S2)[N+](=O)[O-])S(=O)(=O)N,,Active,Leishmania,Axenic,32,,,,,,,,,341.37,,C12H11N3O5S2,,,,AID_1159560,2447838,2447838
3388,CC1=CC=CC=C1NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCCC4,,Inactive,Leishmania,Axenic,50,,,,,,,,,439.537,,C23H25N3O4S,,,,AID_1159560,3408039,3408039
3389,CC1=CC=CC=C1NS(=O)(=O)C2=CC3=C(C=C2)NC=C(C3=O)C(=O)NC4CCCC4,,Inactive,Leishmania,Axenic,50,,,,,,,,,425.51,,C22H23N3O4S,,,,AID_1159560,4229342,4229342
3390,C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)C(CO)O)C(=O)N,,Active,Leishmania,Axenic,16,,,,,,,,,491.491,,C23H20F3N3O4S,,,,AID_1159560,91800791,91800791
3391,COC1=CC(=CC=C1)S(=O)(=O)NC2=CC3=C(CC(C3)N4CCC(CC4)NC(=O)C5CC5)C=C2,,Inactive,Leishmania,Axenic,50,,,,,,,,,469.607,,C25H31N3O4S,,,,AID_1159560,91800792,91800792
3392,C1CC1C(=O)NC2CCN(CC2)C3CC4=C(C3)C=C(C=C4)NS(=O)(=O)C5=CC(=CC(=C5)F)F,,Active,Leishmania,Axenic,25,,,,,,,,,475.561,,C24H27F2N3O3S,,,,AID_1159560,91800793,91800793
3393,C1=CC=C(C=C1)CN2C3=C(C=C(C=C3)Br)C(C2=O)(CC(=O)C4=CN=CC=C4)O,,Inactive,Leishmania,Axenic,50,,,,,,,,,437.293,,C22H17BrN2O3,,,,AID_1159560,2968599,2968599
3394,C1OC2=C(O1)C=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Br)Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,369.602,,C14H10BrClN2O3,,,,AID_1159560,1295839,1295839
3395,C1=CC=C2C(=C1)C(=O)NC(=N2)C3=CC=C(C=C3)NC(=O)C4=CC=CS4,,Inactive,Leishmania,Axenic,50,,,,,,,,,347.399,,C19H13N3O2S,,,,AID_1159560,135414635,135414635
3396,C1=CC(=C(C=C1Br)Cl)OCCCCN2C=CN=C2.C(=O)(C(=O)O)O,,Active,Leishmania,Axenic,0.13,,,,,,,,,419.659,,C15H16BrClN2O5,,,,AID_1159560,2923075,2923075
3397,CC(C)OC1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)N3CCOCC3)Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,374.868,,C20H23ClN2O3,,,,AID_1159560,1277908,1277908
3398,COC1=CC=CC(=C1)C(=O)[C@H]2C[C@@H]2CN(CC3=CN=CC=C3)CC4=CN=CC=C4,,Active,Leishmania,Axenic,0.16,,,,,,,,,387.483,,C24H25N3O2,,,,AID_1159560,91800795,91800795
3399,CCC1=C(C(=CC=C1)CC)N2C(=NN=C2SCC(=O)NC(=O)NCC3=CC=CO3)C4=CN=CC=C4,,Inactive,Leishmania,Axenic,50,,,,,,,,,490.589,,C25H26N6O3S,,,,AID_1159560,2547748,2547748
3400,C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CC(CO)O)C(=O)N,,Active,Leishmania,Axenic,25,,,,,,,,,471.966,,C23H22ClN3O4S,,,,AID_1159560,59821120,59821120
3401,C1CN(CCC1C(=O)N2CCC(CC2)OC3=CC=CC=C3Cl)C(=O)C4=CC=CC=C4,,Inactive,Leishmania,Axenic,50,,,,,,,,,426.944,,C24H27ClN2O3,,,,AID_1159560,91800796,91800796
3402,C1CCC(CC1)N2CCN(CC2)CCOC3=CC=CC(=C3)C4=CC=C(C=C4)C(=O)N.Cl.Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,480.48,,C25H35Cl2N3O2,,,,AID_1159560,91800797,91800797
3403,CCCC(=O)N(CC1=CC=CC=N1)C2=NC3=CC=CC=C3S2,,Active,Leishmania,Axenic,7.9,,,,,,,,,311.41,,C17H17N3OS,,,,AID_1159560,18576679,18576679
3404,C1CN=C(C=C(N1)C2=CC=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3.OCl(=O)(=O)=O,,Inactive,Leishmania,Axenic,50,,,,,,,,,393.783,,C17H16ClN3O6,,,,AID_1159560,91800799,91800799
3405,C1COCCN1C2=C(C=NC=C2)SC3=CC=C(C=C3)Cl,,Active,Leishmania,Axenic,7.9,,,,,,,,,306.818,,C15H15ClN2OS,,,,AID_1159560,91800801,91800801
3406,C1CC(=O)N(C1)C2=CC(=C(C=C2)SC3=CC=CC=C3CO)C#N,,Inactive,Leishmania,Axenic,50,,,,,,,,,324.405,,C18H16N2O2S,,,,AID_1159560,91800804,91800804
3407,C1CN=C(N1)N2CCN(CC2)CC3=CC(=C(C=C3)Cl)Cl.I.I,,Inactive,Leishmania,Axenic,50,,,,,,,,,569.056,,C14H20Cl2I2N4,,,,AID_1159560,91800805,91800805
3408,CCCC1=NC2=NC(=NC(=C2C=C1CC)N)N,,Active,Leishmania,Axenic,2,,,,,,,,,231.303,,C12H17N5,,,,AID_1159560,91800807,91800807
3409,C1=CC(=CC(=C1)Cl)OC2=CC=CC(=C2C#N)[N+](=O)[O-],,Active,Leishmania,Axenic,7.9,,,,,,,,,274.663,,C13H7ClN2O3,,,,AID_1159560,91800809,91800809
3410,C1=CC(=C(C=C1Br)[N+](=O)[O-])C#N,,Active,Leishmania,Axenic,7.9,,,,,,,,,227.017,,C7H3BrN2O2,,,,AID_1159560,292535,292535
3411,CC1=C(C2=C(N=C(N=C2N1)N)C)C3=CC=CC=C3OC.Cl,,Active,Leishmania,Axenic,13,,,,,,,,,304.781,,C15H17ClN4O,,,,AID_1159560,91800810,91800810
3412,CC1=CC(=NC2=C1C=C(C=C2)CC3=CN=C(N=C3N)N)N(C)C,,Inactive,Leishmania,Axenic,50,,,,,,,,,308.389,,C17H20N6,,,,AID_1159560,14570326,14570326
3413,C1CCC(CC1)CNC(=O)C2=CN=NS2,,Active,Leishmania,Axenic,13,,,,,,,,,225.317,,C10H15N3OS,,,,AID_1159560,45832751,45832751
3414,C1CCC(CC1)N2C(=O)CN(C2=O)C3CCCC4=C3C=CC=C4OCC5=CC=NC=C5,,Inactive,Leishmania,Axenic,50,,,,,,,,,419.525,,C25H29N3O3,,,,AID_1159560,91800812,91800812
3415,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,,Active,Leishmania,Axenic,3.2,,,,,,,,,307.825,,C16H22ClN3O,,,,AID_1159560,86102,86102
3416,CC1=C(C(=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)C4=C(C3=O)C=C(C=C4)S(=O)(=O)NC5=CC=CC(=C5C)C)C,,Inactive,Leishmania,Axenic,50,,,,,,,,,546.67,,C29H26N2O5S2,,,,AID_1159560,988110,988110
3417,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)CN3C=NC(=N3)[N+](=O)[O-],,Inactive,Leishmania,Axenic,50,,,,,,,,,385.767,,C17H12ClN5O4,,,,AID_1159560,1203729,1203729
3418,CCCCNC1=NC=CC(=N1)C2=C3C=CC=C(N3N=C2C4=CC=C(C=C4)F)N5CCOCC5,,Inactive,Leishmania,Axenic,50,,,,,,,,,446.53,,C25H27FN6O,,,,AID_1159560,5275713,5275713
3419,C1=CC=C(C(=C1)C(=O)NC2=CC=CC=N2)NC(=O)C3=CC=CO3,,Inactive,Leishmania,Axenic,50,,,,,,,,,307.309,,C17H13N3O3,,,,AID_1159560,722974,722974
3420,C1CN(CCN1CC2=CC(=CC=C2)C3=CC=NC=C3)S(=O)(=O)C4=CC=C(C=C4)C#N,,Inactive,Leishmania,Axenic,50,,,,,,,,,418.522,,C23H22N4O2S,,,,AID_1159560,91800813,91800813
3421,CN(C)CCOC1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Cl,,Active,Leishmania,Axenic,40,,,,,,,,,423.966,,C20H26ClN3O3S,,,,AID_1159560,91800814,91800814
3422,CN(C)CC1=CC=C(C=C1)N2CCC(CC2)NS(=O)(=O)C3=CC=C(C=C3)Cl,,Active,Leishmania,Axenic,40,,,,,,,,,407.967,,C20H26ClN3O2S,,,,AID_1159560,91800815,91800815
3423,CCCCN1C2=NOC(=C2C(=O)N(C1=O)CCCC)N,,Inactive,Leishmania,Axenic,50,,,,,,,,,280.328,,C13H20N4O3,,,,AID_1159560,91800816,91800816
3424,CC1=CC(=NC(=C1C#N)SCC(=O)C2=CC3=C(C=C2)OCO3)C,,Inactive,Leishmania,Axenic,50,,,,,,,,,326.377,,C17H14N2O3S,,,,AID_1159560,698547,698547
3425,CC1=CC(=CC(=C1)Br)C(=O)C2=C(C(=O)NC(=O)N2CC3=CC(=NC=C3)N)C(C)C.CS(=O)(=O)O,,Inactive,Leishmania,Axenic,50,,,,,,,,,553.435,,C22H25BrN4O6S,,,,AID_1159560,91800817,91800817
3426,C1=CC2=CN=C(C(=C2N=C1)O)C3=NNC(=N3)CC4=CC=C(C=C4)F,,Active,Leishmania,Axenic,0.13,,,,,,,,,321.315,,C17H12FN5O,,,,AID_1159560,135518254,135518254
3427,COC1=C(C=C(C=C1)CC2=NC(=NN2)C3=NC=C4C=CC=NC4=C3O)OC,,Active,Leishmania,Axenic,0.32,,,,,,,,,363.377,,C19H17N5O3,,,,AID_1159560,135489150,135489150
3428,C1=CC2=CN=C(C(=C2N=C1)O)C3=NNC(=N3)CC4=CC=C(C=C4)Cl,,Active,Leishmania,Axenic,0.25,,,,,,,,,337.77,,C17H12ClN5O,,,,AID_1159560,135540473,135540473
3429,C1=CC(=CC2=C1C=CNC2=O)C3=CC=NC=C3,,Inactive,Leishmania,Axenic,50,,,,,,,,,222.247,,C14H10N2O,,,,AID_1159560,91800820,91800820
3430,C1CC1C(=O)C2=CC=C(C=C2)OCCCC3=CN=CN3.C(=C\C(=O)O)\C(=O)O,,Inactive,Leishmania,Axenic,50,,,,,,,,,386.404,,C20H22N2O6,,,,AID_1159560,16219152,16219152
3431,C1=CC=C(C=C1)CCC2=NC(=NN2)C3=NC=C4C=CC=NC4=C3O,,Active,Leishmania,Axenic,0.32,,,,,,,,,317.352,,C18H15N5O,,,,AID_1159560,135424644,135424644
3432,C1=CC2=C(C=NN2N=C1)C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)N,,Active,Leishmania,Axenic,0.79,,,,,,,,,367.394,,C16H13N7O2S,,,,AID_1159560,10172478,10172478
3433,CS(=O)(=O)C1=CC=C(C=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3,,Active,Leishmania,Axenic,0.79,,,,,,,,,366.406,,C17H14N6O2S,,,,AID_1159560,10172462,10172462
3434,CC(=O)NC1=C(C=C(C=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3)C(F)(F)F,,Active,Leishmania,Axenic,0.2,,,,,,,,,413.363,,C19H14F3N7O,,,,AID_1159560,91800821,91800821
3435,CC1=CC(=CC(=C1)Cl)C(=O)C2=C(C(=O)NC(=O)N2CC3=CC(=NC=C3)NC)C(C)C,,Inactive,Leishmania,Axenic,50,,,,,,,,,426.904,,C22H23ClN4O3,,,,AID_1159560,91800822,91800822
3436,C1C2=C(C=C(C=C2)NC3=NC=CC(=N3)C4=C5C=CC=NN5N=C4)C(=O)O1,,Active,Leishmania,Axenic,0.063,,,,,,,,,344.334,,C18H12N6O2,,,,AID_1159560,91800823,91800823
3437,C1CCN(C1)CCN=C(N)NC2=CC=C(C=C2)C3=CSC(=N3)N=C(N)N.Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,408.963,,C17H25ClN8S,,,,AID_1159560,91800825,91800825
3438,C1=CSC2=C1N=C(NC2=O)NCCCNCC3=CC(=CC(=C3)Br)Br.Cl.Cl,,Active,Leishmania,Axenic,16,,,,,,,,,545.128,,C16H18Br2Cl2N4OS,,,,AID_1159560,136662863,136662863
3439,C1=CC=C2C(=C1)C(=O)C=C(N2)NCCCNCC3=CNC4=C3C=C(C=C4)Br,,Inactive,Leishmania,Axenic,50,,,,,,,,,425.33,,C21H21BrN4O,,,,AID_1159560,91800828,91800828
3440,CC1=C(SC(=C1)Br)CNCCCNC2=CC(=O)C3=CC=CC=C3N2.Cl.Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,479.271,,C18H22BrCl2N3OS,,,,AID_1159560,91800829,91800829
3441,C1CCN(C(C1)CNC(=O)C2=CC=CC=C2)C(=O)C3=CC=CC4=CC=CC=C43,,Inactive,Leishmania,Axenic,50,,,,,,,,,372.468,,C24H24N2O2,,,,AID_1159560,91800831,91800831
3442,C1=CC=C2C(=C1)C(=O)C=C(N2)NCCCNCC3=CC(=CS3)C(F)(F)F.Cl.Cl,,Inactive,Leishmania,Axenic,50,,,,,,,,,454.345,,C18H20Cl2F3N3OS,,,,AID_1159560,91800832,91800832
3443,COC1=NC2=C(C=CN=C2C=C1)NC(=O)C3(CCN(CC3)CC(C4=CC5=C(C=C4)OCCO5)O)OC.Cl.Cl,,Active,Leishmania,Axenic,10,,,,,,,,,567.470000000001,,C26H32Cl2N4O6,,,,AID_1159560,91800834,91800834
3444,C1=CC=NC(=C1)N(CCCNC2=NS(=O)N=C2NCC3=CC=NC=C3)CC4=CC=C(C=C4)F,,Inactive,Leishmania,Axenic,50,,,,,,,,,465.558,,C23H24FN7OS,,,,AID_1159560,20207329,20207329
